year,month,day,hour,temperature
2012,1,30,17,10.13069804
2012,1,30,18,8.601450188
2012,1,30,19,9.593936668
2012,1,30,20,8.133955843
2012,1,30,21,8.272221114
2012,1,30,22,8.32848353
2012,1,30,23,8.0909055
2012,1,31,0,6.246527812
2012,1,31,1,6.044031869
2012,1,31,2,5.913300047
2012,1,31,3,5.562938934
2012,1,31,4,5.663505436
2012,1,31,5,5.19367005
2012,1,31,6,5.132151938
2012,1,31,7,5.110889415
2012,1,31,8,5.390660648
2012,1,31,9,5.910915275
2012,1,31,10,7.158791921
2012,1,31,11,7.582939137
2012,1,31,12,8.307668161
2012,1,31,13,8.472890576
2012,1,31,14,8.062862964
2012,1,31,15,8.291195441
2012,1,31,16,8.095105649
2012,1,31,17,7.210729994
2012,1,31,18,8.018832845
2012,1,31,19,7.613514144
2012,1,31,20,6.283004951
2012,1,31,21,6.710660775
2012,1,31,22,6.428448728
2012,1,31,23,6.140731627
2012,2,1,0,5.557239249
2012,2,1,1,5.42626485
2012,2,1,2,5.327348977
2012,2,1,3,5.148438261
2012,2,1,4,5.057719771
2012,2,1,5,4.832595053
2012,2,1,6,4.778994622
2012,2,1,7,4.695221402
2012,2,1,8,5.314060656
2012,2,1,9,6.049053401
2012,2,1,10,6.40293987
2012,2,1,11,7.707607606
2012,2,1,12,7.475484567
2012,2,1,13,8.104370395
2012,2,1,14,7.782925964
2012,2,1,15,7.273725246
2012,2,1,16,6.790498225
2012,2,1,17,6.906422946
2012,2,1,18,6.183799701
2012,2,1,19,5.855832126
2012,2,1,20,6.366839648
2012,2,1,21,6.277606595
2012,2,1,22,6.017206131
2012,2,1,23,6.12920756
2012,2,2,0,5.97932642
2012,2,2,1,5.826208752
2012,2,2,2,5.685089578
2012,2,2,3,5.581639217
2012,2,2,4,5.400773572
2012,2,2,5,5.234384046
2012,2,2,6,5.20897686
2012,2,2,7,5.221378495
2012,2,2,8,5.621523899
2012,2,2,9,6.431764264
2012,2,2,10,6.963409565
2012,2,2,11,8.104160835
2012,2,2,12,7.835503326
2012,2,2,13,8.473213603
2012,2,2,14,8.727899998
2012,2,2,15,8.659816029
2012,2,2,16,7.573119268
2012,2,2,17,8.086395395
2012,2,2,18,6.86178298
2012,2,2,19,7.157354734
2012,2,2,20,6.654909407
2012,2,2,21,6.08942434
2012,2,2,22,6.772515176
2012,2,2,23,5.729338016
2012,2,3,0,7.492759402
2012,2,3,1,7.359193447
2012,2,3,2,7.150385234
2012,2,3,3,7.065528124
2012,2,3,4,6.822885364
2012,2,3,5,6.752730323
2012,2,3,6,6.432741414
2012,2,3,7,6.735440943
2012,2,3,8,7.122895813
2012,2,3,9,8.280465943
2012,2,3,10,8.805715502
2012,2,3,11,9.927321328
2012,2,3,12,10.48251589
2012,2,3,13,10.51084731
2012,2,3,14,11.45361487
2012,2,3,15,10.34245585
2012,2,3,16,9.91139846
2012,2,3,17,9.635669522
2012,2,3,18,9.731996931
2012,2,3,19,7.830388059
2012,2,3,20,9.082257956
2012,2,3,21,7.240935856
2012,2,3,22,8.049034424
2012,2,3,23,7.633672662
2012,2,4,0,6.984120573
2012,2,4,1,6.82260411
2012,2,4,2,6.727084965
2012,2,4,3,6.486339246
2012,2,4,4,6.362374779
2012,2,4,5,6.05857776
2012,2,4,6,6.009303317
2012,2,4,7,6.092112783
2012,2,4,8,6.564303816
2012,2,4,9,7.798665622
2012,2,4,10,7.717518692
2012,2,4,11,9.537848947
2012,2,4,12,9.622190712
2012,2,4,13,9.70977185
2012,2,4,14,10.56137196
2012,2,4,15,9.726328876
2012,2,4,16,8.078199948
2012,2,4,17,9.297894905
2012,2,4,18,8.273285138
2012,2,4,19,7.751352484
2012,2,4,20,8.501092846
2012,2,4,21,7.166584902
2012,2,4,22,7.459622046
2012,2,4,23,6.976305282
2012,2,5,0,5.63074642
2012,2,5,1,5.505070565
2012,2,5,2,5.352399292
2012,2,5,3,5.400944469
2012,2,5,4,5.244647851
2012,2,5,5,5.015230203
2012,2,5,6,4.931663025
2012,2,5,7,4.92884182
2012,2,5,8,5.661117676
2012,2,5,9,5.948043319
2012,2,5,10,6.76667061
2012,2,5,11,7.572817805
2012,2,5,12,8.230539746
2012,2,5,13,8.475745045
2012,2,5,14,8.68663127
2012,2,5,15,7.324905002
2012,2,5,16,7.386243966
2012,2,5,17,6.654069971
2012,2,5,18,7.0319261
2012,2,5,19,6.959704656
2012,2,5,20,5.945308511
2012,2,5,21,6.381269125
2012,2,5,22,4.97968403
2012,2,5,23,6.079807962
2012,2,6,0,5.139627122
2012,2,6,1,5.01528111
2012,2,6,2,4.912752605
2012,2,6,3,4.822372408
2012,2,6,4,4.620534557
2012,2,6,5,4.613224371
2012,2,6,6,4.480779924
2012,2,6,7,4.439520245
2012,2,6,8,4.727263082
2012,2,6,9,5.301177734
2012,2,6,10,6.226213279
2012,2,6,11,6.573035578
2012,2,6,12,7.470746495
2012,2,6,13,7.453586026
2012,2,6,14,7.60312455
2012,2,6,15,6.986957703
2012,2,6,16,6.521458761
2012,2,6,17,6.698022294
2012,2,6,18,6.274357778
2012,2,6,19,6.313154117
2012,2,6,20,5.66298709
2012,2,6,21,5.447048118
2012,2,6,22,5.444326386
2012,2,6,23,5.424946606
