year,month,day,hour,temperature
2013,6,17,19,21.52285472
2013,6,17,20,20.91730885
2013,6,17,21,20.20286871
2013,6,17,22,19.98260112
2013,6,17,23,20.13546404
2013,6,18,0,19.88945392
2013,6,18,1,19.66578025
2013,6,18,2,19.45856579
2013,6,18,3,19.47469271
2013,6,18,4,19.34963389
2013,6,18,5,19.14484189
2013,6,18,6,19.15662721
2013,6,18,7,19.17866756
2013,6,18,8,19.34839207
2013,6,18,9,19.68796912
2013,6,18,10,20.27555089
2013,6,18,11,20.77213841
2013,6,18,12,21.60291948
2013,6,18,13,22.17331695
2013,6,18,14,22.14274998
2013,6,18,15,21.90209206
2013,6,18,16,22.07921112
2013,6,18,17,22.0174328
2013,6,18,18,21.11087121
2013,6,18,19,20.8652706
2013,6,18,20,20.60896917
2013,6,18,21,20.40721288
2013,6,18,22,20.61969353
2013,6,18,23,20.01565702
2013,6,19,0,18.55511699
2013,6,19,1,18.35861755
2013,6,19,2,18.21572243
2013,6,19,3,18.06875985
2013,6,19,4,17.99216332
2013,6,19,5,17.80636025
2013,6,19,6,17.9083976
2013,6,19,7,17.89371279
2013,6,19,8,18.12424084
2013,6,19,9,18.39787147
2013,6,19,10,18.8618802
2013,6,19,11,19.64815937
2013,6,19,12,20.46934704
2013,6,19,13,20.62652207
2013,6,19,14,20.77081998
2013,6,19,15,20.57922197
2013,6,19,16,20.37014824
2013,6,19,17,20.59007057
2013,6,19,18,19.91064045
2013,6,19,19,19.75151961
2013,6,19,20,19.32183833
2013,6,19,21,19.05555634
2013,6,19,22,19.03509631
2013,6,19,23,18.90147861
2013,6,20,0,18.11300712
2013,6,20,1,17.87639236
2013,6,20,2,17.86870228
2013,6,20,3,17.69799033
2013,6,20,4,17.53781638
2013,6,20,5,17.48693716
2013,6,20,6,17.41285845
2013,6,20,7,17.44221051
2013,6,20,8,17.6977817
2013,6,20,9,17.95175353
2013,6,20,10,18.48179207
2013,6,20,11,18.7748089
2013,6,20,12,19.61040159
2013,6,20,13,20.18836256
2013,6,20,14,20.17176583
2013,6,20,15,20.19774178
2013,6,20,16,19.98583997
2013,6,20,17,20.12323987
2013,6,20,18,19.39672967
2013,6,20,19,19.25562584
2013,6,20,20,18.88842077
2013,6,20,21,18.76756863
2013,6,20,22,18.53191847
2013,6,20,23,18.19614974
2013,6,21,0,17.92084242
2013,6,21,1,17.74491762
2013,6,21,2,17.69257582
2013,6,21,3,17.56557523
2013,6,21,4,17.39042822
2013,6,21,5,17.18109458
2013,6,21,6,17.11007618
2013,6,21,7,17.33115299
2013,6,21,8,17.50909851
2013,6,21,9,17.75858505
2013,6,21,10,18.08060659
2013,6,21,11,18.91107542
2013,6,21,12,19.56856309
2013,6,21,13,20.00628364
2013,6,21,14,19.97920813
2013,6,21,15,19.58910009
2013,6,21,16,20.13779602
2013,6,21,17,19.74506981
2013,6,21,18,19.21347548
2013,6,21,19,19.01506323
2013,6,21,20,18.66254156
2013,6,21,21,18.44183961
2013,6,21,22,18.17005291
2013,6,21,23,18.30203285
2013,6,22,0,17.05800402
2013,6,22,1,16.83901672
2013,6,22,2,16.79814557
2013,6,22,3,16.76325848
2013,6,22,4,16.60544631
2013,6,22,5,16.4834128
2013,6,22,6,16.39530076
2013,6,22,7,16.55148334
2013,6,22,8,16.58649902
2013,6,22,9,16.8423289
2013,6,22,10,17.326578
2013,6,22,11,17.71824258
2013,6,22,12,18.62028477
2013,6,22,13,19.25332061
2013,6,22,14,19.68509194
2013,6,22,15,19.11845129
2013,6,22,16,19.04214521
2013,6,22,17,19.01458442
2013,6,22,18,18.41870799
2013,6,22,19,18.17244966
2013,6,22,20,18.10756438
2013,6,22,21,17.72085726
2013,6,22,22,17.27878171
2013,6,22,23,17.04423274
2013,6,23,0,17.97291445
2013,6,23,1,17.79368174
2013,6,23,2,17.70682729
2013,6,23,3,17.61613959
2013,6,23,4,17.53209345
2013,6,23,5,17.26263831
2013,6,23,6,17.23738842
2013,6,23,7,17.41294821
2013,6,23,8,17.58176808
2013,6,23,9,17.73630824
2013,6,23,10,18.25695286
2013,6,23,11,18.93071849
2013,6,23,12,19.3885353
2013,6,23,13,20.17407818
2013,6,23,14,20.59215662
2013,6,23,15,20.03927248
2013,6,23,16,19.96589135
2013,6,23,17,19.93417771
2013,6,23,18,19.30373942
2013,6,23,19,19.40269655
2013,6,23,20,18.75208377
2013,6,23,21,18.54585195
2013,6,23,22,18.3969141
2013,6,23,23,18.12728587
2013,6,24,0,19.50967197
2013,6,24,1,19.308314
2013,6,24,2,19.24032572
2013,6,24,3,19.00324269
2013,6,24,4,18.86118884
2013,6,24,5,18.89628956
2013,6,24,6,18.88732693
2013,6,24,7,18.71464064
2013,6,24,8,18.98514771
2013,6,24,9,19.31436962
2013,6,24,10,19.89603355
2013,6,24,11,20.51889141
2013,6,24,12,21.42417372
2013,6,24,13,21.62606852
2013,6,24,14,22.11644526
2013,6,24,15,21.56655043
2013,6,24,16,21.32894302
2013,6,24,17,21.69120007
2013,6,24,18,20.86180644
2013,6,24,19,20.68352219
2013,6,24,20,20.4717748
2013,6,24,21,19.7864036
2013,6,24,22,19.92498434
2013,6,24,23,19.9004756
2013,6,25,0,20.24087209
2013,6,25,1,20.01429013
2013,6,25,2,19.86324634
2013,6,25,3,19.78316817
2013,6,25,4,19.6711246
2013,6,25,5,19.50993982
2013,6,25,6,19.67651599
2013,6,25,7,19.62729951
2013,6,25,8,19.75658673
2013,6,25,9,20.03854628
2013,6,25,10,20.58315228
2013,6,25,11,21.47851746
2013,6,25,12,22.03088914
2013,6,25,13,22.54733206
2013,6,25,14,22.76601625
2013,6,25,15,22.53253229
2013,6,25,16,22.39943351
2013,6,25,17,22.24963026
2013,6,25,18,21.96542622
2013,6,25,19,21.60089014
2013,6,25,20,21.23025563
2013,6,25,21,20.80178096
2013,6,25,22,20.47114297
2013,6,25,23,20.57594481
2013,6,26,0,20.45969553
2013,6,26,1,20.23804492
2013,6,26,2,20.13169552
2013,6,26,3,20.01906102
2013,6,26,4,19.95451983
2013,6,26,5,19.74170156
2013,6,26,6,19.80026517
2013,6,26,7,19.97142619
2013,6,26,8,19.90910038
2013,6,26,9,20.34991647
2013,6,26,10,20.97885301
2013,6,26,11,21.51129672
2013,6,26,12,22.45651652
2013,6,26,13,22.83122907
2013,6,26,14,22.65326804
2013,6,26,15,22.99113126
2013,6,26,16,22.60066643
2013,6,26,17,22.69034073
2013,6,26,18,22.17612925
2013,6,26,19,21.31046318
2013,6,26,20,21.49378545
2013,6,26,21,21.09104102
2013,6,26,22,20.66138999
2013,6,26,23,20.75578143
2013,6,27,0,20.04994394
2013,6,27,1,19.8374443
2013,6,27,2,19.77284093
2013,6,27,3,19.54407495
2013,6,27,4,19.53217745
2013,6,27,5,19.38148606
2013,6,27,6,19.48185452
2013,6,27,7,19.298308
2013,6,27,8,19.58615134
2013,6,27,9,19.71870355
2013,6,27,10,20.30022588
2013,6,27,11,21.01291323
2013,6,27,12,21.96906367
2013,6,27,13,22.3894485
2013,6,27,14,22.99717257
2013,6,27,15,22.24183863
2013,6,27,16,22.1859781
2013,6,27,17,22.04179237
2013,6,27,18,21.141884
2013,6,27,19,21.43638722
2013,6,27,20,20.86983397
2013,6,27,21,20.76250823
2013,6,27,22,20.57977605
2013,6,27,23,20.59449768
2013,6,28,0,18.01947937
2013,6,28,1,17.82276568
2013,6,28,2,17.67076239
2013,6,28,3,17.56244808
2013,6,28,4,17.6521595
2013,6,28,5,17.4439914
2013,6,28,6,17.28766263
2013,6,28,7,17.37344793
2013,6,28,8,17.50031354
2013,6,28,9,17.845655
2013,6,28,10,18.32495739
2013,6,28,11,18.80632633
2013,6,28,12,19.6339636
2013,6,28,13,20.51158054
2013,6,28,14,20.29462745
2013,6,28,15,19.6472382
2013,6,28,16,19.98308591
2013,6,28,17,19.96603471
2013,6,28,18,19.59027946
2013,6,28,19,19.33131964
2013,6,28,20,18.85999815
2013,6,28,21,18.62407355
2013,6,28,22,18.49106399
2013,6,28,23,18.24223305
2013,6,29,0,18.41467913
2013,6,29,1,18.23627603
2013,6,29,2,18.12251976
2013,6,29,3,18.10599466
2013,6,29,4,17.75189998
2013,6,29,5,17.86359371
2013,6,29,6,17.84198855
2013,6,29,7,17.7193169
2013,6,29,8,17.96551005
2013,6,29,9,18.35820497
2013,6,29,10,18.55966501
2013,6,29,11,19.35327216
2013,6,29,12,20.11015061
2013,6,29,13,20.15761525
2013,6,29,14,20.65288814
2013,6,29,15,20.34042477
2013,6,29,16,20.98197257
2013,6,29,17,19.76844756
2013,6,29,18,19.83767381
2013,6,29,19,19.40041236
2013,6,29,20,19.34334901
2013,6,29,21,19.29054378
2013,6,29,22,18.8277792
2013,6,29,23,18.8320548
2013,6,30,0,17.82100269
2013,6,30,1,17.61483128
2013,6,30,2,17.58170721
2013,6,30,3,17.42355172
2013,6,30,4,17.22880152
2013,6,30,5,17.21388845
2013,6,30,6,17.1875705
2013,6,30,7,17.11207396
2013,6,30,8,17.27455424
2013,6,30,9,17.5921183
2013,6,30,10,18.0895138
2013,6,30,11,18.66203963
2013,6,30,12,19.34675164
2013,6,30,13,19.86735077
2013,6,30,14,20.1040739
2013,6,30,15,19.73249915
2013,6,30,16,19.77163127
2013,6,30,17,19.8434707
2013,6,30,18,18.82839097
2013,6,30,19,18.74487463
2013,6,30,20,18.62342969
2013,6,30,21,18.32048217
2013,6,30,22,18.1890723
2013,6,30,23,17.30512011
2013,7,1,0,17.94994748
2013,7,1,1,17.86613833
2013,7,1,2,17.86002468
2013,7,1,3,17.6646544
2013,7,1,4,17.48241525
2013,7,1,5,17.47454684
2013,7,1,6,17.38535243
2013,7,1,7,17.5372052
2013,7,1,8,17.61500684
2013,7,1,9,17.89610266
2013,7,1,10,18.14333537
2013,7,1,11,18.65073089
2013,7,1,12,19.02069038
2013,7,1,13,19.87483859
2013,7,1,14,20.20099133
2013,7,1,15,20.34701305
2013,7,1,16,19.80229113
2013,7,1,17,19.78921676
2013,7,1,18,19.41509351
2013,7,1,19,19.33556628
2013,7,1,20,18.91844997
2013,7,1,21,18.62221647
2013,7,1,22,18.40836431
2013,7,1,23,18.16481358
2013,7,2,0,17.70207212
2013,7,2,1,17.6491257
2013,7,2,2,17.46823087
2013,7,2,3,17.37139133
2013,7,2,4,17.30465662
2013,7,2,5,17.16626064
2013,7,2,6,17.2800527
2013,7,2,7,17.15261922
2013,7,2,8,17.2639058
2013,7,2,9,17.6642677
2013,7,2,10,18.08563125
2013,7,2,11,18.3095281
2013,7,2,12,18.89617714
2013,7,2,13,19.70397817
2013,7,2,14,20.1112493
2013,7,2,15,19.87800681
2013,7,2,16,19.49768232
2013,7,2,17,19.35829344
2013,7,2,18,19.47148697
2013,7,2,19,19.03911578
2013,7,2,20,18.59577026
2013,7,2,21,18.49428284
2013,7,2,22,18.19914419
2013,7,2,23,17.89765769
2013,7,3,0,18.97018939
2013,7,3,1,18.90769477
2013,7,3,2,18.82866801
2013,7,3,3,18.6763921
2013,7,3,4,18.55303959
2013,7,3,5,18.34867869
2013,7,3,6,18.42635504
2013,7,3,7,18.37513368
2013,7,3,8,18.64637354
2013,7,3,9,18.96150593
2013,7,3,10,19.16126771
2013,7,3,11,19.51687186
2013,7,3,12,20.30997846
2013,7,3,13,20.98778797
2013,7,3,14,21.26631769
2013,7,3,15,21.4888786
2013,7,3,16,20.94755289
2013,7,3,17,20.89048453
2013,7,3,18,20.61782728
2013,7,3,19,20.22316094
2013,7,3,20,20.17436972
2013,7,3,21,19.8007165
2013,7,3,22,19.47742662
2013,7,3,23,18.9571346
2013,7,4,0,19.35846645
2013,7,4,1,19.20127334
2013,7,4,2,19.22512655
2013,7,4,3,18.99139243
2013,7,4,4,18.9245225
2013,7,4,5,18.75687889
2013,7,4,6,18.78257702
2013,7,4,7,18.83742286
2013,7,4,8,18.85315574
2013,7,4,9,19.10443156
2013,7,4,10,19.50477311
2013,7,4,11,20.11346058
2013,7,4,12,20.46471653
2013,7,4,13,21.58516177
2013,7,4,14,21.74372972
2013,7,4,15,21.82947893
2013,7,4,16,21.29564408
2013,7,4,17,21.24332469
2013,7,4,18,21.02686803
2013,7,4,19,20.63150263
2013,7,4,20,20.52805251
2013,7,4,21,20.03094532
2013,7,4,22,19.80075911
2013,7,4,23,19.61800101
2013,7,5,0,19.65040682
2013,7,5,1,19.53311499
2013,7,5,2,19.41966887
2013,7,5,3,19.30492004
2013,7,5,4,19.06978307
2013,7,5,5,19.20314907
2013,7,5,6,19.12160017
2013,7,5,7,19.16474215
2013,7,5,8,19.22354648
2013,7,5,9,19.44819666
2013,7,5,10,19.88661904
2013,7,5,11,20.38243504
2013,7,5,12,21.04087294
2013,7,5,13,22.09330163
2013,7,5,14,22.22276415
2013,7,5,15,22.13286975
2013,7,5,16,21.74379882
2013,7,5,17,21.68003046
2013,7,5,18,21.45732329
2013,7,5,19,21.13033521
2013,7,5,20,20.63317758
2013,7,5,21,20.50932323
2013,7,5,22,20.08728868
2013,7,5,23,19.9123764
2013,7,6,0,19.56269223
2013,7,6,1,19.4348526
2013,7,6,2,19.34709784
2013,7,6,3,19.36901219
2013,7,6,4,19.10674047
2013,7,6,5,19.0261754
2013,7,6,6,19.08061194
2013,7,6,7,19.16409505
2013,7,6,8,19.16586388
2013,7,6,9,19.39204607
2013,7,6,10,19.96245144
2013,7,6,11,20.30284746
2013,7,6,12,20.78238536
2013,7,6,13,21.64079009
2013,7,6,14,21.96888658
2013,7,6,15,21.95525462
2013,7,6,16,21.68067892
2013,7,6,17,21.30366615
2013,7,6,18,20.99776988
2013,7,6,19,20.93574817
2013,7,6,20,20.65332949
2013,7,6,21,20.25387214
2013,7,6,22,19.95597177
2013,7,6,23,19.82015951
2013,7,7,0,20.08290743
2013,7,7,1,20.04503281
2013,7,7,2,19.90808633
2013,7,7,3,19.72448839
2013,7,7,4,19.65232759
2013,7,7,5,19.46625555
2013,7,7,6,19.54185752
2013,7,7,7,19.54898299
2013,7,7,8,19.6646937
2013,7,7,9,19.94962957
2013,7,7,10,20.34425739
2013,7,7,11,20.73419829
2013,7,7,12,21.43185849
2013,7,7,13,22.38789607
2013,7,7,14,22.54484857
2013,7,7,15,22.51181921
2013,7,7,16,22.3075144
2013,7,7,17,21.93657814
2013,7,7,18,21.6743028
2013,7,7,19,21.20270327
2013,7,7,20,21.2676256
2013,7,7,21,20.68611166
2013,7,7,22,20.44988419
2013,7,7,23,20.24538889
2013,7,8,0,20.66978153
2013,7,8,1,20.56574972
2013,7,8,2,20.45475467
2013,7,8,3,20.33593504
2013,7,8,4,20.24826055
2013,7,8,5,20.01880793
2013,7,8,6,20.14856372
2013,7,8,7,20.10890416
2013,7,8,8,20.05946585
2013,7,8,9,20.60673295
2013,7,8,10,21.07282981
2013,7,8,11,21.40947355
2013,7,8,12,22.10627966
2013,7,8,13,22.94859143
2013,7,8,14,23.30437776
2013,7,8,15,23.26619049
2013,7,8,16,22.82110546
2013,7,8,17,22.63666348
2013,7,8,18,22.26751606
2013,7,8,19,22.26610899
2013,7,8,20,21.9312384
2013,7,8,21,21.42776207
2013,7,8,22,21.28105649
2013,7,8,23,20.79208325
2013,7,9,0,21.13524917
2013,7,9,1,21.04383157
2013,7,9,2,20.93233803
2013,7,9,3,20.81101505
2013,7,9,4,20.68992801
2013,7,9,5,20.46859929
2013,7,9,6,20.55430182
2013,7,9,7,20.55136109
2013,7,9,8,20.69843147
2013,7,9,9,21.00600875
2013,7,9,10,21.28347845
2013,7,9,11,21.94601496
2013,7,9,12,22.59353997
2013,7,9,13,23.12938128
2013,7,9,14,23.91677301
2013,7,9,15,23.80386269
2013,7,9,16,23.31340601
2013,7,9,17,23.22086475
2013,7,9,18,22.91321547
2013,7,9,19,22.51798825
2013,7,9,20,22.36152594
2013,7,9,21,22.08596088
2013,7,9,22,21.45538929
2013,7,9,23,21.53850614
2013,7,10,0,20.0879702
2013,7,10,1,19.99740429
2013,7,10,2,19.86251205
2013,7,10,3,19.80895954
2013,7,10,4,19.71872248
2013,7,10,5,19.53407437
2013,7,10,6,19.55513422
2013,7,10,7,19.56860411
2013,7,10,8,19.67528352
2013,7,10,9,19.93132856
2013,7,10,10,20.40322302
2013,7,10,11,20.78448796
2013,7,10,12,21.5494394
2013,7,10,13,22.17439969
2013,7,10,14,22.55494541
2013,7,10,15,22.4914372
2013,7,10,16,22.23904351
2013,7,10,17,21.87379477
2013,7,10,18,21.93558593
2013,7,10,19,21.33033501
2013,7,10,20,21.30887816
2013,7,10,21,20.82682935
2013,7,10,22,20.68189246
2013,7,10,23,20.32167348
2013,7,11,0,18.87928953
2013,7,11,1,18.76237414
2013,7,11,2,18.67580691
2013,7,11,3,18.47628391
2013,7,11,4,18.45675115
2013,7,11,5,18.23488808
2013,7,11,6,18.25135684
2013,7,11,7,18.35892477
2013,7,11,8,18.5393281
2013,7,11,9,18.91424925
2013,7,11,10,19.1647274
2013,7,11,11,19.58848359
2013,7,11,12,20.08622309
2013,7,11,13,20.85601042
2013,7,11,14,21.15114392
2013,7,11,15,21.16626517
2013,7,11,16,20.9326107
2013,7,11,17,20.81879275
2013,7,11,18,20.60335278
2013,7,11,19,20.10172281
2013,7,11,20,19.83979917
2013,7,11,21,19.60104045
2013,7,11,22,19.34782245
2013,7,11,23,19.13602245
2013,7,12,0,19.27584083
2013,7,12,1,19.21497371
2013,7,12,2,18.96372887
2013,7,12,3,18.92748561
2013,7,12,4,18.79933801
2013,7,12,5,18.73127172
2013,7,12,6,18.85112165
2013,7,12,7,18.59208563
2013,7,12,8,18.76833577
2013,7,12,9,19.19514059
2013,7,12,10,19.54430425
2013,7,12,11,19.97912581
2013,7,12,12,20.61303575
2013,7,12,13,21.45740714
2013,7,12,14,21.8762752
2013,7,12,15,21.57719121
2013,7,12,16,21.40392661
2013,7,12,17,21.16392109
2013,7,12,18,21.08915513
2013,7,12,19,20.62947426
2013,7,12,20,20.32717382
2013,7,12,21,20.19290657
2013,7,12,22,19.82766351
2013,7,12,23,19.60621303
2013,7,13,0,19.06836776
2013,7,13,1,18.90564379
2013,7,13,2,18.93494484
2013,7,13,3,18.84725159
2013,7,13,4,18.54782118
2013,7,13,5,18.46771678
2013,7,13,6,18.52657217
2013,7,13,7,18.61867316
2013,7,13,8,18.74887494
2013,7,13,9,19.00903792
2013,7,13,10,19.31797496
2013,7,13,11,19.64429515
2013,7,13,12,20.29149866
2013,7,13,13,21.22381153
2013,7,13,14,21.67128473
2013,7,13,15,21.32946695
2013,7,13,16,20.9879772
2013,7,13,17,20.85672737
2013,7,13,18,20.93737495
2013,7,13,19,20.43331845
2013,7,13,20,19.99224385
2013,7,13,21,19.85112876
2013,7,13,22,19.70079649
2013,7,13,23,19.26763046
2013,7,14,0,20.36372965
2013,7,14,1,20.26551327
2013,7,14,2,20.08326827
2013,7,14,3,20.05652408
2013,7,14,4,19.79525179
2013,7,14,5,19.81469772
2013,7,14,6,19.73929178
2013,7,14,7,19.97622246
2013,7,14,8,19.94132376
2013,7,14,9,20.14284931
2013,7,14,10,20.65454772
2013,7,14,11,20.96905989
2013,7,14,12,21.65721026
2013,7,14,13,22.73998387
2013,7,14,14,23.07345644
2013,7,14,15,23.14362163
2013,7,14,16,22.54178299
2013,7,14,17,22.41581944
2013,7,14,18,22.0472188
2013,7,14,19,21.83619086
2013,7,14,20,21.3184254
2013,7,14,21,21.06181901
2013,7,14,22,20.74135268
2013,7,14,23,20.58325556
2013,7,15,0,20.3807
2013,7,15,1,20.26022871
2013,7,15,2,20.1458433
2013,7,15,3,20.02997118
2013,7,15,4,19.90332938
2013,7,15,5,19.81592661
2013,7,15,6,19.78112934
2013,7,15,7,19.92315216
2013,7,15,8,19.86699841
2013,7,15,9,20.24874767
2013,7,15,10,20.75782953
2013,7,15,11,20.9849983
2013,7,15,12,21.76069791
2013,7,15,13,22.79856891
2013,7,15,14,23.1047128
2013,7,15,15,22.83368998
2013,7,15,16,22.550956
2013,7,15,17,22.5386611
2013,7,15,18,22.01939574
2013,7,15,19,21.88920449
2013,7,15,20,21.43132505
2013,7,15,21,21.12588445
2013,7,15,22,20.74114698
2013,7,15,23,20.63375649
2013,7,16,0,20.05684304
2013,7,16,1,19.93207278
2013,7,16,2,19.85572343
2013,7,16,3,19.64506412
2013,7,16,4,19.53923788
2013,7,16,5,19.45581105
2013,7,16,6,19.53240404
2013,7,16,7,19.49682312
2013,7,16,8,19.55553143
2013,7,16,9,19.88009436
2013,7,16,10,20.31001179
2013,7,16,11,20.66348659
2013,7,16,12,21.36150229
2013,7,16,13,22.30547173
2013,7,16,14,22.76389636
2013,7,16,15,22.73694921
2013,7,16,16,22.42838872
2013,7,16,17,21.74083798
2013,7,16,18,21.90730818
2013,7,16,19,21.45446358
2013,7,16,20,21.27124163
2013,7,16,21,20.85358557
2013,7,16,22,20.51804787
2013,7,16,23,20.34845321
2013,7,17,0,20.70827067
2013,7,17,1,20.62869013
2013,7,17,2,20.43497651
2013,7,17,3,20.25825663
2013,7,17,4,20.13602451
2013,7,17,5,20.08792822
2013,7,17,6,20.16831733
2013,7,17,7,20.01155353
2013,7,17,8,20.28092506
2013,7,17,9,20.66452139
2013,7,17,10,20.86618185
2013,7,17,11,21.39236922
2013,7,17,12,21.97328983
2013,7,17,13,22.94710877
2013,7,17,14,23.27237197
2013,7,17,15,23.16845958
2013,7,17,16,22.95251678
2013,7,17,17,22.5422638
2013,7,17,18,22.50559627
2013,7,17,19,22.16941178
2013,7,17,20,21.79808972
2013,7,17,21,21.46147596
2013,7,17,22,21.18798272
2013,7,17,23,21.01064204
2013,7,18,0,20.39463265
2013,7,18,1,20.30055766
2013,7,18,2,20.05648032
2013,7,18,3,20.01418327
2013,7,18,4,19.87055813
2013,7,18,5,19.76393155
2013,7,18,6,19.84614044
2013,7,18,7,20.02160271
2013,7,18,8,19.9153547
2013,7,18,9,20.28614488
2013,7,18,10,20.69517433
2013,7,18,11,21.11656564
2013,7,18,12,21.58910984
2013,7,18,13,22.20403977
2013,7,18,14,22.92020493
2013,7,18,15,23.06805952
2013,7,18,16,22.78402561
2013,7,18,17,22.18964493
2013,7,18,18,22.21951217
2013,7,18,19,21.81423344
2013,7,18,20,21.33223769
2013,7,18,21,21.02524864
2013,7,18,22,20.75611162
2013,7,18,23,20.7009506
2013,7,19,0,19.69962321
2013,7,19,1,19.57788842
2013,7,19,2,19.58430308
2013,7,19,3,19.29942007
2013,7,19,4,19.19000893
2013,7,19,5,19.18107369
2013,7,19,6,19.20953706
2013,7,19,7,19.31539681
2013,7,19,8,19.17341662
2013,7,19,9,19.80006512
2013,7,19,10,19.99522752
2013,7,19,11,20.4536091
2013,7,19,12,21.02544147
2013,7,19,13,22.15995334
2013,7,19,14,22.35264648
2013,7,19,15,22.0918883
2013,7,19,16,21.92050942
2013,7,19,17,21.38931024
2013,7,19,18,21.60039132
2013,7,19,19,21.07369692
2013,7,19,20,20.72615757
2013,7,19,21,20.48725423
2013,7,19,22,20.1022269
2013,7,19,23,19.88575413
2013,7,20,0,19.11107134
2013,7,20,1,19.01247963
2013,7,20,2,18.90768694
2013,7,20,3,18.76951963
2013,7,20,4,18.68091337
2013,7,20,5,18.56150851
2013,7,20,6,18.62256346
2013,7,20,7,18.63362556
2013,7,20,8,18.73209673
2013,7,20,9,19.03124328
2013,7,20,10,19.26365729
2013,7,20,11,19.82440799
2013,7,20,12,20.36874557
2013,7,20,13,20.98390435
2013,7,20,14,21.65437195
2013,7,20,15,21.40850872
2013,7,20,16,21.25075046
2013,7,20,17,20.85830162
2013,7,20,18,20.75331321
2013,7,20,19,20.56591651
2013,7,20,20,20.01401124
2013,7,20,21,19.72098685
2013,7,20,22,19.36037006
2013,7,20,23,19.57442447
2013,7,21,0,19.53558387
2013,7,21,1,19.47558499
2013,7,21,2,19.30228679
2013,7,21,3,19.27108128
2013,7,21,4,19.10749628
2013,7,21,5,18.90432602
2013,7,21,6,19.04272842
2013,7,21,7,19.07601221
2013,7,21,8,19.11387875
2013,7,21,9,19.59609109
2013,7,21,10,19.75606402
2013,7,21,11,20.27881417
2013,7,21,12,20.81151771
2013,7,21,13,21.76660236
2013,7,21,14,22.10993645
2013,7,21,15,21.96720783
2013,7,21,16,21.92430053
2013,7,21,17,21.48936973
2013,7,21,18,21.16210782
2013,7,21,19,21.04539882
2013,7,21,20,20.5081056
2013,7,21,21,20.27180666
2013,7,21,22,20.08174155
2013,7,21,23,19.7113149
2013,7,22,0,18.92463143
2013,7,22,1,18.85675786
2013,7,22,2,18.67510128
2013,7,22,3,18.61152341
2013,7,22,4,18.54537273
2013,7,22,5,18.39181642
2013,7,22,6,18.26736032
2013,7,22,7,18.36651143
2013,7,22,8,18.48596162
2013,7,22,9,19.02821591
2013,7,22,10,19.10350192
2013,7,22,11,19.59520406
2013,7,22,12,20.15734771
2013,7,22,13,21.12087309
2013,7,22,14,21.3967379
2013,7,22,15,21.20894635
2013,7,22,16,21.03665886
2013,7,22,17,20.73041011
2013,7,22,18,20.43814067
2013,7,22,19,20.18921048
2013,7,22,20,19.88939392
2013,7,22,21,19.44282825
2013,7,22,22,19.34438774
2013,7,22,23,19.21028904
2013,7,23,0,18.56538162
2013,7,23,1,18.46204941
2013,7,23,2,18.39872319
2013,7,23,3,18.28447162
2013,7,23,4,18.09911325
2013,7,23,5,17.92304144
2013,7,23,6,18.07316982
2013,7,23,7,18.08625013
2013,7,23,8,18.16438831
2013,7,23,9,18.55467404
2013,7,23,10,18.88661619
2013,7,23,11,19.14638761
2013,7,23,12,19.87642739
2013,7,23,13,20.73139358
2013,7,23,14,21.05973337
2013,7,23,15,20.85010995
2013,7,23,16,20.54741012
2013,7,23,17,20.58862738
2013,7,23,18,20.34813512
2013,7,23,19,19.81317389
2013,7,23,20,19.67746993
2013,7,23,21,19.26925006
2013,7,23,22,18.92144807
2013,7,23,23,18.71112943
2013,7,24,0,19.78237952
2013,7,24,1,19.69597669
2013,7,24,2,19.62810665
2013,7,24,3,19.54317569
2013,7,24,4,19.28728012
2013,7,24,5,19.16714596
2013,7,24,6,19.31204911
2013,7,24,7,19.24517048
2013,7,24,8,19.34154157
2013,7,24,9,19.74081246
2013,7,24,10,20.01357301
2013,7,24,11,20.5863053
2013,7,24,12,21.03600604
2013,7,24,13,21.93344648
2013,7,24,14,22.56479728
2013,7,24,15,22.39323841
2013,7,24,16,21.90690943
2013,7,24,17,21.68919401
2013,7,24,18,21.69447976
2013,7,24,19,21.20955739
2013,7,24,20,20.92948805
2013,7,24,21,20.43804423
2013,7,24,22,20.34295118
2013,7,24,23,20.26347651
2013,7,25,0,19.96544149
2013,7,25,1,19.89692907
2013,7,25,2,19.78606745
2013,7,25,3,19.69647335
2013,7,25,4,19.56540304
2013,7,25,5,19.38624941
2013,7,25,6,19.33067842
2013,7,25,7,19.45133586
2013,7,25,8,19.54572449
2013,7,25,9,19.89030001
2013,7,25,10,20.21737943
2013,7,25,11,20.70503597
2013,7,25,12,21.36932635
2013,7,25,13,22.24070275
2013,7,25,14,22.53042441
2013,7,25,15,22.43175113
2013,7,25,16,22.1413221
2013,7,25,17,21.94784161
2013,7,25,18,21.67991272
2013,7,25,19,21.66172323
2013,7,25,20,21.02549197
2013,7,25,21,20.6334821
2013,7,25,22,20.62679324
2013,7,25,23,20.32268248
2013,7,26,0,20.66953928
2013,7,26,1,20.62272914
2013,7,26,2,20.47043491
2013,7,26,3,20.34625835
2013,7,26,4,20.15335315
2013,7,26,5,20.17851226
2013,7,26,6,20.06400892
2013,7,26,7,20.25713456
2013,7,26,8,19.9989551
2013,7,26,9,20.64141831
2013,7,26,10,20.92572977
2013,7,26,11,21.41934507
2013,7,26,12,22.1076807
2013,7,26,13,22.88669957
2013,7,26,14,23.49277751
