day,month,year,no3_mgNpl
8,12,2010,2.78465506
9,12,2010,2.79107198
10,12,2010,2.79897746
11,12,2010,2.75064672
12,12,2010,1.51665337
13,12,2010,2.42564704
14,12,2010,2.49030875
15,12,2010,2.53386586
16,12,2010,2.62734397
17,12,2010,2.67821311
18,12,2010,2.71862816
19,12,2010,2.73916562
20,12,2010,2.7527373
21,12,2010,2.78235702
22,12,2010,2.79551508
23,12,2010,2.80869747
24,12,2010,2.82478168
25,12,2010,2.82295089
26,12,2010,2.83854451
27,12,2010,2.85764158
28,12,2010,2.88670044
29,12,2010,2.9116086
30,12,2010,2.93004629
31,12,2010,2.93588685
1,1,2011,2.95995991
2,1,2011,2.93758604
3,1,2011,2.96401483
4,1,2011,2.98272365
5,1,2011,2.95826675
6,1,2011,2.98992546
7,1,2011,2.99358172
8,1,2011,3.00012833
9,1,2011,3.00819685
10,1,2011,3.02518481
11,1,2011,3.02451295
12,1,2011,3.01461477
13,1,2011,3.0147999
14,1,2011,3.02381763
15,1,2011,3.02919407
16,1,2011,3.0407741
17,1,2011,3.02996426
18,1,2011,3.03769381
19,1,2011,3.03938478
20,1,2011,3.04594996
21,1,2011,3.02781296
22,1,2011,3.04185417
23,1,2011,3.02619025
24,1,2011,3.03022839
25,1,2011,3.03646477
26,1,2011,3.0376786
27,1,2011,3.01638199
28,1,2011,3.03018821
29,1,2011,3.03079367
30,1,2011,3.03551335
31,1,2011,3.01649074
1,2,2011,3.02551373
2,2,2011,3.0237078
3,2,2011,3.01534448
4,2,2011,3.00196377
5,2,2011,2.65298855
6,2,2011,3.00730459
7,2,2011,2.99475553
8,2,2011,2.99355435
9,2,2011,2.98426291
10,2,2011,2.97413202
11,2,2011,2.97082273
12,2,2011,2.95061894
13,2,2011,2.95137516
14,2,2011,2.95434273
15,2,2011,2.94180586
16,2,2011,2.9520407
17,2,2011,2.91157832
18,2,2011,2.91503429
19,2,2011,2.91409901
20,2,2011,2.89508904
21,2,2011,2.89725023
22,2,2011,2.89623408
23,2,2011,2.79562493
24,2,2011,2.87178545
25,2,2011,1.81763911
26,2,2011,2.88690422
27,2,2011,2.87374202
28,2,2011,2.25914655
1,3,2011,2.86367737
2,3,2011,2.87368116
3,3,2011,2.84964526
4,3,2011,2.838946
5,3,2011,2.84111434
6,3,2011,1.59234708
7,3,2011,2.6270107
8,3,2011,2.68799904
9,3,2011,2.65260317
10,3,2011,1.47451953
11,3,2011,1.88345577
12,3,2011,1.95669859
13,3,2011,2.02891225
14,3,2011,2.14036418
15,3,2011,2.04873984
16,3,2011,1.66115251
17,3,2011,2.15925389
18,3,2011,2.16017334
19,3,2011,2.15857368
20,3,2011,2.17912511
21,3,2011,1.94827349
22,3,2011,2.05739679
23,3,2011,1.58521856
24,3,2011,1.99272666
25,3,2011,2.11373815
26,3,2011,2.1810478
27,3,2011,2.23000524
28,3,2011,2.29300715
29,3,2011,2.33141228
30,3,2011,2.15952175
31,3,2011,2.12300753
1,4,2011,2.18581329
2,4,2011,2.34496006
3,4,2011,2.34576289
4,4,2011,2.39232546
5,4,2011,1.80341858
6,4,2011,2.35086222
7,4,2011,2.39142485
8,4,2011,1.765739
9,4,2011,2.33112716
10,4,2011,2.3807297
11,4,2011,2.41772115
12,4,2011,1.7761186
13,4,2011,1.88428501
14,4,2011,2.31184354
15,4,2011,2.3307765
16,4,2011,1.52752305
17,4,2011,1.95827455
18,4,2011,2.06307036
19,4,2011,1.75437637
20,4,2011,2.15948781
21,4,2011,2.18694726
22,4,2011,2.011485
23,4,2011,2.01348254
24,4,2011,1.92026918
25,4,2011,2.17264079
26,4,2011,2.22368542
27,4,2011,1.86547064
28,4,2011,1.70547502
29,4,2011,2.11708638
30,4,2011,2.15743862
1,5,2011,2.16954925
2,5,2011,2.2547776
3,5,2011,2.24193422
4,5,2011,1.69959264
5,5,2011,2.23734653
6,5,2011,1.86963
7,5,2011,2.25991878
8,5,2011,2.3196073
9,5,2011,2.35658399
10,5,2011,2.38137347
11,5,2011,2.4028401
12,5,2011,2.40861557
13,5,2011,2.42339852
14,5,2011,2.09007619
15,5,2011,2.37833846
16,5,2011,2.37305295
17,5,2011,1.93163086
18,5,2011,1.99945073
19,5,2011,1.73893258
20,5,2011,2.34605566
21,5,2011,2.39903706
22,5,2011,2.41915954
23,5,2011,2.41521041
24,5,2011,2.40962239
25,5,2011,2.4228091
26,5,2011,2.41622393
27,5,2011,2.41668192
28,5,2011,2.415223
29,5,2011,2.41869894
30,5,2011,2.4085828
31,5,2011,2.4199388
1,6,2011,2.4108357
2,6,2011,2.41111624
3,6,2011,2.39655298
4,6,2011,2.41304321
5,6,2011,2.41724779
6,6,2011,2.38974703
7,6,2011,2.38581254
8,6,2011,2.37210552
9,6,2011,2.41358072
10,6,2011,2.35481403
11,6,2011,2.35726932
12,6,2011,1.94127005
13,6,2011,2.39085277
14,6,2011,2.36881386
15,6,2011,2.22336355
16,6,2011,2.32814758
17,6,2011,2.0877416
18,6,2011,2.40125532
19,6,2011,2.35219867
20,6,2011,2.41967963
21,6,2011,2.43919594
22,6,2011,2.31383588
23,6,2011,2.34861808
24,6,2011,2.25703526
25,6,2011,2.29053476
26,6,2011,2.14684318
27,6,2011,2.19757199
28,6,2011,2.18705027
29,6,2011,2.12480408
30,6,2011,2.19977602
1,7,2011,1.85973111
2,7,2011,1.82914967
3,7,2011,2.27515193
4,7,2011,1.85125801
5,7,2011,1.83132591
6,7,2011,1.62718947
7,7,2011,2.4708878
8,7,2011,1.74386212
9,7,2011,2.16861755
10,7,2011,2.04324312
11,7,2011,1.8356942
12,7,2011,2.18723391
13,7,2011,2.13419
14,7,2011,1.95697258
15,7,2011,1.95727369
16,7,2011,1.68237328
17,7,2011,1.82535998
18,7,2011,1.46618202
19,7,2011,2.17488176
20,7,2011,1.78815243
21,7,2011,1.96660507
22,7,2011,1.93258773
23,7,2011,2.27863225
24,7,2011,2.00989882
25,7,2011,1.23763778
26,7,2011,2.37604388
27,7,2011,2.42626579
28,7,2011,2.46046913
29,7,2011,2.49393241
30,7,2011,2.50717346
31,7,2011,2.50854404
1,8,2011,2.4309644
2,8,2011,2.50463892
3,8,2011,2.42655194
4,8,2011,2.51169059
5,8,2011,2.51996032
6,8,2011,1.30735835
7,8,2011,2.04910691
8,8,2011,2.46034927
9,8,2011,2.42468861
10,8,2011,2.53621583
11,8,2011,2.54180057
12,8,2011,2.52968757
13,8,2011,1.28322628
14,8,2011,1.43638838
15,8,2011,1.54010815
16,8,2011,2.30672082
17,8,2011,2.3858996
18,8,2011,2.44829869
19,8,2011,2.41714697
20,8,2011,2.50708052
21,8,2011,1.35704483
22,8,2011,2.36776599
23,8,2011,2.44441279
24,8,2011,2.45384561
25,8,2011,1.86453435
26,8,2011,2.50781997
27,8,2011,1.12252053
28,8,2011,1.14435364
29,8,2011,1.50907876
30,8,2011,1.61906811
31,8,2011,1.77141734
1,9,2011,1.89010672
2,9,2011,1.88647995
3,9,2011,1.94770834
4,9,2011,1.94006792
5,9,2011,1.13856276
6,9,2011,1.14616324
7,9,2011,1.03474673
8,9,2011,1.10814377
9,9,2011,1.1011886
10,9,2011,1.17502509
11,9,2011,1.11644933
12,9,2011,1.25226153
13,9,2011,1.30627661
14,9,2011,1.30028969
15,9,2011,1.29456976
16,9,2011,1.34940885
17,9,2011,1.32725816
18,9,2011,1.31303692
19,9,2011,1.26108978
20,9,2011,1.24657936
21,9,2011,1.29848749
22,9,2011,1.42075617
23,9,2011,1.12398179
24,9,2011,1.47388947
25,9,2011,1.57473446
26,9,2011,1.64198754
27,9,2011,1.71335361
28,9,2011,1.24511142
29,9,2011,1.71427929
30,9,2011,1.79072752
1,10,2011,1.74178259
2,10,2011,1.71380291
3,10,2011,1.8240293
4,10,2011,1.86843412
5,10,2011,1.89986236
6,10,2011,1.90752738
7,10,2011,2.02898384
8,10,2011,2.08316942
9,10,2011,2.16218404
10,10,2011,2.1313933
11,10,2011,2.14654413
12,10,2011,1.53593546
13,10,2011,1.53460714
14,10,2011,1.58141975
15,10,2011,2.05858173
16,10,2011,2.12426595
17,10,2011,2.21338738
18,10,2011,2.25883765
19,10,2011,1.24762883
20,10,2011,1.96968202
21,10,2011,2.07084435
22,10,2011,2.12019949
23,10,2011,2.18222342
24,10,2011,2.20314079
25,10,2011,2.26460916
26,10,2011,2.23694526
27,10,2011,1.94886329
28,10,2011,2.26387708
29,10,2011,1.29311171
30,10,2011,1.49274754
31,10,2011,1.92045135
1,11,2011,1.99138094
2,11,2011,2.07297258
3,11,2011,2.14483906
4,11,2011,2.19268003
5,11,2011,2.25389253
6,11,2011,2.2764153
7,11,2011,2.30255814
8,11,2011,2.33294928
9,11,2011,2.35106559
10,11,2011,2.22376971
11,11,2011,2.34292329
12,11,2011,2.3543091
13,11,2011,2.42692408
14,11,2011,2.45090781
15,11,2011,2.50891843
16,11,2011,1.46115032
17,11,2011,2.36959297
18,11,2011,2.4241464
19,11,2011,2.49887442
20,11,2011,2.50338689
21,11,2011,1.75424031
22,11,2011,1.37430969
23,11,2011,1.39962442
24,11,2011,1.62514646
25,11,2011,1.73241515
26,11,2011,1.84280551
27,11,2011,1.92789329
28,11,2011,1.98717123
29,11,2011,1.46706019
30,11,2011,1.96200352
1,12,2011,2.00265395
2,12,2011,2.03927585
3,12,2011,2.05082995
4,12,2011,2.05624188
5,12,2011,2.03154158
6,12,2011,1.82839273
7,12,2011,1.42454809
8,12,2011,1.71292007
9,12,2011,1.80482408
10,12,2011,1.87676171
11,12,2011,1.96919698
12,12,2011,2.02401371
13,12,2011,2.06409909
14,12,2011,2.12052417
15,12,2011,2.11573828
16,12,2011,2.15839666
17,12,2011,2.14720214
18,12,2011,2.184102
19,12,2011,2.16646937
20,12,2011,2.17435078
21,12,2011,2.16020639
22,12,2011,1.56286461
23,12,2011,1.54998678
24,12,2011,2.0098076
25,12,2011,2.06961786
26,12,2011,2.16902767
27,12,2011,1.62081914
28,12,2011,1.96278976
29,12,2011,2.11270686
30,12,2011,2.17049533
31,12,2011,2.22071399
1,1,2012,2.24066454
2,1,2012,2.28258464
3,1,2012,2.28744681
4,1,2012,2.2694456
5,1,2012,2.30443109
6,1,2012,2.3686648
7,1,2012,2.42919679
8,1,2012,2.4477973
9,1,2012,2.4267054
10,1,2012,2.52320483
11,1,2012,1.95688031
12,1,2012,1.68662423
13,1,2012,2.19192637
14,1,2012,2.37110713
15,1,2012,2.45214792
16,1,2012,2.43844662
17,1,2012,2.24684337
18,1,2012,2.55142644
19,1,2012,2.59077913
20,1,2012,2.60623938
21,1,2012,2.60399425
22,1,2012,2.66776296
23,1,2012,2.67748291
24,1,2012,2.69635218
25,1,2012,2.70005936
26,1,2012,2.71993123
27,1,2012,2.29738641
28,1,2012,2.75408115
29,1,2012,2.76971726
30,1,2012,2.81742579
31,1,2012,2.82856718
1,2,2012,2.86879147
2,2,2012,2.86518109
3,2,2012,2.89308313
4,2,2012,2.87414115
5,2,2012,2.45524132
6,2,2012,2.83855506
7,2,2012,2.88050851
8,2,2012,2.88305256
9,2,2012,2.85042279
10,2,2012,2.84775269
11,2,2012,2.90418055
12,2,2012,2.90875878
13,2,2012,2.90991605
14,2,2012,2.90576977
15,2,2012,2.92780115
16,2,2012,2.3873101
17,2,2012,2.87586435
18,2,2012,2.9050245
19,2,2012,2.9044977
20,2,2012,2.89976305
21,2,2012,2.9187698
22,2,2012,2.9243201
23,2,2012,2.92345486
24,2,2012,2.84586766
25,2,2012,2.91550831
26,2,2012,2.90766525
27,2,2012,2.90556484
28,2,2012,2.89442045
29,2,2012,1.61378504
1,3,2012,2.22933148
2,3,2012,2.21389385
3,3,2012,2.18848158
4,3,2012,2.54788331
5,3,2012,2.59815854
6,3,2012,2.64184875
7,3,2012,2.65488923
8,3,2012,2.67751854
9,3,2012,2.69393053
10,3,2012,2.69414447
11,3,2012,2.67454628
12,3,2012,2.70330644
13,3,2012,2.67136421
14,3,2012,2.69041541
15,3,2012,2.69425777
16,3,2012,2.73475136
17,3,2012,2.73795695
18,3,2012,2.75067421
19,3,2012,2.75494085
20,3,2012,2.75216881
21,3,2012,2.75605878
22,3,2012,2.74428978
23,3,2012,2.74394169
24,3,2012,2.31033717
25,3,2012,2.74194593
26,3,2012,2.73314576
27,3,2012,2.71675941
28,3,2012,2.68990261
29,3,2012,2.70895415
30,3,2012,2.70001584
31,3,2012,2.69954543
1,4,2012,2.64907231
2,4,2012,2.6820822
3,4,2012,2.68027379
4,4,2012,2.6686357
5,4,2012,2.65448601
6,4,2012,2.65923015
7,4,2012,2.6344971
8,4,2012,2.64042602
9,4,2012,2.61957267
10,4,2012,2.61725709
11,4,2012,2.60673155
12,4,2012,2.596395
13,4,2012,2.59649139
14,4,2012,2.57489169
15,4,2012,2.57277304
16,4,2012,2.55475766
17,4,2012,2.55929315
18,4,2012,2.53918725
19,4,2012,2.54135877
20,4,2012,2.53804979
21,4,2012,2.5390082
22,4,2012,1.50027295
23,4,2012,2.51821482
24,4,2012,2.54714447
25,4,2012,2.53215708
26,4,2012,2.43976765
27,4,2012,2.53640163
28,4,2012,2.51046252
29,4,2012,2.51985678
30,4,2012,2.51954112
1,5,2012,2.51247589
2,5,2012,2.20957049
3,5,2012,2.42580987
4,5,2012,2.49760611
5,5,2012,2.49573002
6,5,2012,2.49475231
7,5,2012,2.48962066
8,5,2012,1.91966519
9,5,2012,1.65542437
10,5,2012,2.45797082
11,5,2012,2.4646868
12,5,2012,2.46875626
13,5,2012,2.46869737
14,5,2012,1.83473801
15,5,2012,1.49576054
16,5,2012,2.38595915
17,5,2012,2.41531835
18,5,2012,2.44467166
19,5,2012,2.45445775
20,5,2012,2.45075948
21,5,2012,1.50272141
22,5,2012,2.40569108
23,5,2012,2.41744182
24,5,2012,2.42403475
25,5,2012,2.43846945
26,5,2012,2.44413134
27,5,2012,2.26960288
28,5,2012,2.44084277
29,5,2012,1.63680207
30,5,2012,2.39876311
31,5,2012,2.4274487
1,6,2012,1.31095093
2,6,2012,2.09791599
3,6,2012,2.13827296
4,6,2012,2.04921595
5,6,2012,2.27884413
6,6,2012,2.33960169
7,6,2012,2.32760749
8,6,2012,2.39303247
9,6,2012,2.38200893
10,6,2012,2.40548083
11,6,2012,2.40776186
12,6,2012,1.51597532
13,6,2012,2.35727135
14,6,2012,2.37256272
15,6,2012,2.40360623
16,6,2012,2.42143275
17,6,2012,2.44644505
18,6,2012,2.41679883
19,6,2012,2.46953046
20,6,2012,2.46239487
21,6,2012,2.47390904
22,6,2012,2.48262148
23,6,2012,2.49401205
24,6,2012,2.4911042
25,6,2012,2.51078361
26,6,2012,2.50223156
27,6,2012,2.49409315
28,6,2012,2.47454588
29,6,2012,1.54906732
30,6,2012,2.51102401
1,7,2012,2.50546404
2,7,2012,2.35139631
3,7,2012,2.51513032
4,7,2012,2.52909925
5,7,2012,2.50755774
6,7,2012,2.53429842
7,7,2012,2.52918359
8,7,2012,2.53993004
9,7,2012,1.70885608
10,7,2012,2.53843039
11,7,2012,2.54611612
12,7,2012,2.53955142
13,7,2012,2.54141103
14,7,2012,2.46805742
15,7,2012,2.2683427
16,7,2012,2.54931993
17,7,2012,2.56393023
18,7,2012,2.55729008
19,7,2012,1.70040672
20,7,2012,2.52027681
21,7,2012,1.26366514
22,7,2012,2.33241147
23,7,2012,2.4308222
24,7,2012,2.47977634
25,7,2012,2.51939085
26,7,2012,1.41707487
27,7,2012,2.48065738
28,7,2012,2.50378901
29,7,2012,2.52255871
30,7,2012,2.53407529
31,7,2012,2.56827836
1,8,2012,2.5383217
2,8,2012,2.55592543
3,8,2012,2.53632236
4,8,2012,2.5690991
5,8,2012,1.28325449
6,8,2012,2.50044538
7,8,2012,2.54593499
8,8,2012,2.57815333
9,8,2012,2.57800879
10,8,2012,1.32779955
11,8,2012,2.08044496
12,8,2012,2.48929886
13,8,2012,2.51212548
14,8,2012,1.12992008
15,8,2012,1.93591861
16,8,2012,2.07071781
17,8,2012,1.79586732
18,8,2012,2.03278536
19,8,2012,2.17796065
20,8,2012,1.71366327
21,8,2012,2.18219103
22,8,2012,2.24076873
23,8,2012,2.22712695
24,8,2012,2.34896584
25,8,2012,2.33100567
26,8,2012,1.02321452
27,8,2012,1.47255675
28,8,2012,1.52719221
29,8,2012,1.64219026
30,8,2012,1.75127775
31,8,2012,1.8492916
1,9,2012,1.47019758
2,9,2012,1.82118547
3,9,2012,1.42451998
4,9,2012,1.79863267
5,9,2012,1.83947989
6,9,2012,1.82591854
7,9,2012,1.86707863
8,9,2012,1.36935592
9,9,2012,1.85253823
10,9,2012,1.92700494
11,9,2012,2.05366314
12,9,2012,2.10750224
13,9,2012,2.19205532
14,9,2012,2.21075108
15,9,2012,2.26839788
16,9,2012,2.28012291
17,9,2012,2.27221973
18,9,2012,1.15372025
19,9,2012,2.10105608
20,9,2012,2.21230776
21,9,2012,2.30237408
22,9,2012,2.31433155
23,9,2012,2.39715141
24,9,2012,2.35347413
25,9,2012,2.52636992
26,9,2012,2.47129835
27,9,2012,1.63697076
28,9,2012,2.38986586
29,9,2012,2.47583116
30,9,2012,2.35274566
1,10,2012,2.44041472
2,10,2012,1.12434237
3,10,2012,1.23769515
4,10,2012,1.80393845
5,10,2012,1.92065067
6,10,2012,2.07546392
7,10,2012,1.95064294
8,10,2012,2.13825137
9,10,2012,2.1739017
10,10,2012,2.20601566
11,10,2012,2.15033967
12,10,2012,2.30755085
13,10,2012,2.2960408
14,10,2012,2.30742192
15,10,2012,1.43631739
16,10,2012,2.22220616
17,10,2012,2.30066165
18,10,2012,1.60352732
19,10,2012,1.17807548
20,10,2012,1.73279865
21,10,2012,1.81263677
22,10,2012,1.89478952
23,10,2012,2.01021377
24,10,2012,2.08023107
25,10,2012,2.09510862
26,10,2012,2.1457027
27,10,2012,2.11084435
28,10,2012,1.87164421
29,10,2012,1.1234459
30,10,2012,1.17951259
31,10,2012,1.24849642
1,11,2012,1.27252124
2,11,2012,1.35484725
3,11,2012,1.3564553
4,11,2012,1.4199895
5,11,2012,1.45923596
6,11,2012,1.44482007
7,11,2012,1.45767642
8,11,2012,1.500052
9,11,2012,1.46427139
10,11,2012,1.42788942
11,11,2012,1.4133083
12,11,2012,1.46217156
13,11,2012,1.32085874
14,11,2012,1.64734228
15,11,2012,1.74113349
16,11,2012,1.80193216
17,11,2012,1.84917067
18,11,2012,1.89761992
19,11,2012,1.9447309
20,11,2012,1.98647159
21,11,2012,2.01456647
22,11,2012,2.05797083
23,11,2012,2.08245175
24,11,2012,2.09966435
25,11,2012,2.11590636
26,11,2012,2.16394747
27,11,2012,1.89121323
28,11,2012,2.17686367
29,11,2012,2.23312988
30,11,2012,2.28058697
1,12,2012,2.30512154
2,12,2012,2.33322953
3,12,2012,2.39015353
4,12,2012,2.36548626
5,12,2012,2.46727315
6,12,2012,2.45875469
7,12,2012,2.45121501
8,12,2012,2.48412819
9,12,2012,1.81885052
10,12,2012,2.39945396
11,12,2012,2.47978619
12,12,2012,2.53636322
13,12,2012,2.54206014
14,12,2012,2.63309161
15,12,2012,2.62813076
16,12,2012,2.65143504
17,12,2012,2.47437789
18,12,2012,2.68622857
19,12,2012,2.70036121
20,12,2012,1.63295375
21,12,2012,1.53930935
22,12,2012,2.19500125
23,12,2012,2.30490538
24,12,2012,2.39257899
25,12,2012,2.00984828
26,12,2012,1.54985398
27,12,2012,1.85979127
28,12,2012,2.14226658
29,12,2012,2.22194693
30,12,2012,2.3370376
31,12,2012,2.39390539
1,1,2013,2.42780847
2,1,2013,2.43396561
3,1,2013,2.45039757
4,1,2013,2.50284801
5,1,2013,2.54733625
6,1,2013,2.5995292
7,1,2013,2.60301268
8,1,2013,2.61962937
9,1,2013,2.66991146
10,1,2013,2.73727276
11,1,2013,2.21952637
12,1,2013,2.73226616
13,1,2013,2.79842698
14,1,2013,2.23820326
15,1,2013,1.75092504
16,1,2013,1.63944437
17,1,2013,2.22830963
18,1,2013,2.37078654
19,1,2013,2.45956611
20,1,2013,2.56716064
21,1,2013,2.61437534
22,1,2013,2.67400337
23,1,2013,2.68801026
24,1,2013,2.69428178
25,1,2013,2.72689411
26,1,2013,2.7485134
27,1,2013,2.72096571
28,1,2013,2.5732184
29,1,2013,2.73064784
30,1,2013,1.63617646
31,1,2013,1.63041588
1,2,2013,1.82110847
2,2,2013,1.9473403
3,2,2013,2.03569769
4,2,2013,2.11972194
5,2,2013,2.16931161
6,2,2013,2.21122526
7,2,2013,2.21964066
8,2,2013,2.11965083
9,2,2013,2.25132021
10,2,2013,2.23193616
11,2,2013,1.77473357
12,2,2013,2.04747601
13,2,2013,2.18183133
14,2,2013,1.97928927
15,2,2013,2.05338785
16,2,2013,2.16958007
17,2,2013,2.33331933
18,2,2013,2.4125138
19,2,2013,2.2575854
20,2,2013,2.45378119
21,2,2013,2.48779151
22,2,2013,2.51916363
23,2,2013,2.45835613
24,2,2013,2.48496958
25,2,2013,2.55906917
26,2,2013,1.78668641
27,2,2013,2.08466148
28,2,2013,2.43109747
1,3,2013,2.50579388
2,3,2013,2.55952119
3,3,2013,2.59197376
4,3,2013,2.63446878
5,3,2013,2.66255608
6,3,2013,1.64930645
7,3,2013,2.22193147
8,3,2013,2.41362291
9,3,2013,2.46956318
10,3,2013,2.52152922
11,3,2013,2.53435079
12,3,2013,1.61304394
13,3,2013,2.15521124
14,3,2013,2.25967684
15,3,2013,2.33293169
16,3,2013,2.40679218
17,3,2013,2.43280398
18,3,2013,1.83815223
19,3,2013,2.38420704
20,3,2013,2.41615514
21,3,2013,2.43328892
22,3,2013,2.45824531
23,3,2013,2.50109989
24,3,2013,2.51394849
25,3,2013,2.49979853
26,3,2013,2.52492999
27,3,2013,2.54702288
28,3,2013,2.5762318
29,3,2013,2.54815421
30,3,2013,2.61633674
31,3,2013,2.60038713
1,4,2013,2.63049857
2,4,2013,2.61506446
3,4,2013,2.65395356
4,4,2013,2.63771343
5,4,2013,2.64617409
6,4,2013,2.65555516
7,4,2013,2.6358136
8,4,2013,2.65653777
9,4,2013,2.6467449
10,4,2013,2.64887128
11,4,2013,2.64178016
12,4,2013,1.85521444
13,4,2013,2.60116963
14,4,2013,2.60806684
15,4,2013,2.6142121
16,4,2013,2.60700967
17,4,2013,2.60741799
18,4,2013,2.38023336
19,4,2013,1.48041322
20,4,2013,2.29016046
21,4,2013,2.34383791
22,4,2013,2.40314816
23,4,2013,2.46172736
24,4,2013,2.4898611
25,4,2013,2.48591928
26,4,2013,2.50489021
27,4,2013,2.49489443
28,4,2013,2.50981556
29,4,2013,2.08098892
30,4,2013,2.17260231
1,5,2013,2.46435797
2,5,2013,2.43842163
3,5,2013,2.4706852
4,5,2013,2.48183111
5,5,2013,2.5029828
6,5,2013,2.49852059
7,5,2013,1.78850824
8,5,2013,2.4871914
9,5,2013,2.50058249
10,5,2013,1.64043188
11,5,2013,2.07392317
12,5,2013,2.45472482
13,5,2013,2.47183724
14,5,2013,2.48748377
15,5,2013,2.49302873
16,5,2013,2.48075069
17,5,2013,2.48329275
18,5,2013,2.48768763
19,5,2013,2.48307365
20,5,2013,2.47288646
21,5,2013,2.48021963
22,5,2013,2.48498147
23,5,2013,1.36255611
24,5,2013,2.28343887
25,5,2013,2.41791149
26,5,2013,2.44724333
27,5,2013,2.47178328
28,5,2013,2.46216871
29,5,2013,2.4736762
30,5,2013,2.47975696
31,5,2013,2.48493249
1,6,2013,2.48785382
2,6,2013,1.99515448
3,6,2013,1.90132653
4,6,2013,2.47678351
5,6,2013,2.47425467
6,6,2013,1.75947455
7,6,2013,1.31421484
8,6,2013,2.1213586
9,6,2013,2.24475734
10,6,2013,1.28530431
11,6,2013,1.85571071
12,6,2013,1.97172049
13,6,2013,1.76335495
14,6,2013,2.02006361
15,6,2013,2.12960391
16,6,2013,2.07518141
17,6,2013,2.10462832
18,6,2013,2.06176932
19,6,2013,2.05223545
20,6,2013,2.13964157
21,6,2013,2.16046836
22,6,2013,2.20340998
23,6,2013,2.17322006
24,6,2013,2.23656173
25,6,2013,1.83870662
26,6,2013,2.19350048
27,6,2013,1.47769048
28,6,2013,2.23075556
29,6,2013,2.29774441
30,6,2013,1.39532465
1,7,2013,1.6041201
2,7,2013,2.08836206
3,7,2013,1.90852282
4,7,2013,2.24937882
5,7,2013,2.28243974
6,7,2013,2.340668
7,7,2013,2.32309788
8,7,2013,2.32359618
9,7,2013,2.31117119
10,7,2013,2.32590609
11,7,2013,2.31091846
12,7,2013,1.44674032
13,7,2013,2.11672196
14,7,2013,2.22505102
15,7,2013,2.2870431
16,7,2013,2.30683955
17,7,2013,2.40528246
18,7,2013,2.42051554
19,7,2013,2.45504375
20,7,2013,2.45454702
21,7,2013,2.47997889
22,7,2013,1.61111947
23,7,2013,2.35416746
24,7,2013,2.44836858
25,7,2013,2.45083128
26,7,2013,2.49687005
27,7,2013,1.39194973
28,7,2013,2.32557152
29,7,2013,2.40112071
30,7,2013,2.46069844
31,7,2013,2.45892441
1,8,2013,2.12518011
2,8,2013,2.54456886
3,8,2013,2.35814551
4,8,2013,2.54729004
5,8,2013,2.56045258
6,8,2013,2.36802972
7,8,2013,1.22213644
8,8,2013,1.58689837
9,8,2013,1.61118293
10,8,2013,2.17312977
11,8,2013,2.25989856
12,8,2013,2.36157176
13,8,2013,1.86794847
14,8,2013,2.41508826
15,8,2013,2.44177871
16,8,2013,2.49173869
17,8,2013,2.50450452
18,8,2013,2.50155404
19,8,2013,2.50507173
20,8,2013,2.49608601
21,8,2013,2.5214777
22,8,2013,2.53268441
23,8,2013,2.5557827
24,8,2013,2.62202099
25,8,2013,2.63562304
26,8,2013,2.69778918
27,8,2013,2.68348954
28,8,2013,2.69822635
29,8,2013,2.69951577
30,8,2013,2.6750059
31,8,2013,2.73130872
1,9,2013,2.71292938
2,9,2013,2.7315644
3,9,2013,2.74386275
4,9,2013,2.7026077
5,9,2013,2.72174228
6,9,2013,2.68426794
7,9,2013,2.74610863
8,9,2013,2.72214019
9,9,2013,2.70775299
10,9,2013,2.68560816
11,9,2013,2.70019443
12,9,2013,1.52953652
13,9,2013,2.77631228
14,9,2013,2.7685005
15,9,2013,2.77355124
16,9,2013,2.77989754
17,9,2013,2.71170607
18,9,2013,2.76653288
19,9,2013,2.68387169
20,9,2013,2.76264256
21,9,2013,1.28444776
22,9,2013,2.82560878
23,9,2013,2.81582599
24,9,2013,2.80238354
25,9,2013,2.80558217
26,9,2013,2.80136063
27,9,2013,2.81267793
28,9,2013,2.7938825
29,9,2013,2.78205362
30,9,2013,2.79279735
1,10,2013,2.76190729
2,10,2013,2.80454062
3,10,2013,2.81758765
4,10,2013,2.81090472
5,10,2013,2.76940179
6,10,2013,2.79444185
7,10,2013,1.17782794
8,10,2013,2.88988055
9,10,2013,2.88354155
10,10,2013,1.12013301
11,10,2013,1.05688278
12,10,2013,1.46155244
13,10,2013,1.5107304
14,10,2013,1.79130421
15,10,2013,1.9189985
16,10,2013,1.97539699
17,10,2013,2.00446285
18,10,2013,2.07631523
19,10,2013,2.00208337
20,10,2013,2.06340643
21,10,2013,2.07228024
22,10,2013,2.06920548
23,10,2013,2.01667456
24,10,2013,2.02871713
25,10,2013,2.08937628
26,10,2013,2.23883003
27,10,2013,2.32422357
28,10,2013,2.42935635
29,10,2013,2.47248099
30,10,2013,2.45386277
31,10,2013,2.53189335
1,11,2013,1.56455177
2,11,2013,2.50915152
3,11,2013,2.53130317
4,11,2013,2.59740069
5,11,2013,2.62300862
6,11,2013,2.68410281
7,11,2013,2.63272428
8,11,2013,2.7140914
9,11,2013,2.70235348
10,11,2013,2.75412842
11,11,2013,2.74632789
12,11,2013,2.78365279
13,11,2013,2.76998831
14,11,2013,2.81377102
15,11,2013,2.80497119
16,11,2013,2.61492047
17,11,2013,2.83546547
