day,month,year,no3_mgNpl
29,10,2016,3.02543671
30,10,2016,2.93493988
31,10,2016,3.05768416
1,11,2016,3.03189264
2,11,2016,3.05843544
3,11,2016,3.04960503
4,11,2016,3.05889904
5,11,2016,3.03292108
6,11,2016,3.0899787
7,11,2016,3.08185537
8,11,2016,3.10344815
9,11,2016,2.25126036
10,11,2016,3.07713508
11,11,2016,3.08482559
12,11,2016,3.11397899
13,11,2016,3.0893705
14,11,2016,3.10998232
15,11,2016,3.13931087
16,11,2016,3.15066912
17,11,2016,3.14802099
18,11,2016,3.13582239
19,11,2016,3.00035475
20,11,2016,3.1583173
21,11,2016,3.14388579
22,11,2016,3.14821582
23,11,2016,3.14235211
24,11,2016,3.18918882
25,11,2016,3.19894706
26,11,2016,3.17701187
27,11,2016,3.19671641
28,11,2016,3.21438176
29,11,2016,1.54049717
30,11,2016,1.37209924
1,12,2016,2.46735421
2,12,2016,2.56169807
3,12,2016,2.60432706
4,12,2016,2.83822621
5,12,2016,2.21296276
6,12,2016,1.44730335
7,12,2016,2.54644329
8,12,2016,2.62785641
9,12,2016,2.67390496
10,12,2016,2.73928499
11,12,2016,2.83431619
12,12,2016,2.18496508
13,12,2016,2.73710615
14,12,2016,2.78807064
15,12,2016,2.87541351
16,12,2016,2.93739617
17,12,2016,3.01516998
18,12,2016,1.92249485
19,12,2016,2.968015
20,12,2016,3.02992855
21,12,2016,3.05871071
22,12,2016,3.15821772
23,12,2016,3.14936802
24,12,2016,1.90729629
25,12,2016,3.06540234
26,12,2016,3.11311813
27,12,2016,3.14929348
28,12,2016,3.18135531
29,12,2016,2.57234531
30,12,2016,3.16789676
31,12,2016,3.17408311
1,1,2017,3.20001921
2,1,2017,2.25122028
3,1,2017,1.57873109
4,1,2017,2.56034087
5,1,2017,2.67668585
6,1,2017,2.69477718
7,1,2017,2.8796248
8,1,2017,2.92768976
9,1,2017,2.97619562
10,1,2017,2.79206551
11,1,2017,2.27322445
12,1,2017,2.35943396
13,1,2017,2.89888747
14,1,2017,2.93173455
15,1,2017,2.9360977
16,1,2017,2.95215753
17,1,2017,2.47816815
18,1,2017,2.98508254
19,1,2017,3.01362937
20,1,2017,2.94382254
21,1,2017,3.06945872
22,1,2017,2.76616562
23,1,2017,1.65410922
24,1,2017,2.63311519
25,1,2017,2.74597233
26,1,2017,2.72844406
27,1,2017,2.88885433
28,1,2017,2.9081726
29,1,2017,2.96939562
30,1,2017,2.95296968
31,1,2017,2.98385064
1,2,2017,2.95795234
2,2,2017,2.99417827
3,2,2017,2.97962813
4,2,2017,3.00170756
5,2,2017,2.9793688
6,2,2017,2.99988221
7,2,2017,2.99267485
8,2,2017,3.03655026
9,2,2017,2.29451797
10,2,2017,2.99318526
11,2,2017,3.02056766
12,2,2017,2.24503856
13,2,2017,3.00461298
14,2,2017,3.02593218
15,2,2017,3.01298765
16,2,2017,3.02772774
17,2,2017,3.02526362
18,2,2017,3.01926049
19,2,2017,3.00076192
20,2,2017,2.98404358
21,2,2017,3.01826818
22,2,2017,2.98004217
23,2,2017,2.96140925
24,2,2017,2.97661147
25,2,2017,2.94523324
26,2,2017,2.96459858
27,2,2017,2.95199132
28,2,2017,2.58799309
1,3,2017,2.95225252
2,3,2017,2.93705076
3,3,2017,2.92201452
4,3,2017,2.88263818
5,3,2017,2.88867066
6,3,2017,2.85609354
7,3,2017,2.89095658
8,3,2017,2.85790486
9,3,2017,2.85318955
10,3,2017,2.6568527
11,3,2017,2.83915748
12,3,2017,2.84479383
13,3,2017,2.81949321
14,3,2017,2.80314431
15,3,2017,2.79001762
16,3,2017,2.77873192
17,3,2017,2.76756812
18,3,2017,2.72109043
19,3,2017,2.75847117
20,3,2017,2.73596446
21,3,2017,2.7003732
22,3,2017,2.68912039
23,3,2017,2.71761872
24,3,2017,2.7011558
25,3,2017,2.65869639
26,3,2017,2.60540444
27,3,2017,2.67199902
28,3,2017,2.76484769
29,3,2017,2.60122795
30,3,2017,2.6172636
31,3,2017,1.57570062
1,4,2017,2.64074059
2,4,2017,2.67597386
3,4,2017,2.54765624
4,4,2017,2.71256709
5,4,2017,2.71224424
6,4,2017,1.30617653
7,4,2017,1.97222598
8,4,2017,2.01557769
9,4,2017,2.07280028
10,4,2017,2.22272497
11,4,2017,2.24657679
12,4,2017,2.26183712
13,4,2017,2.2611581
14,4,2017,2.26559852
15,4,2017,2.27510986
16,4,2017,2.29277677
17,4,2017,2.05565985
18,4,2017,2.26528209
19,4,2017,2.24137523
20,4,2017,1.53342109
21,4,2017,2.19388894
22,4,2017,1.99278226
23,4,2017,2.28422293
24,4,2017,2.2821123
25,4,2017,1.65498484
26,4,2017,2.25553948
27,4,2017,2.31954323
28,4,2017,2.3742509
29,4,2017,2.38243697
30,4,2017,2.419491
1,5,2017,2.4007414
2,5,2017,2.43316385
3,5,2017,2.41315212
4,5,2017,2.34360032
5,5,2017,1.27311704
6,5,2017,1.95190016
7,5,2017,2.0345104
8,5,2017,2.10714515
9,5,2017,2.2172725
10,5,2017,2.36523563
11,5,2017,1.62558961
12,5,2017,2.2273891
13,5,2017,1.59039219
14,5,2017,2.15099657
15,5,2017,2.25816541
16,5,2017,2.2886514
17,5,2017,2.37378952
18,5,2017,2.35727631
19,5,2017,2.37537051
20,5,2017,2.43099438
21,5,2017,2.46895223
22,5,2017,1.75954611
23,5,2017,2.32291876
24,5,2017,2.1648628
25,5,2017,1.15774517
26,5,2017,1.8691873
27,5,2017,1.95418129
28,5,2017,2.0268954
29,5,2017,2.17772666
30,5,2017,2.18003786
31,5,2017,2.24061077
1,6,2017,2.3334215
2,6,2017,2.35098568
3,6,2017,2.43131903
4,6,2017,2.45934796
5,6,2017,2.3851368
6,6,2017,2.35740999
7,6,2017,2.32704473
8,6,2017,2.35976656
9,6,2017,2.46712118
10,6,2017,2.51194212
11,6,2017,2.57066787
12,6,2017,2.59980374
13,6,2017,2.60781813
14,6,2017,2.61207094
15,6,2017,2.63537775
16,6,2017,2.6423827
17,6,2017,2.64568229
18,6,2017,2.65438207
19,6,2017,2.64895386
20,6,2017,2.57447138
21,6,2017,2.38575869
22,6,2017,2.67503843
23,6,2017,2.66999815
24,6,2017,1.9368881
25,6,2017,2.68217537
26,6,2017,2.68060225
27,6,2017,2.69416274
28,6,2017,2.67969103
29,6,2017,2.679582
30,6,2017,2.6615045
1,7,2017,2.24160994
2,7,2017,2.69529245
3,7,2017,2.70559848
4,7,2017,2.72082581
5,7,2017,2.67606003
6,7,2017,1.21282041
7,7,2017,2.58720952
8,7,2017,2.70154453
9,7,2017,2.70934356
10,7,2017,2.71137598
11,7,2017,2.72260293
12,7,2017,2.74205494
13,7,2017,2.72325597
14,7,2017,2.73322346
15,7,2017,2.54326486
16,7,2017,2.70696402
17,7,2017,1.95125534
18,7,2017,1.72154546
19,7,2017,2.71361144
20,7,2017,2.7282644
21,7,2017,2.73513041
22,7,2017,2.49142641
23,7,2017,1.42833278
24,7,2017,2.60840333
25,7,2017,2.73912093
26,7,2017,2.74387716
27,7,2017,2.7740213
28,7,2017,1.09895104
29,7,2017,1.68971426
30,7,2017,2.52268157
31,7,2017,2.60130408
1,8,2017,2.37782993
2,8,2017,2.2575652
3,8,2017,2.6271033
4,8,2017,2.18577659
5,8,2017,2.55257288
6,8,2017,2.65438138
7,8,2017,1.7402702
8,8,2017,2.65948669
9,8,2017,2.70390692
10,8,2017,2.71788298
11,8,2017,2.07733986
12,8,2017,1.70052282
13,8,2017,2.70098833
14,8,2017,2.70462402
15,8,2017,1.17009685
16,8,2017,2.34473036
17,8,2017,2.52311806
18,8,2017,1.46873984
19,8,2017,2.31417443
20,8,2017,2.61479821
21,8,2017,2.63554634
22,8,2017,2.56111076
23,8,2017,2.6518377
24,8,2017,2.65176082
25,8,2017,2.63993006
26,8,2017,2.7134701
27,8,2017,2.67186914
28,8,2017,2.73546136
29,8,2017,1.29940991
30,8,2017,2.63148332
31,8,2017,2.70447492
1,9,2017,2.72892054
2,9,2017,1.18027629
3,9,2017,2.45447438
4,9,2017,2.6313516
5,9,2017,1.17396339
6,9,2017,1.23567094
7,9,2017,2.05767494
8,9,2017,2.20483171
9,9,2017,2.34842263
10,9,2017,2.42582892
11,9,2017,2.52835312
12,9,2017,2.54449763
13,9,2017,2.54727434
14,9,2017,2.51928593
15,9,2017,2.58544474
16,9,2017,2.52665168
17,9,2017,2.65795058
18,9,2017,2.62387427
19,9,2017,2.67610159
20,9,2017,2.71787896
21,9,2017,2.79147162
22,9,2017,2.80455345
23,9,2017,2.87341553
24,9,2017,2.865713
25,9,2017,2.89399661
26,9,2017,2.90970686
27,9,2017,2.90950164
28,9,2017,2.91594896
29,9,2017,2.92542087
30,9,2017,2.89374911
1,10,2017,2.91085128
2,10,2017,2.94530507
3,10,2017,2.9126057
4,10,2017,2.89844978
5,10,2017,2.86818263
6,10,2017,2.88700857
7,10,2017,2.82483818
8,10,2017,2.93488357
9,10,2017,1.1350111
10,10,2017,2.97062192
11,10,2017,1.43055958
12,10,2017,2.04561469
13,10,2017,2.90690673
14,10,2017,2.92399273
15,10,2017,2.95132143
16,10,2017,2.95254116
17,10,2017,2.9867308
18,10,2017,2.9808118
19,10,2017,2.98006496
20,10,2017,2.96987599
21,10,2017,3.0169247
22,10,2017,2.98014181
23,10,2017,2.72379559
24,10,2017,2.98526109
25,10,2017,3.0210505
26,10,2017,3.00696297
27,10,2017,3.01262006
28,10,2017,3.02358317
29,10,2017,1.14828504
30,10,2017,1.98400404
31,10,2017,2.80442449
1,11,2017,2.82009389
2,11,2017,2.9183707
3,11,2017,2.93337766
4,11,2017,1.85185599
5,11,2017,2.06448067
6,11,2017,2.87942781
7,11,2017,1.19842634
8,11,2017,2.25731274
9,11,2017,2.33086511
10,11,2017,2.43934263
11,11,2017,2.49051969
12,11,2017,2.55651794
13,11,2017,2.25788176
14,11,2017,2.66830904
15,11,2017,2.70674802
16,11,2017,2.72942752
17,11,2017,2.72934182
18,11,2017,2.7848331
19,11,2017,2.24056788
20,11,2017,2.81147694
21,11,2017,2.7989069
22,11,2017,2.90363898
23,11,2017,2.91440465
24,11,2017,2.97960148
25,11,2017,2.986886
26,11,2017,3.03017091
27,11,2017,3.03235293
28,11,2017,3.07199633
29,11,2017,3.08294967
30,11,2017,3.08951022
