year,month,day,hour,PARps
2012,9,1,7,320.265931
2012,9,1,8,140.660396
2012,9,1,9,149.675272
2012,9,1,10,134.612412
2012,9,1,11,157.752208
2012,9,1,12,152.914133
2012,9,1,13,140.352789
2012,9,1,14,128.060599
2012,9,1,15,95.1106038
2012,9,1,16,69.6002872
2012,9,1,17,30.8624225
2012,9,1,18,3.73355513
2012,9,1,19,0
2012,9,1,20,0
2012,9,1,21,0
2012,9,1,22,0
2012,9,1,23,0
2012,9,2,0,0
2012,9,2,1,0
2012,9,2,2,0
2012,9,2,3,0
2012,9,2,4,0
2012,9,2,5,1.72104325
2012,9,2,6,38.9610574
2012,9,2,7,150.355746
2012,9,2,8,64.5785116
2012,9,2,9,67.2449102
2012,9,2,10,64.0664417
2012,9,2,11,75.484995
2012,9,2,12,73.1992821
2012,9,2,13,64.3642898
2012,9,2,14,60.9988768
2012,9,2,15,44.424707
2012,9,2,16,30.3630197
2012,9,2,17,13.3364167
2012,9,2,18,1.76655444
2012,9,2,19,0
2012,9,2,20,0
2012,9,2,21,0
2012,9,2,22,0
2012,9,2,23,0
2012,9,3,0,0
2012,9,3,1,0
2012,9,3,2,0
2012,9,3,3,0
2012,9,3,4,0
2012,9,3,5,1.60298988
2012,9,3,6,37.9766824
2012,9,3,7,151.598555
2012,9,3,8,65.3198008
2012,9,3,9,65.8378797
2012,9,3,10,60.5566937
2012,9,3,11,77.4873141
2012,9,3,12,72.2525153
2012,9,3,13,61.1730477
2012,9,3,14,56.8160043
2012,9,3,15,44.5303237
2012,9,3,16,30.9066898
2012,9,3,17,13.6314121
2012,9,3,18,1.75606205
2012,9,3,19,0
2012,9,3,20,0
2012,9,3,21,0
2012,9,3,22,0
2012,9,3,23,0
2012,9,4,0,0
2012,9,4,1,0
2012,9,4,2,0
2012,9,4,3,0
2012,9,4,4,0
2012,9,4,5,1.86171843
2012,9,4,6,38.6753499
2012,9,4,7,152.350298
2012,9,4,8,72.2586586
2012,9,4,9,69.1431959
2012,9,4,10,69.9953326
2012,9,4,11,78.1259055
2012,9,4,12,77.5991292
2012,9,4,13,65.6510304
2012,9,4,14,58.3571604
2012,9,4,15,46.8119718
2012,9,4,16,30.6465525
2012,9,4,17,14.896723
2012,9,4,18,1.74308584
2012,9,4,19,0
2012,9,4,20,0
2012,9,4,21,0
2012,9,4,22,0
2012,9,4,23,0
2012,9,5,0,0
2012,9,5,1,0
2012,9,5,2,0
2012,9,5,3,0
2012,9,5,4,0
2012,9,5,5,2.02864614
2012,9,5,6,45.0767823
2012,9,5,7,167.03906
2012,9,5,8,76.0419773
2012,9,5,9,75.0472658
2012,9,5,10,70.6469027
2012,9,5,11,84.3919927
2012,9,5,12,81.8093924
2012,9,5,13,73.2441302
2012,9,5,14,66.4490465
2012,9,5,15,49.4384438
2012,9,5,16,33.6097647
2012,9,5,17,14.8788069
2012,9,5,18,1.94733553
2012,9,5,19,0
2012,9,5,20,0
2012,9,5,21,0
2012,9,5,22,0
2012,9,5,23,0
2012,9,6,0,0
2012,9,6,1,0
2012,9,6,2,0
2012,9,6,3,0
2012,9,6,4,0
2012,9,6,5,1.88234594
2012,9,6,6,44.6351334
2012,9,6,7,175.040709
2012,9,6,8,78.818625
2012,9,6,9,78.9325573
2012,9,6,10,72.4194675
2012,9,6,11,87.1064143
2012,9,6,12,85.0621383
2012,9,6,13,72.3469963
2012,9,6,14,67.6914677
2012,9,6,15,52.5460913
2012,9,6,16,33.98077
2012,9,6,17,15.7643904
2012,9,6,18,2.00811741
2012,9,6,19,0
2012,9,6,20,0
2012,9,6,21,0
2012,9,6,22,0
2012,9,6,23,0
2012,9,7,0,0
2012,9,7,1,0
2012,9,7,2,0
2012,9,7,3,0
2012,9,7,4,0
2012,9,7,5,2.12523332
2012,9,7,6,49.7790842
2012,9,7,7,183.882394
2012,9,7,8,82.8602138
2012,9,7,9,83.634619
2012,9,7,10,78.6805609
2012,9,7,11,94.4566011
2012,9,7,12,87.6873823
2012,9,7,13,81.4606158
2012,9,7,14,73.6167443
2012,9,7,15,54.4096966
2012,9,7,16,37.4911208
2012,9,7,17,16.7484674
2012,9,7,18,2.17572313
2012,9,7,19,0
2012,9,7,20,0
2012,9,7,21,0
2012,9,7,22,0
2012,9,7,23,0
2012,9,8,0,0
2012,9,8,1,0
2012,9,8,2,0
2012,9,8,3,0
2012,9,8,4,0
2012,9,8,5,4.27143306
2012,9,8,6,89.897119
2012,9,8,7,344.093736
2012,9,8,8,153.250122
2012,9,8,9,157.902875
2012,9,8,10,146.028307
2012,9,8,11,170.216332
2012,9,8,12,163.026451
2012,9,8,13,152.077791
2012,9,8,14,139.462152
2012,9,8,15,105.486134
2012,9,8,16,70.4318728
2012,9,8,17,33.4701392
2012,9,8,18,4.151071
2012,9,8,19,0
2012,9,8,20,0
2012,9,8,21,0
2012,9,8,22,0
2012,9,8,23,0
2012,9,9,0,0
2012,9,9,1,0
2012,9,9,2,0
2012,9,9,3,0
2012,9,9,4,0
2012,9,9,5,2.1341379
2012,9,9,6,50.0079472
2012,9,9,7,198.266749
2012,9,9,8,85.1961787
2012,9,9,9,83.9070364
2012,9,9,10,81.6288015
2012,9,9,11,92.586004
2012,9,9,12,90.251451
2012,9,9,13,79.8330553
2012,9,9,14,69.0320555
2012,9,9,15,53.8048687
2012,9,9,16,37.1884074
2012,9,9,17,16.5487914
2012,9,9,18,2.21705196
2012,9,9,19,0
2012,9,9,20,0
2012,9,9,21,0
2012,9,9,22,0
2012,9,9,23,0
2012,9,10,0,0
2012,9,10,1,0
2012,9,10,2,0
2012,9,10,3,0
2012,9,10,4,0
2012,9,10,5,2.11277992
2012,9,10,6,49.6720108
2012,9,10,7,183.995072
2012,9,10,8,82.5127999
2012,9,10,9,84.2400582
2012,9,10,10,82.2129626
2012,9,10,11,92.2385009
2012,9,10,12,93.5322341
2012,9,10,13,81.9029535
2012,9,10,14,76.5094326
2012,9,10,15,53.6287189
2012,9,10,16,36.2102933
2012,9,10,17,16.7419636
2012,9,10,18,2.18571512
2012,9,10,19,0
2012,9,10,20,0
2012,9,10,21,0
2012,9,10,22,0
2012,9,10,23,0
2012,9,11,0,0
2012,9,11,1,0
2012,9,11,2,0
2012,9,11,3,0
2012,9,11,4,0
2012,9,11,5,2.52299452
2012,9,11,6,58.6265939
2012,9,11,7,203.541522
2012,9,11,8,91.5509507
2012,9,11,9,92.3210876
2012,9,11,10,89.4862241
2012,9,11,11,103.402941
2012,9,11,12,109.891618
2012,9,11,13,88.6400442
2012,9,11,14,79.8421254
2012,9,11,15,60.0475103
2012,9,11,16,40.2698346
2012,9,11,17,19.6552831
2012,9,11,18,2.45757499
2012,9,11,19,0
2012,9,11,20,0
2012,9,11,21,0
2012,9,11,22,0
2012,9,11,23,0
2012,9,12,0,0
2012,9,12,1,0
2012,9,12,2,0
2012,9,12,3,0
2012,9,12,4,0
2012,9,12,5,2.21304137
2012,9,12,6,53.2477985
2012,9,12,7,195.946763
2012,9,12,8,81.8420584
2012,9,12,9,83.9210024
2012,9,12,10,84.9279028
2012,9,12,11,98.2629617
2012,9,12,12,91.1955268
2012,9,12,13,81.3799955
2012,9,12,14,74.5473636
2012,9,12,15,55.7642311
2012,9,12,16,38.5543007
2012,9,12,17,17.7546766
2012,9,12,18,2.22545321
2012,9,12,19,0
2012,9,12,20,0
2012,9,12,21,0
2012,9,12,22,0
2012,9,12,23,0
2012,9,13,0,0
2012,9,13,1,0
2012,9,13,2,0
2012,9,13,3,0
2012,9,13,4,0
2012,9,13,5,2.33162955
2012,9,13,6,49.5295986
2012,9,13,7,189.372603
2012,9,13,8,85.2363483
2012,9,13,9,80.5968855
2012,9,13,10,84.4053223
2012,9,13,11,96.4439469
2012,9,13,12,92.395663
2012,9,13,13,80.8762711
2012,9,13,14,73.0382397
2012,9,13,15,56.0616169
2012,9,13,16,36.7505814
2012,9,13,17,18.4077282
2012,9,13,18,2.1871677
2012,9,13,19,0
2012,9,13,20,0
2012,9,13,21,0
2012,9,13,22,0
2012,9,13,23,0
2012,9,14,0,0
2012,9,14,1,0
2012,9,14,2,0
2012,9,14,3,0
2012,9,14,4,0
2012,9,14,5,2.08120857
2012,9,14,6,51.8242751
2012,9,14,7,193.019583
2012,9,14,8,87.1636199
2012,9,14,9,82.863552
2012,9,14,10,84.2224205
2012,9,14,11,94.0469848
2012,9,14,12,92.0967883
2012,9,14,13,80.9810872
2012,9,14,14,77.3714582
2012,9,14,15,55.7237366
2012,9,14,16,40.6094409
2012,9,14,17,18.2581756
2012,9,14,18,2.17342457
2012,9,14,19,0
2012,9,14,20,0
2012,9,14,21,0
2012,9,14,22,0
2012,9,14,23,0
2012,9,15,0,0
2012,9,15,1,0
2012,9,15,2,0
2012,9,15,3,0
2012,9,15,4,0
2012,9,15,5,2.08811688
2012,9,15,6,44.4210706
2012,9,15,7,171.514776
2012,9,15,8,80.1223093
2012,9,15,9,81.3829185
2012,9,15,10,76.6012084
2012,9,15,11,89.5176067
2012,9,15,12,90.8466092
2012,9,15,13,75.6580304
2012,9,15,14,72.8209003
2012,9,15,15,52.6639063
2012,9,15,16,36.0677306
2012,9,15,17,16.7848547
2012,9,15,18,2.11364103
2012,9,15,19,0
2012,9,15,20,0
2012,9,15,21,0
2012,9,15,22,0
2012,9,15,23,0
2012,9,16,0,0
2012,9,16,1,0
2012,9,16,2,0
2012,9,16,3,0
2012,9,16,4,0
2012,9,16,5,2.24599152
2012,9,16,6,47.1507338
2012,9,16,7,177.610983
2012,9,16,8,84.6962763
2012,9,16,9,80.9099726
2012,9,16,10,82.7751411
2012,9,16,11,92.116551
2012,9,16,12,89.8216911
2012,9,16,13,80.903023
2012,9,16,14,70.2770836
2012,9,16,15,57.0775638
2012,9,16,16,37.9302639
2012,9,16,17,16.98185
2012,9,16,18,2.12524614
2012,9,16,19,0
2012,9,16,20,0
2012,9,16,21,0
2012,9,16,22,0
2012,9,16,23,0
2012,9,17,0,0
2012,9,17,1,0
2012,9,17,2,0
2012,9,17,3,0
2012,9,17,4,0
2012,9,17,5,2.21236875
2012,9,17,6,47.1561486
2012,9,17,7,180.628556
2012,9,17,8,85.676874
2012,9,17,9,86.9434588
2012,9,17,10,85.8513795
2012,9,17,11,93.2783676
2012,9,17,12,91.6652448
2012,9,17,13,83.7647689
2012,9,17,14,74.9034241
2012,9,17,15,56.8159963
2012,9,17,16,39.9793325
2012,9,17,17,17.3921483
2012,9,17,18,2.34592508
2012,9,17,19,0
2012,9,17,20,0
2012,9,17,21,0
2012,9,17,22,0
2012,9,17,23,0
2012,9,18,0,0
2012,9,18,1,0
2012,9,18,2,0
2012,9,18,3,0
2012,9,18,4,0
2012,9,18,5,1.77719086
2012,9,18,6,38.3437709
2012,9,18,7,145.204836
2012,9,18,8,65.7058328
2012,9,18,9,63.6974344
2012,9,18,10,62.4699656
2012,9,18,11,72.0150812
2012,9,18,12,71.287688
2012,9,18,13,60.9348211
2012,9,18,14,55.6110083
2012,9,18,15,41.0269085
2012,9,18,16,28.5471828
2012,9,18,17,13.4155516
2012,9,18,18,1.7427334
2012,9,18,19,0
2012,9,18,20,0
2012,9,18,21,0
2012,9,18,22,0
2012,9,18,23,0
2012,9,19,0,0
2012,9,19,1,0
2012,9,19,2,0
2012,9,19,3,0
2012,9,19,4,0
2012,9,19,5,2.1272333
2012,9,19,6,45.3165745
2012,9,19,7,194.057422
2012,9,19,8,79.202134
2012,9,19,9,77.5043426
2012,9,19,10,74.968518
2012,9,19,11,88.6766255
2012,9,19,12,82.6974088
2012,9,19,13,72.868052
2012,9,19,14,66.7551694
2012,9,19,15,51.0586133
2012,9,19,16,35.5963319
2012,9,19,17,15.9075726
2012,9,19,18,1.87424851
2012,9,19,19,0
2012,9,19,20,0
2012,9,19,21,0
2012,9,19,22,0
2012,9,19,23,0
2012,9,20,0,0
2012,9,20,1,0
2012,9,20,2,0
2012,9,20,3,0
2012,9,20,4,0
2012,9,20,5,1.9815978
2012,9,20,6,45.2774695
2012,9,20,7,190.140311
2012,9,20,8,80.7555644
2012,9,20,9,78.476772
2012,9,20,10,76.2255845
2012,9,20,11,91.170332
2012,9,20,12,85.1468927
2012,9,20,13,78.6436959
2012,9,20,14,68.3601804
2012,9,20,15,55.7104078
2012,9,20,16,36.6797018
2012,9,20,17,16.0955186
2012,9,20,18,2.04498569
2012,9,20,19,0
2012,9,20,20,0
2012,9,20,21,0
2012,9,20,22,0
2012,9,20,23,0
2012,9,21,0,0
2012,9,21,1,0
2012,9,21,2,0
2012,9,21,3,0
2012,9,21,4,0
2012,9,21,5,2.13765311
2012,9,21,6,52.3798581
2012,9,21,7,174.79988
2012,9,21,8,79.3719575
2012,9,21,9,80.9833706
2012,9,21,10,78.1272448
2012,9,21,11,88.3148359
2012,9,21,12,89.5178774
2012,9,21,13,75.7945373
2012,9,21,14,72.7918379
2012,9,21,15,52.1407989
2012,9,21,16,36.227275
2012,9,21,17,16.8598385
2012,9,21,18,2.0226019
2012,9,21,19,0
2012,9,21,20,0
2012,9,21,21,0
2012,9,21,22,0
2012,9,21,23,0
2012,9,22,0,0
2012,9,22,1,0
2012,9,22,2,0
2012,9,22,3,0
2012,9,22,4,0
2012,9,22,5,1.9933368
2012,9,22,6,51.5169722
2012,9,22,7,182.831614
2012,9,22,8,84.4578767
2012,9,22,9,83.3327482
2012,9,22,10,78.9396745
2012,9,22,11,89.7348984
2012,9,22,12,88.1942028
2012,9,22,13,82.0107778
2012,9,22,14,71.6773371
2012,9,22,15,55.1474288
2012,9,22,16,35.7040636
2012,9,22,17,17.4554734
2012,9,22,18,2.15945871
2012,9,22,19,0
2012,9,22,20,0
2012,9,22,21,0
2012,9,22,22,0
2012,9,22,23,0
2012,9,23,0,0
2012,9,23,1,0
2012,9,23,2,0
2012,9,23,3,0
2012,9,23,4,0
2012,9,23,5,1.8041442
2012,9,23,6,42.2313407
2012,9,23,7,151.180703
2012,9,23,8,72.5589265
2012,9,23,9,72.2198966
2012,9,23,10,72.4816353
2012,9,23,11,78.7356318
2012,9,23,12,79.9457667
2012,9,23,13,68.639449
2012,9,23,14,63.1554796
2012,9,23,15,48.1283206
2012,9,23,16,32.5937615
2012,9,23,17,15.1746102
2012,9,23,18,1.96969739
2012,9,23,19,0
2012,9,23,20,0
2012,9,23,21,0
2012,9,23,22,0
2012,9,23,23,0
2012,9,24,0,0
2012,9,24,1,0
2012,9,24,2,0
2012,9,24,3,0
2012,9,24,4,0
2012,9,24,5,1.76529713
2012,9,24,6,45.2873267
2012,9,24,7,150.760425
2012,9,24,8,70.4946147
2012,9,24,9,67.9806006
2012,9,24,10,65.414371
2012,9,24,11,77.1912234
2012,9,24,12,74.5047098
2012,9,24,13,67.1878504
2012,9,24,14,60.6943693
2012,9,24,15,45.5226289
2012,9,24,16,30.7679526
2012,9,24,17,14.515499
2012,9,24,18,1.73015862
2012,9,24,19,0
2012,9,24,20,0
2012,9,24,21,0
2012,9,24,22,0
2012,9,24,23,0
2012,9,25,0,0
2012,9,25,1,0
2012,9,25,2,0
2012,9,25,3,0
2012,9,25,4,0
2012,9,25,5,2.15507314
2012,9,25,6,51.4201598
2012,9,25,7,175.363148
2012,9,25,8,84.6634935
2012,9,25,9,84.1925416
2012,9,25,10,78.0508726
2012,9,25,11,92.0230945
2012,9,25,12,90.4960781
2012,9,25,13,74.6337725
2012,9,25,14,72.4803834
2012,9,25,15,54.8309464
2012,9,25,16,39.2642092
2012,9,25,17,17.6020798
2012,9,25,18,2.21037788
2012,9,25,19,0
2012,9,25,20,0
2012,9,25,21,0
2012,9,25,22,0
2012,9,25,23,0
2012,9,26,0,0
2012,9,26,1,0
2012,9,26,2,0
2012,9,26,3,0
2012,9,26,4,0
2012,9,26,5,1.8961635
2012,9,26,6,41.8210302
2012,9,26,7,172.960616
2012,9,26,8,77.5874017
2012,9,26,9,77.0139661
2012,9,26,10,72.7023553
2012,9,26,11,88.8897451
2012,9,26,12,84.8607002
2012,9,26,13,72.8977382
2012,9,26,14,69.444627
2012,9,26,15,51.7107609
2012,9,26,16,33.269299
2012,9,26,17,15.6009759
2012,9,26,18,2.06931199
2012,9,26,19,0
2012,9,26,20,0
2012,9,26,21,0
2012,9,26,22,0
2012,9,26,23,0
2012,9,27,0,0
2012,9,27,1,0
2012,9,27,2,0
2012,9,27,3,0
2012,9,27,4,0
2012,9,27,5,2.17655833
2012,9,27,6,50.9335995
2012,9,27,7,186.060409
2012,9,27,8,86.5047511
2012,9,27,9,88.2571043
2012,9,27,10,84.4665577
2012,9,27,11,93.0535314
2012,9,27,12,97.6641516
2012,9,27,13,84.3851758
2012,9,27,14,78.9461205
2012,9,27,15,57.8412131
2012,9,27,16,38.6583834
2012,9,27,17,17.9904991
2012,9,27,18,2.42079528
2012,9,27,19,0
2012,9,27,20,0
2012,9,27,21,0
2012,9,27,22,0
2012,9,27,23,0
2012,9,28,0,0
2012,9,28,1,0
2012,9,28,2,0
2012,9,28,3,0
2012,9,28,4,0
2012,9,28,5,1.74312961
2012,9,28,6,42.238498
2012,9,28,7,147.12454
2012,9,28,8,70.4117341
2012,9,28,9,68.508738
2012,9,28,10,64.5705021
2012,9,28,11,78.6724671
2012,9,28,12,70.3792511
2012,9,28,13,65.2196616
2012,9,28,14,58.3863665
2012,9,28,15,44.9913846
2012,9,28,16,29.7254804
2012,9,28,17,12.5330334
2012,9,28,18,1.70983343
2012,9,28,19,0
2012,9,28,20,0
2012,9,28,21,0
2012,9,28,22,0
2012,9,28,23,0
2012,9,29,0,0
2012,9,29,1,0
2012,9,29,2,0
2012,9,29,3,0
2012,9,29,4,0
2012,9,29,5,1.42501709
2012,9,29,6,31.4177485
2012,9,29,7,126.819428
2012,9,29,8,55.9599552
2012,9,29,9,55.1008016
2012,9,29,10,54.9320283
2012,9,29,11,61.8638388
2012,9,29,12,59.4889854
2012,9,29,13,49.4392166
2012,9,29,14,49.2715949
2012,9,29,15,36.4572377
2012,9,29,16,25.1705141
2012,9,29,17,11.3670229
2012,9,29,18,1.33500179
2012,9,29,19,0
2012,9,29,20,0
2012,9,29,21,0
2012,9,29,22,0
2012,9,29,23,0
2012,9,30,0,0
2012,9,30,1,0
2012,9,30,2,0
2012,9,30,3,0
2012,9,30,4,0
2012,9,30,5,2.10144426
2012,9,30,6,50.4478597
2012,9,30,7,171.664822
2012,9,30,8,78.2494064
2012,9,30,9,80.9943826
2012,9,30,10,81.094245
2012,9,30,11,91.5747034
2012,9,30,12,86.7431549
2012,9,30,13,76.3284312
2012,9,30,14,72.896964
2012,9,30,15,53.6684267
2012,9,30,16,36.3972361
2012,9,30,17,17.1721767
2012,9,30,18,2.09220847
2012,9,30,19,0
2012,9,30,20,0
2012,9,30,21,0
2012,9,30,22,0
2012,9,30,23,0
2012,10,1,0,0
2012,10,1,1,0
2012,10,1,2,0
2012,10,1,3,0
2012,10,1,4,0
2012,10,1,5,0.02917514
2012,10,1,6,17.1248341
2012,10,1,7,84.1573355
2012,10,1,8,105.66321
2012,10,1,9,80.2728542
2012,10,1,10,92.8465735
2012,10,1,11,111.902284
2012,10,1,12,101.687335
2012,10,1,13,86.2443894
2012,10,1,14,75.1913706
2012,10,1,15,52.7068067
2012,10,1,16,26.9036734
2012,10,1,17,5.43767941
2012,10,1,18,0.00458486
2012,10,1,19,0
2012,10,1,20,0
2012,10,1,21,0
2012,10,1,22,0
2012,10,1,23,0
2012,10,2,0,0
2012,10,2,1,0
2012,10,2,2,0
2012,10,2,3,0
2012,10,2,4,0
2012,10,2,5,0.01085327
2012,10,2,6,6.49495262
2012,10,2,7,29.9724972
2012,10,2,8,37.2072096
2012,10,2,9,28.2576325
2012,10,2,10,33.4991808
2012,10,2,11,39.2321541
2012,10,2,12,35.2859359
2012,10,2,13,31.0885351
2012,10,2,14,26.6182742
2012,10,2,15,18.5020811
2012,10,2,16,9.97474676
2012,10,2,17,2.0904741
2012,10,2,18,0.00147049
2012,10,2,19,0
2012,10,2,20,0
2012,10,2,21,0
2012,10,2,22,0
2012,10,2,23,0
2012,10,3,0,0
2012,10,3,1,0
2012,10,3,2,0
2012,10,3,3,0
2012,10,3,4,0
2012,10,3,5,0.02153615
2012,10,3,6,12.7182677
2012,10,3,7,61.2660767
2012,10,3,8,73.705539
2012,10,3,9,57.4911167
2012,10,3,10,68.8306127
2012,10,3,11,81.7345824
2012,10,3,12,72.5731908
2012,10,3,13,59.4246964
2012,10,3,14,56.1518669
2012,10,3,15,38.6507831
2012,10,3,16,18.8291167
2012,10,3,17,3.73414924
2012,10,3,18,0.00286882
2012,10,3,19,0
2012,10,3,20,0
2012,10,3,21,0
2012,10,3,22,0
2012,10,3,23,0
2012,10,4,0,0
2012,10,4,1,0
2012,10,4,2,0
2012,10,4,3,0
2012,10,4,4,0
2012,10,4,5,0.02702817
2012,10,4,6,15.8239479
2012,10,4,7,70.1840802
2012,10,4,8,80.7277499
2012,10,4,9,68.951766
2012,10,4,10,79.7726592
2012,10,4,11,96.1847736
2012,10,4,12,84.6390574
2012,10,4,13,77.1148254
2012,10,4,14,64.0402698
2012,10,4,15,46.0275622
2012,10,4,16,24.0624379
2012,10,4,17,4.63796443
2012,10,4,18,0.00409942
2012,10,4,19,0
2012,10,4,20,0
2012,10,4,21,0
2012,10,4,22,0
2012,10,4,23,0
2012,10,5,0,0
2012,10,5,1,0
2012,10,5,2,0
2012,10,5,3,0
2012,10,5,4,0
2012,10,5,5,0.03148871
2012,10,5,6,18.6617002
2012,10,5,7,85.4903322
2012,10,5,8,99.7198898
2012,10,5,9,77.8359597
2012,10,5,10,94.5956444
2012,10,5,11,109.508357
2012,10,5,12,98.1415782
2012,10,5,13,82.6102785
2012,10,5,14,73.9620794
2012,10,5,15,51.9955207
2012,10,5,16,26.6538578
2012,10,5,17,5.64329103
2012,10,5,18,0.00439833
2012,10,5,19,0
2012,10,5,20,0
2012,10,5,21,0
2012,10,5,22,0
2012,10,5,23,0
2012,10,6,0,0
2012,10,6,1,0
2012,10,6,2,0
2012,10,6,3,0
2012,10,6,4,0
2012,10,6,5,0.02970221
2012,10,6,6,18.5341677
2012,10,6,7,81.4959894
2012,10,6,8,95.0494147
2012,10,6,9,82.1054984
2012,10,6,10,94.0633928
2012,10,6,11,108.604572
2012,10,6,12,101.805912
2012,10,6,13,83.5487456
2012,10,6,14,74.436695
2012,10,6,15,52.2814157
2012,10,6,16,26.140767
2012,10,6,17,5.1348051
2012,10,6,18,0.00447687
2012,10,6,19,0
2012,10,6,20,0
2012,10,6,21,0
2012,10,6,22,0
2012,10,6,23,0
2012,10,7,0,0
2012,10,7,1,0
2012,10,7,2,0
2012,10,7,3,0
2012,10,7,4,0
2012,10,7,5,0.01800749
2012,10,7,6,10.0802231
2012,10,7,7,44.4635822
2012,10,7,8,56.5418766
2012,10,7,9,43.9531444
2012,10,7,10,51.0291745
2012,10,7,11,62.1558927
2012,10,7,12,55.405997
2012,10,7,13,45.7485188
2012,10,7,14,40.1684566
2012,10,7,15,29.3064553
2012,10,7,16,14.9459661
2012,10,7,17,2.94719157
2012,10,7,18,0.00243407
2012,10,7,19,0
2012,10,7,20,0
2012,10,7,21,0
2012,10,7,22,0
2012,10,7,23,0
2012,10,8,0,0
2012,10,8,1,0
2012,10,8,2,0
2012,10,8,3,0
2012,10,8,4,0
2012,10,8,5,0.02787885
2012,10,8,6,16.6260306
2012,10,8,7,79.9401946
2012,10,8,8,99.8047955
2012,10,8,9,73.6531755
2012,10,8,10,91.2047048
2012,10,8,11,107.193133
2012,10,8,12,97.6869379
2012,10,8,13,82.32474
2012,10,8,14,72.3847138
2012,10,8,15,49.7267132
2012,10,8,16,26.6213526
2012,10,8,17,5.3363034
2012,10,8,18,0.00404197
2012,10,8,19,0
2012,10,8,20,0
2012,10,8,21,0
2012,10,8,22,0
2012,10,8,23,0
2012,10,9,0,0
2012,10,9,1,0
2012,10,9,2,0
2012,10,9,3,0
2012,10,9,4,0
2012,10,9,5,0.02808837
2012,10,9,6,14.8292782
2012,10,9,7,71.7016917
2012,10,9,8,90.8350434
2012,10,9,9,72.5450257
2012,10,9,10,83.8362013
2012,10,9,11,99.4300382
2012,10,9,12,90.9740539
2012,10,9,13,77.8316941
2012,10,9,14,67.8089536
2012,10,9,15,48.0329381
2012,10,9,16,25.4791273
2012,10,9,17,4.96008796
2012,10,9,18,0.00415944
2012,10,9,19,0
2012,10,9,20,0
2012,10,9,21,0
2012,10,9,22,0
2012,10,9,23,0
2012,10,10,0,0
2012,10,10,1,0
2012,10,10,2,0
2012,10,10,3,0
2012,10,10,4,0
2012,10,10,5,0.0320228
2012,10,10,6,18.3843949
2012,10,10,7,86.4216053
2012,10,10,8,106.870921
2012,10,10,9,82.5778339
2012,10,10,10,99.2115702
2012,10,10,11,117.457751
2012,10,10,12,104.36923
2012,10,10,13,87.3821998
2012,10,10,14,76.0631602
2012,10,10,15,55.0205828
2012,10,10,16,29.1323495
2012,10,10,17,5.43706272
2012,10,10,18,0.00436266
2012,10,10,19,0
2012,10,10,20,0
2012,10,10,21,0
2012,10,10,22,0
2012,10,10,23,0
2012,10,11,0,0
2012,10,11,1,0
2012,10,11,2,0
2012,10,11,3,0
2012,10,11,4,0
2012,10,11,5,0.03130803
2012,10,11,6,18.1231969
2012,10,11,7,89.7105868
2012,10,11,8,105.605698
2012,10,11,9,83.8944559
2012,10,11,10,102.101629
2012,10,11,11,116.890226
2012,10,11,12,104.718607
2012,10,11,13,85.280948
2012,10,11,14,78.9261652
2012,10,11,15,54.8248826
2012,10,11,16,28.1039152
2012,10,11,17,6.0525919
2012,10,11,18,0.00463239
2012,10,11,19,0
2012,10,11,20,0
2012,10,11,21,0
2012,10,11,22,0
2012,10,11,23,0
2012,10,12,0,0
2012,10,12,1,0
2012,10,12,2,0
2012,10,12,3,0
2012,10,12,4,0
2012,10,12,5,0.04042369
2012,10,12,6,21.618508
2012,10,12,7,99.0590959
2012,10,12,8,113.103525
2012,10,12,9,97.8031522
2012,10,12,10,112.887978
2012,10,12,11,136.152949
2012,10,12,12,122.921722
2012,10,12,13,98.0583805
2012,10,12,14,91.8571626
2012,10,12,15,64.8154608
2012,10,12,16,33.3349134
2012,10,12,17,6.8298372
2012,10,12,18,0.00525915
2012,10,12,19,0
2012,10,12,20,0
2012,10,12,21,0
2012,10,12,22,0
2012,10,12,23,0
2012,10,13,0,0
2012,10,13,1,0
2012,10,13,2,0
2012,10,13,3,0
2012,10,13,4,0
2012,10,13,5,0.03723266
2012,10,13,6,21.8554508
2012,10,13,7,94.1460891
2012,10,13,8,127.482234
2012,10,13,9,98.5261668
2012,10,13,10,112.6791
2012,10,13,11,138.164765
2012,10,13,12,118.591876
2012,10,13,13,102.117606
2012,10,13,14,92.0487079
2012,10,13,15,64.3836953
2012,10,13,16,33.9660937
2012,10,13,17,6.94047278
2012,10,13,18,0.00522866
2012,10,13,19,0
2012,10,13,20,0
2012,10,13,21,0
2012,10,13,22,0
2012,10,13,23,0
2012,10,14,0,0
2012,10,14,1,0
2012,10,14,2,0
2012,10,14,3,0
2012,10,14,4,0
2012,10,14,5,0.03820622
2012,10,14,6,23.0679165
2012,10,14,7,105.694454
2012,10,14,8,127.833484
2012,10,14,9,99.2657995
2012,10,14,10,116.745288
2012,10,14,11,140.78826
2012,10,14,12,123.272029
2012,10,14,13,104.036679
2012,10,14,14,91.4897376
2012,10,14,15,67.2105885
2012,10,14,16,34.0817664
2012,10,14,17,6.64896435
2012,10,14,18,0.00591356
2012,10,14,19,0
2012,10,14,20,0
2012,10,14,21,0
2012,10,14,22,0
2012,10,14,23,0
2012,10,15,0,0
2012,10,15,1,0
2012,10,15,2,0
2012,10,15,3,0
2012,10,15,4,0
2012,10,15,5,0.05338447
2012,10,15,6,30.8614372
2012,10,15,7,143.390294
