year,month,day,hour,PARps
2015,9,2,8,94.4693905
2015,9,2,9,92.7452846
2015,9,2,10,87.2752855
2015,9,2,11,106.36338
2015,9,2,12,105.25218
2015,9,2,13,85.0808986
2015,9,2,14,79.6172022
2015,9,2,15,62.261885
2015,9,2,16,44.0001381
2015,9,2,17,19.0059555
2015,9,2,18,2.26144765
2015,9,2,19,0
2015,9,2,20,0
2015,9,2,21,0
2015,9,2,22,0
2015,9,2,23,0
2015,9,3,0,0
2015,9,3,1,0
2015,9,3,2,0
2015,9,3,3,0
2015,9,3,4,0
2015,9,3,5,2.42988619
2015,9,3,6,59.3966935
2015,9,3,7,221.88596
2015,9,3,8,93.1336908
2015,9,3,9,94.5265329
2015,9,3,10,95.3446057
2015,9,3,11,110.131008
2015,9,3,12,103.339139
2015,9,3,13,91.204044
2015,9,3,14,85.7193606
2015,9,3,15,61.6604123
2015,9,3,16,44.3187424
2015,9,3,17,20.9101426
2015,9,3,18,2.61965357
2015,9,3,19,0
2015,9,3,20,0
2015,9,3,21,0
2015,9,3,22,0
2015,9,3,23,0
2015,9,4,0,0
2015,9,4,1,0
2015,9,4,2,0
2015,9,4,3,0
2015,9,4,4,0
2015,9,4,5,2.27423586
2015,9,4,6,48.3454101
2015,9,4,7,192.771672
2015,9,4,8,85.2695863
2015,9,4,9,81.2550399
2015,9,4,10,78.4198865
2015,9,4,11,89.4638566
2015,9,4,12,93.7006796
2015,9,4,13,81.2008052
2015,9,4,14,79.2293433
2015,9,4,15,55.8258157
2015,9,4,16,37.7404634
2015,9,4,17,17.4282634
2015,9,4,18,2.30341721
2015,9,4,19,0
2015,9,4,20,0
2015,9,4,21,0
2015,9,4,22,0
2015,9,4,23,0
2015,9,5,0,0
2015,9,5,1,0
2015,9,5,2,0
2015,9,5,3,0
2015,9,5,4,0
2015,9,5,5,1.69240852
2015,9,5,6,43.3136353
2015,9,5,7,161.898017
2015,9,5,8,72.8214425
2015,9,5,9,70.8502776
2015,9,5,10,66.8998272
2015,9,5,11,76.7734871
2015,9,5,12,80.4949845
2015,9,5,13,66.5730305
2015,9,5,14,62.1764895
2015,9,5,15,46.125529
2015,9,5,16,30.5950437
2015,9,5,17,13.6415933
2015,9,5,18,1.92611044
2015,9,5,19,0
2015,9,5,20,0
2015,9,5,21,0
2015,9,5,22,0
2015,9,5,23,0
2015,9,6,0,0
2015,9,6,1,0
2015,9,6,2,0
2015,9,6,3,0
2015,9,6,4,0
2015,9,6,5,2.1214573
2015,9,6,6,52.3103463
2015,9,6,7,192.056398
2015,9,6,8,85.351584
2015,9,6,9,87.0682143
2015,9,6,10,82.2917769
2015,9,6,11,96.1484499
2015,9,6,12,95.1407897
2015,9,6,13,80.4655606
2015,9,6,14,76.8080101
2015,9,6,15,59.2149724
2015,9,6,16,37.7706108
2015,9,6,17,17.7667134
2015,9,6,18,2.34707442
2015,9,6,19,0
2015,9,6,20,0
2015,9,6,21,0
2015,9,6,22,0
2015,9,6,23,0
2015,9,7,0,0
2015,9,7,1,0
2015,9,7,2,0
2015,9,7,3,0
2015,9,7,4,0
2015,9,7,5,2.56282149
2015,9,7,6,59.9293653
2015,9,7,7,201.836058
2015,9,7,8,95.3528406
2015,9,7,9,95.12792
2015,9,7,10,88.2535849
2015,9,7,11,107.536306
2015,9,7,12,96.7905138
2015,9,7,13,80.7609825
2015,9,7,14,81.0703064
2015,9,7,15,60.9515924
2015,9,7,16,41.5403298
2015,9,7,17,18.9366135
2015,9,7,18,2.27447681
2015,9,7,19,0
2015,9,7,20,0
2015,9,7,21,0
2015,9,7,22,0
2015,9,7,23,0
2015,9,8,0,0
2015,9,8,1,0
2015,9,8,2,0
2015,9,8,3,0
2015,9,8,4,0
2015,9,8,5,2.19944213
2015,9,8,6,52.8073117
2015,9,8,7,195.210983
2015,9,8,8,90.8978868
2015,9,8,9,91.0094579
2015,9,8,10,88.2185096
2015,9,8,11,99.21573
2015,9,8,12,98.1279934
2015,9,8,13,85.4855174
2015,9,8,14,76.756021
2015,9,8,15,59.3520565
2015,9,8,16,38.8419598
2015,9,8,17,19.0425453
2015,9,8,18,2.43513159
2015,9,8,19,0
2015,9,8,20,0
2015,9,8,21,0
2015,9,8,22,0
2015,9,8,23,0
2015,9,9,0,0
2015,9,9,1,0
2015,9,9,2,0
2015,9,9,3,0
2015,9,9,4,0
2015,9,9,5,2.22970768
2015,9,9,6,49.4447223
2015,9,9,7,180.326234
2015,9,9,8,84.1108858
2015,9,9,9,87.0668585
2015,9,9,10,87.9942933
2015,9,9,11,94.6731472
2015,9,9,12,87.9485351
2015,9,9,13,78.7186713
2015,9,9,14,73.472995
2015,9,9,15,55.7978681
2015,9,9,16,37.5545921
2015,9,9,17,18.472118
2015,9,9,18,2.24195041
2015,9,9,19,0
2015,9,9,20,0
2015,9,9,21,0
2015,9,9,22,0
2015,9,9,23,0
2015,9,10,0,0
2015,9,10,1,0
2015,9,10,2,0
2015,9,10,3,0
2015,9,10,4,0
2015,9,10,5,1.97810576
2015,9,10,6,46.0924425
2015,9,10,7,168.493461
2015,9,10,8,78.1579087
2015,9,10,9,74.9183615
2015,9,10,10,74.3542805
2015,9,10,11,84.9362962
2015,9,10,12,81.8653002
2015,9,10,13,73.7757801
2015,9,10,14,68.584749
2015,9,10,15,50.291399
2015,9,10,16,35.0811089
2015,9,10,17,16.3231966
2015,9,10,18,2.06799223
2015,9,10,19,0
2015,9,10,20,0
2015,9,10,21,0
2015,9,10,22,0
2015,9,10,23,0
2015,9,11,0,0
2015,9,11,1,0
2015,9,11,2,0
2015,9,11,3,0
2015,9,11,4,0
2015,9,11,5,2.05382256
2015,9,11,6,53.7368334
2015,9,11,7,185.965947
2015,9,11,8,89.2262573
2015,9,11,9,85.7114356
2015,9,11,10,83.4148099
2015,9,11,11,98.9871283
2015,9,11,12,94.2614246
2015,9,11,13,84.5527395
2015,9,11,14,80.4545515
2015,9,11,15,59.3430292
2015,9,11,16,40.6541552
2015,9,11,17,18.7360337
2015,9,11,18,2.24099387
2015,9,11,19,0
2015,9,11,20,0
2015,9,11,21,0
2015,9,11,22,0
2015,9,11,23,0
2015,9,12,0,0
2015,9,12,1,0
2015,9,12,2,0
2015,9,12,3,0
2015,9,12,4,0
2015,9,12,5,1.95310896
2015,9,12,6,48.7188514
2015,9,12,7,181.143911
2015,9,12,8,81.3972112
2015,9,12,9,77.719859
2015,9,12,10,76.7035049
2015,9,12,11,86.0558974
2015,9,12,12,83.7911858
2015,9,12,13,73.4957949
2015,9,12,14,69.6835609
2015,9,12,15,52.710289
2015,9,12,16,37.0436179
2015,9,12,17,15.2257586
2015,9,12,18,1.93784101
2015,9,12,19,0
2015,9,12,20,0
2015,9,12,21,0
2015,9,12,22,0
2015,9,12,23,0
2015,9,13,0,0
2015,9,13,1,0
2015,9,13,2,0
2015,9,13,3,0
2015,9,13,4,0
2015,9,13,5,1.93255649
2015,9,13,6,46.4418679
2015,9,13,7,174.848183
2015,9,13,8,78.3917138
2015,9,13,9,80.2152639
2015,9,13,10,80.8184429
2015,9,13,11,90.1164159
2015,9,13,12,88.8395876
2015,9,13,13,75.3073221
2015,9,13,14,71.3201306
2015,9,13,15,52.9485454
2015,9,13,16,34.838059
2015,9,13,17,16.3653876
2015,9,13,18,2.29080924
2015,9,13,19,0
2015,9,13,20,0
2015,9,13,21,0
2015,9,13,22,0
2015,9,13,23,0
2015,9,14,0,0
2015,9,14,1,0
2015,9,14,2,0
2015,9,14,3,0
2015,9,14,4,0
2015,9,14,5,2.131292
2015,9,14,6,49.5351442
2015,9,14,7,186.255243
2015,9,14,8,84.9234416
2015,9,14,9,83.2439924
2015,9,14,10,84.7268431
2015,9,14,11,93.0907232
2015,9,14,12,91.2160441
2015,9,14,13,81.6316519
2015,9,14,14,76.4422651
2015,9,14,15,55.2331088
2015,9,14,16,38.5943299
2015,9,14,17,17.3391236
2015,9,14,18,2.19698731
2015,9,14,19,0
2015,9,14,20,0
2015,9,14,21,0
2015,9,14,22,0
2015,9,14,23,0
2015,9,15,0,0
2015,9,15,1,0
2015,9,15,2,0
2015,9,15,3,0
2015,9,15,4,0
2015,9,15,5,2.20531175
2015,9,15,6,47.4733841
2015,9,15,7,200.49889
2015,9,15,8,90.2585824
2015,9,15,9,88.9672756
2015,9,15,10,85.270688
2015,9,15,11,100.840083
2015,9,15,12,92.0272472
2015,9,15,13,82.1320609
2015,9,15,14,79.1011109
2015,9,15,15,56.0971966
2015,9,15,16,37.6363983
2015,9,15,17,18.4196056
2015,9,15,18,2.30522949
2015,9,15,19,0
2015,9,15,20,0
2015,9,15,21,0
2015,9,15,22,0
2015,9,15,23,0
2015,9,16,0,0
2015,9,16,1,0
2015,9,16,2,0
2015,9,16,3,0
2015,9,16,4,0
2015,9,16,5,2.19218106
2015,9,16,6,53.2553645
2015,9,16,7,194.302237
2015,9,16,8,83.0502544
2015,9,16,9,84.7408255
2015,9,16,10,85.594482
2015,9,16,11,94.4362331
2015,9,16,12,93.0667323
2015,9,16,13,79.2781092
2015,9,16,14,76.7604388
2015,9,16,15,56.4356005
2015,9,16,16,37.5358974
2015,9,16,17,18.0198057
2015,9,16,18,2.2764829
2015,9,16,19,0
2015,9,16,20,0
2015,9,16,21,0
2015,9,16,22,0
2015,9,16,23,0
2015,9,17,0,0
2015,9,17,1,0
2015,9,17,2,0
2015,9,17,3,0
2015,9,17,4,0
2015,9,17,5,2.10249835
2015,9,17,6,51.9937226
2015,9,17,7,194.046897
2015,9,17,8,87.015177
2015,9,17,9,87.5304611
2015,9,17,10,86.5741649
2015,9,17,11,98.2814242
2015,9,17,12,98.7089839
2015,9,17,13,81.0517769
2015,9,17,14,76.1483359
2015,9,17,15,57.4014634
2015,9,17,16,39.5730858
2015,9,17,17,18.233874
2015,9,17,18,1.95076418
2015,9,17,19,0
2015,9,17,20,0
2015,9,17,21,0
2015,9,17,22,0
2015,9,17,23,0
2015,9,18,0,0
2015,9,18,1,0
2015,9,18,2,0
2015,9,18,3,0
2015,9,18,4,0
2015,9,18,5,2.22679117
2015,9,18,6,51.7375149
2015,9,18,7,187.77612
2015,9,18,8,82.2505115
2015,9,18,9,85.0618085
2015,9,18,10,87.980102
2015,9,18,11,94.1234357
2015,9,18,12,91.0457147
2015,9,18,13,81.5743304
2015,9,18,14,73.1264468
2015,9,18,15,56.5883609
2015,9,18,16,39.7158659
2015,9,18,17,16.8078445
2015,9,18,18,2.13824363
2015,9,18,19,0
2015,9,18,20,0
2015,9,18,21,0
2015,9,18,22,0
2015,9,18,23,0
2015,9,19,0,0
2015,9,19,1,0
2015,9,19,2,0
2015,9,19,3,0
2015,9,19,4,0
2015,9,19,5,2.0605793
2015,9,19,6,48.8204001
2015,9,19,7,180.440552
2015,9,19,8,84.5718107
2015,9,19,9,87.0799725
2015,9,19,10,83.0719881
2015,9,19,11,93.4178097
2015,9,19,12,93.6658062
2015,9,19,13,81.3945427
2015,9,19,14,75.0090674
2015,9,19,15,56.4478884
2015,9,19,16,38.4215657
2015,9,19,17,17.7472404
2015,9,19,18,2.09363031
2015,9,19,19,0
2015,9,19,20,0
2015,9,19,21,0
2015,9,19,22,0
2015,9,19,23,0
2015,9,20,0,0
2015,9,20,1,0
2015,9,20,2,0
2015,9,20,3,0
2015,9,20,4,0
2015,9,20,5,1.82210003
2015,9,20,6,39.9185436
2015,9,20,7,156.409083
2015,9,20,8,69.3565876
2015,9,20,9,69.2406129
2015,9,20,10,69.0408948
2015,9,20,11,78.0137342
2015,9,20,12,77.6317595
2015,9,20,13,67.4829479
2015,9,20,14,59.5104687
2015,9,20,15,43.9332831
2015,9,20,16,31.7067512
2015,9,20,17,14.8033888
2015,9,20,18,1.81241519
2015,9,20,19,0
2015,9,20,20,0
2015,9,20,21,0
2015,9,20,22,0
2015,9,20,23,0
2015,9,21,0,0
2015,9,21,1,0
2015,9,21,2,0
2015,9,21,3,0
2015,9,21,4,0
2015,9,21,5,0.81059729
2015,9,21,6,19.2600542
2015,9,21,7,71.9915981
2015,9,21,8,32.3780559
2015,9,21,9,32.0825677
2015,9,21,10,31.4574153
2015,9,21,11,36.5784044
2015,9,21,12,37.2917461
2015,9,21,13,31.477492
2015,9,21,14,29.6084673
2015,9,21,15,22.0454033
2015,9,21,16,14.9486186
2015,9,21,17,6.87075456
2015,9,21,18,0.89908069
2015,9,21,19,0
2015,9,21,20,0
2015,9,21,21,0
2015,9,21,22,0
2015,9,21,23,0
2015,9,22,0,0
2015,9,22,1,0
2015,9,22,2,0
2015,9,22,3,0
2015,9,22,4,0
2015,9,22,5,1.49028968
2015,9,22,6,33.8033861
2015,9,22,7,136.945221
2015,9,22,8,60.1244779
2015,9,22,9,58.814442
2015,9,22,10,57.9747913
2015,9,22,11,64.979539
2015,9,22,12,64.8178713
2015,9,22,13,57.0283723
2015,9,22,14,52.2011671
2015,9,22,15,40.4774199
2015,9,22,16,26.1939964
2015,9,22,17,11.8653643
2015,9,22,18,1.53425292
2015,9,22,19,0
2015,9,22,20,0
2015,9,22,21,0
2015,9,22,22,0
2015,9,22,23,0
2015,9,23,0,0
2015,9,23,1,0
2015,9,23,2,0
2015,9,23,3,0
2015,9,23,4,0
2015,9,23,5,1.95335404
2015,9,23,6,48.87221
2015,9,23,7,183.376141
2015,9,23,8,79.0093365
2015,9,23,9,80.3624307
2015,9,23,10,80.465713
2015,9,23,11,92.6520592
2015,9,23,12,85.8101152
2015,9,23,13,76.6816772
2015,9,23,14,72.7327869
2015,9,23,15,52.9368646
2015,9,23,16,34.1514959
2015,9,23,17,16.7635279
2015,9,23,18,2.01166755
2015,9,23,19,0
2015,9,23,20,0
2015,9,23,21,0
2015,9,23,22,0
2015,9,23,23,0
2015,9,24,0,0
2015,9,24,1,0
2015,9,24,2,0
2015,9,24,3,0
2015,9,24,4,0
2015,9,24,5,2.05116008
2015,9,24,6,49.2348803
2015,9,24,7,181.344283
2015,9,24,8,86.6696695
2015,9,24,9,79.6273691
2015,9,24,10,81.3042825
2015,9,24,11,89.6050594
2015,9,24,12,87.3539377
2015,9,24,13,79.2366471
2015,9,24,14,75.6265094
2015,9,24,15,54.8128445
2015,9,24,16,37.2122387
2015,9,24,17,16.6547515
2015,9,24,18,2.15337542
2015,9,24,19,0
2015,9,24,20,0
2015,9,24,21,0
2015,9,24,22,0
2015,9,24,23,0
2015,9,25,0,0
2015,9,25,1,0
2015,9,25,2,0
2015,9,25,3,0
2015,9,25,4,0
2015,9,25,5,1.19736356
2015,9,25,6,27.9543098
2015,9,25,7,100.61308
2015,9,25,8,44.7521586
2015,9,25,9,44.5392461
2015,9,25,10,45.2466016
2015,9,25,11,49.1473821
2015,9,25,12,50.9017634
2015,9,25,13,44.8405806
2015,9,25,14,40.3465949
2015,9,25,15,30.5209439
2015,9,25,16,20.5282455
2015,9,25,17,9.2932189
2015,9,25,18,1.26895005
2015,9,25,19,0
2015,9,25,20,0
2015,9,25,21,0
2015,9,25,22,0
2015,9,25,23,0
2015,9,26,0,0
2015,9,26,1,0
2015,9,26,2,0
2015,9,26,3,0
2015,9,26,4,0
2015,9,26,5,1.18801842
2015,9,26,6,30.577975
2015,9,26,7,115.207451
2015,9,26,8,50.9311925
2015,9,26,9,49.1715621
2015,9,26,10,46.296193
2015,9,26,11,56.2186515
2015,9,26,12,54.195952
2015,9,26,13,47.2085904
2015,9,26,14,43.0331809
2015,9,26,15,33.3166861
2015,9,26,16,21.8047371
2015,9,26,17,10.7449836
2015,9,26,18,1.40994649
2015,9,26,19,0
2015,9,26,20,0
2015,9,26,21,0
2015,9,26,22,0
2015,9,26,23,0
2015,9,27,0,0
2015,9,27,1,0
2015,9,27,2,0
2015,9,27,3,0
2015,9,27,4,0
2015,9,27,5,1.70367398
2015,9,27,6,37.7865594
2015,9,27,7,135.061522
2015,9,27,8,64.8427627
2015,9,27,9,62.0456672
2015,9,27,10,59.0991209
2015,9,27,11,72.5087241
2015,9,27,12,68.1235111
2015,9,27,13,60.3185171
2015,9,27,14,57.3260476
2015,9,27,15,42.0427676
2015,9,27,16,28.8659462
2015,9,27,17,12.9008959
2015,9,27,18,1.7741844
2015,9,27,19,0
2015,9,27,20,0
2015,9,27,21,0
2015,9,27,22,0
2015,9,27,23,0
2015,9,28,0,0
2015,9,28,1,0
2015,9,28,2,0
2015,9,28,3,0
2015,9,28,4,0
2015,9,28,5,1.66049707
2015,9,28,6,39.1075716
2015,9,28,7,138.775202
2015,9,28,8,68.216556
2015,9,28,9,65.4713627
2015,9,28,10,66.0607452
2015,9,28,11,73.4283673
2015,9,28,12,67.3043707
2015,9,28,13,59.0472752
2015,9,28,14,58.7961335
2015,9,28,15,44.5182403
2015,9,28,16,29.8433638
2015,9,28,17,14.1592286
2015,9,28,18,1.68862272
2015,9,28,19,0
2015,9,28,20,0
2015,9,28,21,0
2015,9,28,22,0
2015,9,28,23,0
2015,9,29,0,0
2015,9,29,1,0
2015,9,29,2,0
2015,9,29,3,0
2015,9,29,4,0
2015,9,29,5,1.01062995
2015,9,29,6,24.8870452
2015,9,29,7,94.0824181
2015,9,29,8,42.1160147
2015,9,29,9,40.6876843
2015,9,29,10,37.7330401
2015,9,29,11,46.5443127
2015,9,29,12,43.470636
2015,9,29,13,37.4393031
2015,9,29,14,36.9197253
2015,9,29,15,26.6067206
2015,9,29,16,18.6947652
2015,9,29,17,8.27771162
2015,9,29,18,1.07948458
2015,9,29,19,0
2015,9,29,20,0
2015,9,29,21,0
2015,9,29,22,0
2015,9,29,23,0
2015,9,30,0,0
2015,9,30,1,0
2015,9,30,2,0
2015,9,30,3,0
2015,9,30,4,0
2015,9,30,5,1.94639791
2015,9,30,6,43.6825648
2015,9,30,7,162.730896
2015,9,30,8,77.0111448
2015,9,30,9,73.0002272
2015,9,30,10,72.9128914
2015,9,30,11,80.140019
2015,9,30,12,80.4089392
2015,9,30,13,70.2062002
2015,9,30,14,63.8732017
2015,9,30,15,49.7910141
2015,9,30,16,32.3700301
2015,9,30,17,14.9158273
2015,9,30,18,1.93107323
2015,9,30,19,0
2015,9,30,20,0
2015,9,30,21,0
2015,9,30,22,0
2015,9,30,23,0
2015,10,1,0,0
2015,10,1,1,0
2015,10,1,2,0
2015,10,1,3,0
2015,10,1,4,0
2015,10,1,5,0.00923154
2015,10,1,6,5.43592027
2015,10,1,7,26.7925378
2015,10,1,8,31.2473554
2015,10,1,9,25.4224996
2015,10,1,10,29.8522268
2015,10,1,11,36.0980294
2015,10,1,12,32.1533759
2015,10,1,13,28.4356844
2015,10,1,14,24.2160738
2015,10,1,15,16.8467295
2015,10,1,16,8.28142948
2015,10,1,17,1.68903331
2015,10,1,18,0.0014889
2015,10,1,19,0
2015,10,1,20,0
2015,10,1,21,0
2015,10,1,22,0
2015,10,1,23,0
2015,10,2,0,0
2015,10,2,1,0
2015,10,2,2,0
2015,10,2,3,0
2015,10,2,4,0
2015,10,2,5,0.01379624
2015,10,2,6,8.36832963
2015,10,2,7,35.6341826
2015,10,2,8,46.055304
2015,10,2,9,36.5552872
2015,10,2,10,43.8521346
2015,10,2,11,51.5571309
2015,10,2,12,44.7417583
2015,10,2,13,39.1317641
2015,10,2,14,35.1941382
2015,10,2,15,23.8692676
2015,10,2,16,13.1538915
2015,10,2,17,2.4823812
2015,10,2,18,0.00214361
2015,10,2,19,0
2015,10,2,20,0
2015,10,2,21,0
2015,10,2,22,0
2015,10,2,23,0
2015,10,3,0,0
2015,10,3,1,0
2015,10,3,2,0
2015,10,3,3,0
2015,10,3,4,0
2015,10,3,5,0.01826737
2015,10,3,6,10.3666409
2015,10,3,7,49.4631237
2015,10,3,8,61.1077823
2015,10,3,9,48.5151829
2015,10,3,10,56.3281525
2015,10,3,11,66.6763277
2015,10,3,12,60.9971147
2015,10,3,13,50.7685495
2015,10,3,14,42.2495658
2015,10,3,15,31.8309469
2015,10,3,16,16.413662
2015,10,3,17,3.25373801
2015,10,3,18,0.00244547
2015,10,3,19,0
2015,10,3,20,0
2015,10,3,21,0
2015,10,3,22,0
2015,10,3,23,0
2015,10,4,0,0
2015,10,4,1,0
2015,10,4,2,0
2015,10,4,3,0
2015,10,4,4,0
2015,10,4,5,0.00878561
2015,10,4,6,4.68113489
2015,10,4,7,23.9774627
2015,10,4,8,28.9078364
2015,10,4,9,22.9173483
2015,10,4,10,27.5070453
2015,10,4,11,32.8571233
2015,10,4,12,28.6481968
2015,10,4,13,24.4101319
2015,10,4,14,21.1405034
2015,10,4,15,15.4532519
2015,10,4,16,7.69890432
2015,10,4,17,1.63288475
2015,10,4,18,0.00117203
2015,10,4,19,0
2015,10,4,20,0
2015,10,4,21,0
2015,10,4,22,0
2015,10,4,23,0
2015,10,5,0,0
2015,10,5,1,0
2015,10,5,2,0
2015,10,5,3,0
2015,10,5,4,0
2015,10,5,5,0.02788061
2015,10,5,6,17.1083166
2015,10,5,7,74.9900145
2015,10,5,8,96.795169
2015,10,5,9,76.5421884
2015,10,5,10,89.6121888
2015,10,5,11,106.398135
2015,10,5,12,96.3007727
2015,10,5,13,80.2172334
2015,10,5,14,69.7503294
2015,10,5,15,49.5732287
2015,10,5,16,26.6114221
2015,10,5,17,5.33592848
2015,10,5,18,0.00455178
2015,10,5,19,0
2015,10,5,20,0
2015,10,5,21,0
2015,10,5,22,0
2015,10,5,23,0
2015,10,6,0,0
2015,10,6,1,0
2015,10,6,2,0
2015,10,6,3,0
2015,10,6,4,0
2015,10,6,5,0.03293458
2015,10,6,6,18.6659685
2015,10,6,7,88.3553682
2015,10,6,8,104.561476
2015,10,6,9,85.5573871
2015,10,6,10,102.474672
2015,10,6,11,118.753163
2015,10,6,12,105.496125
2015,10,6,13,91.3463552
2015,10,6,14,81.728907
2015,10,6,15,56.3651923
2015,10,6,16,28.2830537
2015,10,6,17,5.44434831
2015,10,6,18,0.00463602
2015,10,6,19,0
2015,10,6,20,0
2015,10,6,21,0
2015,10,6,22,0
2015,10,6,23,0
2015,10,7,0,0
2015,10,7,1,0
2015,10,7,2,0
2015,10,7,3,0
2015,10,7,4,0
2015,10,7,5,0.03115084
2015,10,7,6,18.7044853
2015,10,7,7,80.5700457
2015,10,7,8,102.225539
2015,10,7,9,77.7280128
2015,10,7,10,92.15959
2015,10,7,11,109.543067
2015,10,7,12,99.7153722
2015,10,7,13,83.1502731
2015,10,7,14,72.6244954
2015,10,7,15,52.6644365
2015,10,7,16,27.2128011
2015,10,7,17,4.79382504
2015,10,7,18,0.00437064
2015,10,7,19,0
2015,10,7,20,0
2015,10,7,21,0
2015,10,7,22,0
2015,10,7,23,0
2015,10,8,0,0
2015,10,8,1,0
2015,10,8,2,0
2015,10,8,3,0
2015,10,8,4,0
2015,10,8,5,0.03170086
2015,10,8,6,19.416397
2015,10,8,7,88.4436656
2015,10,8,8,105.939848
2015,10,8,9,83.5681073
2015,10,8,10,96.4123291
2015,10,8,11,118.994246
2015,10,8,12,108.456551
2015,10,8,13,87.7860944
2015,10,8,14,79.1140053
2015,10,8,15,55.8516252
2015,10,8,16,28.4107188
2015,10,8,17,5.74669271
2015,10,8,18,0.00442294
2015,10,8,19,0
2015,10,8,20,0
2015,10,8,21,0
2015,10,8,22,0
2015,10,8,23,0
2015,10,9,0,0
2015,10,9,1,0
2015,10,9,2,0
2015,10,9,3,0
2015,10,9,4,0
2015,10,9,5,0.04330237
2015,10,9,6,24.6022559
2015,10,9,7,120.189388
2015,10,9,8,138.955306
2015,10,9,9,109.383407
2015,10,9,10,132.728601
2015,10,9,11,154.721602
2015,10,9,12,136.922979
2015,10,9,13,116.530785
2015,10,9,14,103.233295
2015,10,9,15,72.8959013
2015,10,9,16,36.761011
2015,10,9,17,7.89290856
2015,10,9,18,0.00580431
2015,10,9,19,0
2015,10,9,20,0
2015,10,9,21,0
2015,10,9,22,0
2015,10,9,23,0
2015,10,10,0,0
2015,10,10,1,0
2015,10,10,2,0
2015,10,10,3,0
2015,10,10,4,0
2015,10,10,5,0.03767489
2015,10,10,6,19.125599
2015,10,10,7,95.3124494
2015,10,10,8,112.199574
2015,10,10,9,87.8870836
2015,10,10,10,108.058957
2015,10,10,11,123.265348
2015,10,10,12,109.878115
2015,10,10,13,95.057109
2015,10,10,14,83.1531901
2015,10,10,15,58.3854701
2015,10,10,16,28.9977877
2015,10,10,17,5.75180751
2015,10,10,18,0.00465943
2015,10,10,19,0
2015,10,10,20,0
2015,10,10,21,0
2015,10,10,22,0
2015,10,10,23,0
2015,10,11,0,0
2015,10,11,1,0
2015,10,11,2,0
2015,10,11,3,0
2015,10,11,4,0
2015,10,11,5,0.03703589
2015,10,11,6,20.1669306
2015,10,11,7,93.9943002
2015,10,11,8,118.660577
2015,10,11,9,98.3142813
2015,10,11,10,113.086966
2015,10,11,11,134.213045
2015,10,11,12,118.50249
2015,10,11,13,100.52594
2015,10,11,14,91.7412891
2015,10,11,15,61.9572792
2015,10,11,16,31.1824183
2015,10,11,17,6.56865675
2015,10,11,18,0.00554068
2015,10,11,19,0
2015,10,11,20,0
2015,10,11,21,0
2015,10,11,22,0
2015,10,11,23,0
2015,10,12,0,0
2015,10,12,1,0
2015,10,12,2,0
2015,10,12,3,0
2015,10,12,4,0
2015,10,12,5,0.03840437
2015,10,12,6,22.9399555
2015,10,12,7,103.896829
2015,10,12,8,127.503389
2015,10,12,9,98.3590964
2015,10,12,10,116.473893
2015,10,12,11,136.636378
2015,10,12,12,121.20303
2015,10,12,13,104.137717
2015,10,12,14,93.747179
2015,10,12,15,65.2003416
2015,10,12,16,33.8583851
2015,10,12,17,6.14452751
2015,10,12,18,0.00532556
2015,10,12,19,0
2015,10,12,20,0
2015,10,12,21,0
2015,10,12,22,0
2015,10,12,23,0
2015,10,13,0,0
2015,10,13,1,0
2015,10,13,2,0
2015,10,13,3,0
2015,10,13,4,0
2015,10,13,5,0.03892925
2015,10,13,6,23.3232457
2015,10,13,7,101.883174
2015,10,13,8,134.674911
2015,10,13,9,104.735211
2015,10,13,10,120.029881
2015,10,13,11,141.871806
2015,10,13,12,127.572477
2015,10,13,13,110.258172
2015,10,13,14,99.2206753
2015,10,13,15,68.3156618
2015,10,13,16,34.9797629
2015,10,13,17,7.16620259
2015,10,13,18,0.00582125
2015,10,13,19,0
2015,10,13,20,0
2015,10,13,21,0
2015,10,13,22,0
2015,10,13,23,0
2015,10,14,0,0
2015,10,14,1,0
2015,10,14,2,0
2015,10,14,3,0
2015,10,14,4,0
2015,10,14,5,0.03630916
2015,10,14,6,20.2062695
2015,10,14,7,95.414488
2015,10,14,8,117.328938
2015,10,14,9,96.7017126
2015,10,14,10,112.648132
2015,10,14,11,131.011817
2015,10,14,12,120.265337
2015,10,14,13,99.4881222
2015,10,14,14,91.5813056
2015,10,14,15,62.0565805
2015,10,14,16,32.9124507
2015,10,14,17,6.41102799
2015,10,14,18,0.00518853
2015,10,14,19,0
2015,10,14,20,0
2015,10,14,21,0
2015,10,14,22,0
2015,10,14,23,0
2015,10,15,0,0
2015,10,15,1,0
2015,10,15,2,0
2015,10,15,3,0
2015,10,15,4,0
2015,10,15,5,0.03369116
2015,10,15,6,21.3786484
2015,10,15,7,101.719238
2015,10,15,8,123.707176
2015,10,15,9,98.2872945
2015,10,15,10,115.493344
2015,10,15,11,135.382567
2015,10,15,12,122.777164
2015,10,15,13,107.35484
2015,10,15,14,95.4289186
2015,10,15,15,65.347092
2015,10,15,16,32.0516764
2015,10,15,17,6.3027485
2015,10,15,18,0.00515013
2015,10,15,19,0
2015,10,15,20,0
2015,10,15,21,0
2015,10,15,22,0
2015,10,15,23,0
2015,10,16,0,0
2015,10,16,1,0
2015,10,16,2,0
2015,10,16,3,0
2015,10,16,4,0
2015,10,16,5,0.03863987
2015,10,16,6,21.5034377
2015,10,16,7,106.358812
2015,10,16,8,120.930035
2015,10,16,9,97.4745666
