year,month,day,hour,temp
2013,1,19,17,6.30441987
2013,1,19,18,6.07606898
2013,1,19,19,5.95528216
2013,1,19,20,5.7877052
2013,1,19,21,5.59496651
2013,1,19,22,5.5110937
2013,1,19,23,5.42624995
2013,1,20,0,4.57638058
2013,1,20,1,4.43524103
2013,1,20,2,4.34603758
2013,1,20,3,4.26183709
2013,1,20,4,4.20394535
2013,1,20,5,4.142557
2013,1,20,6,4.10161105
2013,1,20,7,4.09416616
2013,1,20,8,4.16965294
2013,1,20,9,4.34738909
2013,1,20,10,4.79243947
2013,1,20,11,5.1335015
2013,1,20,12,5.42213596
2013,1,20,13,5.57112283
2013,1,20,14,5.49668111
2013,1,20,15,5.30480021
2013,1,20,16,5.10462256
2013,1,20,17,4.91600838
2013,1,20,18,4.7270207
2013,1,20,19,4.62282621
2013,1,20,20,4.49796322
2013,1,20,21,4.39276378
2013,1,20,22,4.29056539
2013,1,20,23,4.24524134
2013,1,21,0,5.89058336
2013,1,21,1,5.70649886
2013,1,21,2,5.59678147
2013,1,21,3,5.48217772
2013,1,21,4,5.42089953
2013,1,21,5,5.33954753
2013,1,21,6,5.26582289
2013,1,21,7,5.28965574
2013,1,21,8,5.3557558
2013,1,21,9,5.59287008
2013,1,21,10,6.1711229
2013,1,21,11,6.59271348
2013,1,21,12,6.9834923
2013,1,21,13,7.14735933
2013,1,21,14,7.02664214
2013,1,21,15,6.85112815
2013,1,21,16,6.59855854
2013,1,21,17,6.34181184
2013,1,21,18,6.10882803
2013,1,21,19,5.93442172
2013,1,21,20,5.79496005
2013,1,21,21,5.6348461
2013,1,21,22,5.52041821
2013,1,21,23,5.4381993
2013,1,22,0,6.82748944
2013,1,22,1,6.61785232
2013,1,22,2,6.49408421
2013,1,22,3,6.35363017
2013,1,22,4,6.28911146
2013,1,22,5,6.18692743
2013,1,22,6,6.1093111
2013,1,22,7,6.11885737
2013,1,22,8,6.2144809
2013,1,22,9,6.47856922
2013,1,22,10,7.15221348
2013,1,22,11,7.65705888
2013,1,22,12,8.06606905
2013,1,22,13,8.29278455
2013,1,22,14,8.1619286
2013,1,22,15,7.93301997
2013,1,22,16,7.64289541
2013,1,22,17,7.33893767
2013,1,22,18,7.09635859
2013,1,22,19,6.88401474
2013,1,22,20,6.71029446
2013,1,22,21,6.51240549
2013,1,22,22,6.42022282
2013,1,22,23,6.30262887
2013,1,23,0,7.04201588
2013,1,23,1,6.82244879
2013,1,23,2,6.69284655
2013,1,23,3,6.5470969
2013,1,23,4,6.49502302
2013,1,23,5,6.37674559
2013,1,23,6,6.3259088
2013,1,23,7,6.32041674
2013,1,23,8,6.41038271
2013,1,23,9,6.69191622
2013,1,23,10,7.36371538
2013,1,23,11,7.87146304
2013,1,23,12,8.3136711
2013,1,23,13,8.55533309
2013,1,23,14,8.39236047
2013,1,23,15,8.18324783
2013,1,23,16,7.90029883
2013,1,23,17,7.57422206
2013,1,23,18,7.32205933
2013,1,23,19,7.09531833
2013,1,23,20,6.93589569
2013,1,23,21,6.73172763
2013,1,23,22,6.60630428
2013,1,23,23,6.52918206
2013,1,24,0,5.53481594
2013,1,24,1,5.36648226
2013,1,24,2,5.25835276
2013,1,24,3,5.16044928
2013,1,24,4,5.09888424
2013,1,24,5,5.01427037
2013,1,24,6,4.96845993
2013,1,24,7,4.9478379
2013,1,24,8,5.04513397
2013,1,24,9,5.26085109
2013,1,24,10,5.79319988
2013,1,24,11,6.20203095
2013,1,24,12,6.54688449
2013,1,24,13,6.74522484
2013,1,24,14,6.60336349
2013,1,24,15,6.43290188
2013,1,24,16,6.18404046
2013,1,24,17,5.95573398
2013,1,24,18,5.74503378
2013,1,24,19,5.5794127
2013,1,24,20,5.46109694
2013,1,24,21,5.27717023
2013,1,24,22,5.18232641
2013,1,24,23,5.11889014
2013,1,25,0,4.23879725
2013,1,25,1,4.10532626
2013,1,25,2,4.02914635
2013,1,25,3,3.94113118
2013,1,25,4,3.90214898
2013,1,25,5,3.8389585
2013,1,25,6,3.79301115
2013,1,25,7,3.80426249
2013,1,25,8,3.86461051
2013,1,25,9,4.01845088
2013,1,25,10,4.43147584
2013,1,25,11,4.74960541
2013,1,25,12,5.01675094
2013,1,25,13,5.15776703
2013,1,25,14,5.07647407
2013,1,25,15,4.9241628
2013,1,25,16,4.74468332
2013,1,25,17,4.5569713
2013,1,25,18,4.39556755
2013,1,25,19,4.2796898
2013,1,25,20,4.1806349
2013,1,25,21,4.04150987
2013,1,25,22,3.96158631
2013,1,25,23,3.91652628
2013,1,26,0,7.33644264
2013,1,26,1,7.10890415
2013,1,26,2,6.97577918
2013,1,26,3,6.82510815
2013,1,26,4,6.76357635
2013,1,26,5,6.63918312
2013,1,26,6,6.57638638
2013,1,26,7,6.58224042
2013,1,26,8,6.66804541
2013,1,26,9,6.96297015
2013,1,26,10,7.65499916
2013,1,26,11,8.21325724
2013,1,26,12,8.68414037
2013,1,26,13,8.92393746
2013,1,26,14,8.75604637
2013,1,26,15,8.51466515
2013,1,26,16,8.18792565
2013,1,26,17,7.90609178
2013,1,26,18,7.62742873
2013,1,26,19,7.38917561
2013,1,26,20,7.20315267
2013,1,26,21,7.03498506
2013,1,26,22,6.89421678
2013,1,26,23,6.75535492
2013,1,27,0,7.30074757
2013,1,27,1,7.07392156
2013,1,27,2,6.93333678
2013,1,27,3,6.78603226
2013,1,27,4,6.72704187
2013,1,27,5,6.61344268
2013,1,27,6,6.54047687
2013,1,27,7,6.53888121
2013,1,27,8,6.63663284
2013,1,27,9,6.93965668
2013,1,27,10,7.63421804
2013,1,27,11,8.17522509
2013,1,27,12,8.64395924
2013,1,27,13,8.89355026
2013,1,27,14,8.74111619
2013,1,27,15,8.51466883
2013,1,27,16,8.1399176
2013,1,27,17,7.86850586
2013,1,27,18,7.56474986
2013,1,27,19,7.3965234
2013,1,27,20,7.18113022
2013,1,27,21,6.98813885
2013,1,27,22,6.87147051
2013,1,27,23,6.77997294
2013,1,28,0,4.87361166
2013,1,28,1,4.72410299
2013,1,28,2,4.62933509
2013,1,28,3,4.5376154
2013,1,28,4,4.4838169
2013,1,28,5,4.4165354
2013,1,28,6,4.37141074
2013,1,28,7,4.37207736
2013,1,28,8,4.43006206
2013,1,28,9,4.61944143
2013,1,28,10,5.10014082
2013,1,28,11,5.45647505
2013,1,28,12,5.75753268
2013,1,28,13,5.94049965
2013,1,28,14,5.8269744
2013,1,28,15,5.67410032
2013,1,28,16,5.45817004
2013,1,28,17,5.22928575
2013,1,28,18,5.05152799
2013,1,28,19,4.91845534
2013,1,28,20,4.78742361
2013,1,28,21,4.67924798
2013,1,28,22,4.58058376
2013,1,28,23,4.52028472
2013,1,29,0,5.88731179
2013,1,29,1,5.70645838
2013,1,29,2,5.58709272
2013,1,29,3,5.46986821
2013,1,29,4,5.41450293
2013,1,29,5,5.33169806
2013,1,29,6,5.28104685
2013,1,29,7,5.27478279
2013,1,29,8,5.36495855
2013,1,29,9,5.58789627
2013,1,29,10,6.16319286
2013,1,29,11,6.60123263
2013,1,29,12,6.97314993
2013,1,29,13,7.15542774
2013,1,29,14,7.05201506
2013,1,29,15,6.8415792
2013,1,29,16,6.5989168
2013,1,29,17,6.31877099
2013,1,29,18,6.10754435
2013,1,29,19,5.9511528
2013,1,29,20,5.81015391
2013,1,29,21,5.62413089
2013,1,29,22,5.52357065
2013,1,29,23,5.43870112
2013,1,30,0,5.11473416
2013,1,30,1,4.95406642
2013,1,30,2,4.85620227
2013,1,30,3,4.75581843
2013,1,30,4,4.70905896
2013,1,30,5,4.63254065
2013,1,30,6,4.58600448
2013,1,30,7,4.58385554
2013,1,30,8,4.65494289
2013,1,30,9,4.85523434
2013,1,30,10,5.34325557
2013,1,30,11,5.72630677
2013,1,30,12,6.0495736
2013,1,30,13,6.22251869
2013,1,30,14,6.11501867
2013,1,30,15,5.94121764
2013,1,30,16,5.73190523
2013,1,30,17,5.50895916
2013,1,30,18,5.31683491
2013,1,30,19,5.17795682
2013,1,30,20,5.06700172
2013,1,30,21,4.89552439
2013,1,30,22,4.79796281
2013,1,30,23,4.72045904
2013,1,31,0,5.64521542
2013,1,31,1,5.47167631
2013,1,31,2,5.36627806
2013,1,31,3,5.25684337
2013,1,31,4,5.19960267
2013,1,31,5,5.11792955
2013,1,31,6,5.06063873
2013,1,31,7,5.05860113
2013,1,31,8,5.14566208
2013,1,31,9,5.34506271
2013,1,31,10,5.89339983
2013,1,31,11,6.31652731
2013,1,31,12,6.68546087
2013,1,31,13,6.86514643
2013,1,31,14,6.75636678
2013,1,31,15,6.56267055
2013,1,31,16,6.30766217
2013,1,31,17,6.06722152
2013,1,31,18,5.85816235
2013,1,31,19,5.71503671
2013,1,31,20,5.57094092
2013,1,31,21,5.39953303
2013,1,31,22,5.29486491
2013,1,31,23,5.20218476
2013,2,1,0,6.10638701
2013,2,1,1,6.07583184
2013,2,1,2,6.02331516
2013,2,1,3,5.93638998
2013,2,1,4,5.87126783
2013,2,1,5,5.80296138
2013,2,1,6,5.7321822
2013,2,1,7,5.7347626
2013,2,1,8,5.84180942
2013,2,1,9,6.19478916
2013,2,1,10,6.64599973
2013,2,1,11,7.05594339
2013,2,1,12,7.49976835
2013,2,1,13,7.63999774
2013,2,1,14,7.55971196
2013,2,1,15,7.28812325
2013,2,1,16,6.96417793
2013,2,1,17,6.63467985
2013,2,1,18,6.44317192
2013,2,1,19,6.28400472
2013,2,1,20,6.19439432
2013,2,1,21,6.18213489
2013,2,1,22,6.11984536
2013,2,1,23,6.12146273
2013,2,2,0,5.57286221
2013,2,2,1,5.54730565
2013,2,2,2,5.49635772
2013,2,2,3,5.41905897
2013,2,2,4,5.35936432
2013,2,2,5,5.29330242
2013,2,2,6,5.22828563
2013,2,2,7,5.23503998
2013,2,2,8,5.33935356
2013,2,2,9,5.63618291
2013,2,2,10,6.05142892
2013,2,2,11,6.43795909
2013,2,2,12,6.8359855
2013,2,2,13,6.98749009
2013,2,2,14,6.87367692
2013,2,2,15,6.64775334
2013,2,2,16,6.36007528
2013,2,2,17,6.0804936
2013,2,2,18,5.86919463
2013,2,2,19,5.74487024
2013,2,2,20,5.64326312
2013,2,2,21,5.64706084
2013,2,2,22,5.60467486
2013,2,2,23,5.56211635
2013,2,3,0,5.38056518
2013,2,3,1,5.35492625
2013,2,3,2,5.30520263
2013,2,3,3,5.23470785
2013,2,3,4,5.17855491
2013,2,3,5,5.11252705
2013,2,3,6,5.05046043
2013,2,3,7,5.05208013
2013,2,3,8,5.15381364
2013,2,3,9,5.44640671
2013,2,3,10,5.85061786
2013,2,3,11,6.22101936
2013,2,3,12,6.59834878
2013,2,3,13,6.74544083
2013,2,3,14,6.64984475
2013,2,3,15,6.45295614
2013,2,3,16,6.1314671
2013,2,3,17,5.86889882
2013,2,3,18,5.67761537
2013,2,3,19,5.54821218
2013,2,3,20,5.48131146
2013,2,3,21,5.45527189
2013,2,3,22,5.41713596
2013,2,3,23,5.38631158
2013,2,4,0,4.54501124
2013,2,4,1,4.52394859
2013,2,4,2,4.47957934
2013,2,4,3,4.41824948
2013,2,4,4,4.37050521
2013,2,4,5,4.3145195
2013,2,4,6,4.26011037
2013,2,4,7,4.27343848
2013,2,4,8,4.35455117
2013,2,4,9,4.61289021
2013,2,4,10,4.94755665
2013,2,4,11,5.26224461
2013,2,4,12,5.57348899
2013,2,4,13,5.6892912
2013,2,4,14,5.60843161
2013,2,4,15,5.43100107
2013,2,4,16,5.19712222
2013,2,4,17,4.96046355
2013,2,4,18,4.8061443
2013,2,4,19,4.67235768
2013,2,4,20,4.62085036
2013,2,4,21,4.61603645
2013,2,4,22,4.58186559
2013,2,4,23,4.54396833
2013,2,5,0,4.60156311
2013,2,5,1,4.58115048
2013,2,5,2,4.53857687
2013,2,5,3,4.47703919
2013,2,5,4,4.42613646
2013,2,5,5,4.36818937
2013,2,5,6,4.31851784
2013,2,5,7,4.32061332
2013,2,5,8,4.40309813
2013,2,5,9,4.66264283
2013,2,5,10,5.00126045
2013,2,5,11,5.31114489
2013,2,5,12,5.62318967
2013,2,5,13,5.76737564
2013,2,5,14,5.66560348
2013,2,5,15,5.49871711
2013,2,5,16,5.2531542
2013,2,5,17,5.01764816
2013,2,5,18,4.8508174
2013,2,5,19,4.73684193
2013,2,5,20,4.68237217
2013,2,5,21,4.68062162
2013,2,5,22,4.63629721
2013,2,5,23,4.60685997
2013,2,6,0,5.04616933
2013,2,6,1,5.02315234
2013,2,6,2,4.97668296
2013,2,6,3,4.90408589
2013,2,6,4,4.85771237
2013,2,6,5,4.79951305
2013,2,6,6,4.73145748
2013,2,6,7,4.73987221
2013,2,6,8,4.8364298
2013,2,6,9,5.10506698
2013,2,6,10,5.48089114
2013,2,6,11,5.8359727
2013,2,6,12,6.2063458
2013,2,6,13,6.34883485
2013,2,6,14,6.2446992
2013,2,6,15,6.03441326
2013,2,6,16,5.7570284
2013,2,6,17,5.51857863
2013,2,6,18,5.32759232
2013,2,6,19,5.19368591
2013,2,6,20,5.12298328
2013,2,6,21,5.13784248
2013,2,6,22,5.06117236
2013,2,6,23,5.04540374
2013,2,7,0,5.0759368
2013,2,7,1,5.05354914
2013,2,7,2,5.00766263
2013,2,7,3,4.93865081
2013,2,7,4,4.884409
2013,2,7,5,4.82099291
2013,2,7,6,4.75601535
2013,2,7,7,4.77257167
2013,2,7,8,4.86393095
2013,2,7,9,5.14327863
2013,2,7,10,5.52076177
2013,2,7,11,5.86784691
2013,2,7,12,6.21693333
2013,2,7,13,6.37706119
2013,2,7,14,6.27791854
2013,2,7,15,6.04936875
2013,2,7,16,5.77860457
2013,2,7,17,5.5451508
2013,2,7,18,5.35567542
2013,2,7,19,5.21153614
2013,2,7,20,5.15802597
2013,2,7,21,5.16020114
2013,2,7,22,5.10255154
2013,2,7,23,5.09595606
2013,2,8,0,5.35936218
2013,2,8,1,5.33588989
2013,2,8,2,5.28643551
2013,2,8,3,5.2114523
2013,2,8,4,5.16277796
2013,2,8,5,5.09020169
2013,2,8,6,5.03264377
2013,2,8,7,5.03189848
2013,2,8,8,5.13727826
2013,2,8,9,5.44101804
2013,2,8,10,5.83046646
2013,2,8,11,6.20156486
2013,2,8,12,6.56846829
2013,2,8,13,6.70013479
2013,2,8,14,6.64323929
2013,2,8,15,6.40181501
2013,2,8,16,6.09858035
2013,2,8,17,5.86068284
2013,2,8,18,5.65769592
2013,2,8,19,5.51077775
2013,2,8,20,5.45515413
2013,2,8,21,5.43950094
2013,2,8,22,5.37449708
2013,2,8,23,5.37665789
2013,2,9,0,5.33959932
2013,2,9,1,5.31692004
2013,2,9,2,5.26382823
2013,2,9,3,5.18980363
2013,2,9,4,5.13798819
2013,2,9,5,5.07258327
2013,2,9,6,5.01104186
2013,2,9,7,5.01933337
2013,2,9,8,5.11748451
2013,2,9,9,5.41637528
2013,2,9,10,5.8133026
2013,2,9,11,6.17983482
2013,2,9,12,6.54018603
2013,2,9,13,6.69539044
2013,2,9,14,6.60756408
2013,2,9,15,6.37789561
2013,2,9,16,6.10315794
2013,2,9,17,5.82346893
2013,2,9,18,5.65736672
2013,2,9,19,5.48240583
2013,2,9,20,5.44814711
2013,2,9,21,5.41813164
2013,2,9,22,5.36533313
2013,2,9,23,5.34274434
2013,2,10,0,5.25305672
2013,2,10,1,5.22786336
2013,2,10,2,5.18207719
2013,2,10,3,5.10555875
2013,2,10,4,5.0504662
2013,2,10,5,4.98911713
2013,2,10,6,4.92208844
2013,2,10,7,4.93465831
2013,2,10,8,5.02853676
2013,2,10,9,5.3237841
2013,2,10,10,5.71563659
2013,2,10,11,6.05922063
2013,2,10,12,6.43196014
2013,2,10,13,6.56708353
2013,2,10,14,6.47698557
2013,2,10,15,6.28387307
2013,2,10,16,6.01937893
2013,2,10,17,5.73606921
2013,2,10,18,5.54836928
2013,2,10,19,5.40451053
2013,2,10,20,5.35250178
2013,2,10,21,5.33392217
2013,2,10,22,5.28543903
2013,2,10,23,5.25251987
2013,2,11,0,6.03172636
2013,2,11,1,6.0023794
2013,2,11,2,5.94682229
2013,2,11,3,5.86082221
2013,2,11,4,5.80283487
2013,2,11,5,5.73324937
2013,2,11,6,5.65501405
2013,2,11,7,5.65951574
2013,2,11,8,5.78144516
2013,2,11,9,6.11691669
2013,2,11,10,6.56687139
2013,2,11,11,6.97884804
2013,2,11,12,7.39779913
2013,2,11,13,7.5448008
2013,2,11,14,7.47470528
2013,2,11,15,7.21637629
2013,2,11,16,6.8911526
2013,2,11,17,6.58621989
2013,2,11,18,6.37890994
2013,2,11,19,6.18392779
2013,2,11,20,6.13872102
2013,2,11,21,6.11444307
2013,2,11,22,6.08105644
2013,2,11,23,6.03236155
2013,2,12,0,5.83891494
2013,2,12,1,5.81236742
2013,2,12,2,5.75561126
2013,2,12,3,5.67550132
2013,2,12,4,5.61159157
2013,2,12,5,5.54870083
2013,2,12,6,5.46981708
2013,2,12,7,5.48520678
2013,2,12,8,5.59858814
2013,2,12,9,5.90723616
2013,2,12,10,6.35289885
2013,2,12,11,6.79022897
2013,2,12,12,7.18423903
2013,2,12,13,7.29923638
2013,2,12,14,7.23538395
2013,2,12,15,6.97715173
2013,2,12,16,6.66511859
2013,2,12,17,6.38416378
2013,2,12,18,6.16001393
2013,2,12,19,6.00022438
2013,2,12,20,5.94479567
2013,2,12,21,5.93774944
2013,2,12,22,5.85262688
2013,2,12,23,5.86059112
2013,2,13,0,5.58609819
2013,2,13,1,5.55960844
2013,2,13,2,5.51156104
2013,2,13,3,5.43115476
2013,2,13,4,5.37176539
2013,2,13,5,5.3046238
2013,2,13,6,5.23918447
2013,2,13,7,5.2449439
2013,2,13,8,5.35646752
2013,2,13,9,5.66800644
2013,2,13,10,6.07327683
2013,2,13,11,6.49857565
2013,2,13,12,6.84053948
2013,2,13,13,6.97932248
2013,2,13,14,6.89394464
2013,2,13,15,6.67756911
2013,2,13,16,6.37609323
2013,2,13,17,6.08057511
2013,2,13,18,5.90591439
2013,2,13,19,5.74515155
2013,2,13,20,5.67533824
2013,2,13,21,5.67560423
2013,2,13,22,5.6307099
2013,2,13,23,5.58354518
2013,2,14,0,4.90828707
2013,2,14,1,4.8859845
2013,2,14,2,4.83737403
2013,2,14,3,4.77219437
2013,2,14,4,4.7208858
2013,2,14,5,4.66055444
2013,2,14,6,4.60371847
2013,2,14,7,4.61543314
2013,2,14,8,4.70513154
2013,2,14,9,4.95953451
2013,2,14,10,5.35422743
2013,2,14,11,5.67295906
2013,2,14,12,6.01268557
2013,2,14,13,6.16095659
2013,2,14,14,6.05266457
2013,2,14,15,5.86188692
2013,2,14,16,5.62767467
2013,2,14,17,5.36294985
2013,2,14,18,5.18668953
2013,2,14,19,5.06105281
2013,2,14,20,4.98190466
2013,2,14,21,4.9859391
2013,2,14,22,4.94368307
2013,2,14,23,4.91127323
2013,2,15,0,4.87636698
2013,2,15,1,4.85426177
2013,2,15,2,4.80743341
2013,2,15,3,4.74114669
2013,2,15,4,4.69490998
2013,2,15,5,4.63101235
2013,2,15,6,4.56539529
2013,2,15,7,4.57599892
2013,2,15,8,4.67683976
2013,2,15,9,4.94631632
2013,2,15,10,5.28961642
2013,2,15,11,5.65516112
2013,2,15,12,5.97786439
2013,2,15,13,6.12324561
2013,2,15,14,6.01743397
2013,2,15,15,5.82721598
2013,2,15,16,5.55897707
2013,2,15,17,5.30772759
2013,2,15,18,5.13682664
2013,2,15,19,5.0197478
2013,2,15,20,4.94564177
2013,2,15,21,4.93103578
2013,2,15,22,4.91125011
2013,2,15,23,4.89488849
2013,2,16,0,5.29269096
2013,2,16,1,5.26778518
2013,2,16,2,5.21979964
2013,2,16,3,5.1450097
2013,2,16,4,5.09414642
2013,2,16,5,5.02717335
2013,2,16,6,4.95882922
2013,2,16,7,4.97408571
2013,2,16,8,5.06915625
2013,2,16,9,5.35078557
2013,2,16,10,5.77284729
2013,2,16,11,6.12777875
2013,2,16,12,6.50388997
2013,2,16,13,6.62475995
2013,2,16,14,6.54125983
2013,2,16,15,6.36177242
2013,2,16,16,6.05793422
2013,2,16,17,5.77290233
2013,2,16,18,5.58544818
2013,2,16,19,5.44765606
2013,2,16,20,5.38395538
2013,2,16,21,5.37856928
2013,2,16,22,5.32762481
2013,2,16,23,5.29899152
2013,2,17,0,5.51105126
2013,2,17,1,5.48647039
2013,2,17,2,5.43312422
2013,2,17,3,5.35298586
2013,2,17,4,5.29977238
2013,2,17,5,5.2325162
2013,2,17,6,5.16949667
2013,2,17,7,5.18106955
2013,2,17,8,5.28329243
2013,2,17,9,5.58442711
2013,2,17,10,6.00391911
2013,2,17,11,6.37567882
2013,2,17,12,6.75220577
2013,2,17,13,6.92800237
2013,2,17,14,6.79310708
2013,2,17,15,6.57650696
2013,2,17,16,6.28541473
2013,2,17,17,6.00737237
2013,2,17,18,5.82566688
2013,2,17,19,5.68039366
2013,2,17,20,5.61904975
2013,2,17,21,5.59606507
2013,2,17,22,5.54282304
2013,2,17,23,5.52798572
2013,2,18,0,5.29471397
2013,2,18,1,5.26964688
2013,2,18,2,5.22436097
2013,2,18,3,5.14331573
2013,2,18,4,5.09213614
2013,2,18,5,5.02479498
2013,2,18,6,4.95949656
2013,2,18,7,4.9757036
2013,2,18,8,5.07929702
2013,2,18,9,5.35013343
2013,2,18,10,5.76130955
2013,2,18,11,6.13985225
2013,2,18,12,6.50039731
2013,2,18,13,6.63478893
2013,2,18,14,6.53114234
2013,2,18,15,6.33405233
2013,2,18,16,6.03830786
2013,2,18,17,5.78038521
2013,2,18,18,5.59390435
2013,2,18,19,5.44858222
2013,2,18,20,5.37564846
2013,2,18,21,5.3832066
2013,2,18,22,5.3396687
2013,2,18,23,5.30326512
2013,2,19,0,6.53596719
2013,2,19,1,6.50627655
2013,2,19,2,6.44767595
2013,2,19,3,6.35372453
2013,2,19,4,6.28144714
2013,2,19,5,6.20582581
2013,2,19,6,6.1249022
2013,2,19,7,6.14240576
2013,2,19,8,6.2644841
2013,2,19,9,6.62828853
2013,2,19,10,7.12818191
2013,2,19,11,7.58674498
2013,2,19,12,8.03090397
2013,2,19,13,8.18268044
2013,2,19,14,8.06984695
2013,2,19,15,7.80366428
2013,2,19,16,7.47183099
2013,2,19,17,7.1337199
2013,2,19,18,6.9036121
2013,2,19,19,6.73176418
2013,2,19,20,6.65449584
2013,2,19,21,6.62448392
2013,2,19,22,6.58454284
2013,2,19,23,6.54332382
2013,2,20,0,6.67368427
2013,2,20,1,6.64345368
2013,2,20,2,6.58197819
2013,2,20,3,6.48382762
2013,2,20,4,6.41816143
2013,2,20,5,6.33932835
2013,2,20,6,6.26347124
2013,2,20,7,6.27334759
2013,2,20,8,6.40869674
2013,2,20,9,6.7573762
2013,2,20,10,7.25945629
2013,2,20,11,7.72596911
2013,2,20,12,8.19817311
2013,2,20,13,8.36001461
2013,2,20,14,8.26097574
2013,2,20,15,8.01106385
2013,2,20,16,7.59949019
2013,2,20,17,7.26526216
2013,2,20,18,7.05298668
2013,2,20,19,6.87349751
2013,2,20,20,6.79406177
2013,2,20,21,6.78079759
2013,2,20,22,6.71499023
2013,2,20,23,6.6608786
2013,2,21,0,6.85218861
2013,2,21,1,6.82165513
2013,2,21,2,6.75573963
2013,2,21,3,6.65569189
2013,2,21,4,6.5890707
2013,2,21,5,6.50388627
2013,2,21,6,6.43095555
2013,2,21,7,6.44259804
2013,2,21,8,6.57397238
2013,2,21,9,6.932442
2013,2,21,10,7.45769258
2013,2,21,11,7.93270872
2013,2,21,12,8.39538488
2013,2,21,13,8.56831126
2013,2,21,14,8.48352432
2013,2,21,15,8.16731289
2013,2,21,16,7.80327324
2013,2,21,17,7.47877291
2013,2,21,18,7.23453917
2013,2,21,19,7.03484918
2013,2,21,20,6.98905343
2013,2,21,21,6.95145651
2013,2,21,22,6.90792825
2013,2,21,23,6.85096527
2013,2,22,0,5.9606196
2013,2,22,1,5.93386364
2013,2,22,2,5.87379615
2013,2,22,3,5.79283657
2013,2,22,4,5.73450422
2013,2,22,5,5.66375147
2013,2,22,6,5.59039812
2013,2,22,7,5.597563
2013,2,22,8,5.71428913
2013,2,22,9,6.04515591
2013,2,22,10,6.49110641
2013,2,22,11,6.88678275
2013,2,22,12,7.29494944
2013,2,22,13,7.46481083
2013,2,22,14,7.34166219
2013,2,22,15,7.13062991
2013,2,22,16,6.80024021
2013,2,22,17,6.50793899
2013,2,22,18,6.29511358
2013,2,22,19,6.12906497
2013,2,22,20,6.05030896
2013,2,22,21,6.04833444
2013,2,22,22,5.99450722
2013,2,22,23,5.97262364
2013,2,23,0,6.0058684
2013,2,23,1,5.97741348
2013,2,23,2,5.92452498
2013,2,23,3,5.84041404
2013,2,23,4,5.77435488
2013,2,23,5,5.70993625
2013,2,23,6,5.63452697
2013,2,23,7,5.64279047
2013,2,23,8,5.75141935
2013,2,23,9,6.08736123
2013,2,23,10,6.53801511
2013,2,23,11,6.94209708
2013,2,23,12,7.37692666
2013,2,23,13,7.5264424
2013,2,23,14,7.41508659
2013,2,23,15,7.18087653
2013,2,23,16,6.8644691
2013,2,23,17,6.54835416
2013,2,23,18,6.3393266
2013,2,23,19,6.19660027
2013,2,23,20,6.10012001
2013,2,23,21,6.09433725
2013,2,23,22,6.05397196
2013,2,23,23,6.02335834
2013,2,24,0,6.00435054
2013,2,24,1,5.97584808
2013,2,24,2,5.92075209
2013,2,24,3,5.83841707
2013,2,24,4,5.77677843
2013,2,24,5,5.703789
2013,2,24,6,5.62101851
2013,2,24,7,5.6426738
2013,2,24,8,5.76404147
2013,2,24,9,6.07709492
2013,2,24,10,6.52402192
2013,2,24,11,6.92760588
2013,2,24,12,7.37652664
2013,2,24,13,7.53502414
2013,2,24,14,7.42359376
2013,2,24,15,7.16504419
2013,2,24,16,6.86763169
2013,2,24,17,6.54616316
2013,2,24,18,6.35175057
2013,2,24,19,6.16162188
2013,2,24,20,6.10681233
2013,2,24,21,6.08290873
2013,2,24,22,6.04444301
2013,2,24,23,6.01725679
2013,2,25,0,6.36965528
2013,2,25,1,6.3402241
2013,2,25,2,6.28281439
2013,2,25,3,6.1904314
2013,2,25,4,6.13403815
2013,2,25,5,6.0516317
2013,2,25,6,5.97155269
2013,2,25,7,5.9767937
2013,2,25,8,6.10121317
2013,2,25,9,6.45546618
2013,2,25,10,6.94461795
2013,2,25,11,7.36015882
2013,2,25,12,7.81054877
2013,2,25,13,8.00481698
2013,2,25,14,7.84338126
2013,2,25,15,7.59540619
2013,2,25,16,7.25633486
2013,2,25,17,6.94896867
2013,2,25,18,6.73209123
2013,2,25,19,6.55922256
2013,2,25,20,6.46091837
2013,2,25,21,6.46478364
2013,2,25,22,6.41926508
2013,2,25,23,6.34577354
2013,2,26,0,6.64174631
2013,2,26,1,6.61233156
2013,2,26,2,6.54832004
2013,2,26,3,6.45544065
2013,2,26,4,6.38691715
2013,2,26,5,6.30835496
2013,2,26,6,6.22914148
2013,2,26,7,6.24349138
2013,2,26,8,6.36504235
2013,2,26,9,6.72511206
2013,2,26,10,7.20497372
2013,2,26,11,7.66975873
2013,2,26,12,8.14869748
2013,2,26,13,8.30939131
2013,2,26,14,8.20368265
2013,2,26,15,7.9411071
2013,2,26,16,7.59728076
2013,2,26,17,7.22628824
2013,2,26,18,6.99927506
2013,2,26,19,6.83140672
2013,2,26,20,6.75498282
2013,2,26,21,6.70007568
2013,2,26,22,6.68827111
2013,2,26,23,6.66346044
2013,2,27,0,6.4992487
2013,2,27,1,6.46941757
2013,2,27,2,6.40883802
2013,2,27,3,6.32135016
2013,2,27,4,6.25642346
2013,2,27,5,6.17585627
2013,2,27,6,6.09410639
2013,2,27,7,6.10427254
2013,2,27,8,6.23505751
2013,2,27,9,6.58712581
2013,2,27,10,7.05898245
2013,2,27,11,7.52808913
2013,2,27,12,7.98043693
