year,month,day,hour,temp
2015,2,23,7,5.44510134
2015,2,23,8,5.55832287
2015,2,23,9,5.88008073
2015,2,23,10,6.29604609
2015,2,23,11,6.70778771
2015,2,23,12,7.10064608
2015,2,23,13,7.24170657
2015,2,23,14,7.13749769
2015,2,23,15,6.91245679
2015,2,23,16,6.60405451
2015,2,23,17,6.32525191
2015,2,23,18,6.1227013
2015,2,23,19,5.95955829
2015,2,23,20,5.90097451
2015,2,23,21,5.87989705
2015,2,23,22,5.81564151
2015,2,23,23,5.79060001
2015,2,24,0,5.71615081
2015,2,24,1,5.68959609
2015,2,24,2,5.63648844
2015,2,24,3,5.56375049
2015,2,24,4,5.49543933
2015,2,24,5,5.42384506
2015,2,24,6,5.35414012
2015,2,24,7,5.37271839
2015,2,24,8,5.47893221
2015,2,24,9,5.7834117
2015,2,24,10,6.2221798
2015,2,24,11,6.62016987
2015,2,24,12,6.9806529
2015,2,24,13,7.1688138
2015,2,24,14,7.06000512
2015,2,24,15,6.81832826
2015,2,24,16,6.52368533
2015,2,24,17,6.25266912
2015,2,24,18,6.03368053
2015,2,24,19,5.90196659
2015,2,24,20,5.81165051
2015,2,24,21,5.7912968
2015,2,24,22,5.74877463
2015,2,24,23,5.73689836
2015,2,25,0,6.00671484
2015,2,25,1,5.97883029
2015,2,25,2,5.92282362
2015,2,25,3,5.84030228
2015,2,25,4,5.77943851
2015,2,25,5,5.69944325
2015,2,25,6,5.62599731
2015,2,25,7,5.64636379
2015,2,25,8,5.76279609
2015,2,25,9,6.07781351
2015,2,25,10,6.54498349
2015,2,25,11,6.95338971
2015,2,25,12,7.37623797
2015,2,25,13,7.51932827
2015,2,25,14,7.39727476
2015,2,25,15,7.18128629
2015,2,25,16,6.8678517
2015,2,25,17,6.56147388
2015,2,25,18,6.3199972
2015,2,25,19,6.19519521
2015,2,25,20,6.09988925
2015,2,25,21,6.10331107
2015,2,25,22,6.04776942
2015,2,25,23,6.03530417
2015,2,26,0,6.5051958
2015,2,26,1,6.47597468
2015,2,26,2,6.41633859
2015,2,26,3,6.32694048
2015,2,26,4,6.25778869
2015,2,26,5,6.18151614
2015,2,26,6,6.10149604
2015,2,26,7,6.10179828
2015,2,26,8,6.23341946
2015,2,26,9,6.59561055
2015,2,26,10,7.09189335
2015,2,26,11,7.49960586
2015,2,26,12,7.9546153
2015,2,26,13,8.12134039
2015,2,26,14,8.04412243
2015,2,26,15,7.80566259
2015,2,26,16,7.43270826
2015,2,26,17,7.10226183
2015,2,26,18,6.85139855
2015,2,26,19,6.68322059
2015,2,26,20,6.59826372
2015,2,26,21,6.6294301
2015,2,26,22,6.56001682
2015,2,26,23,6.52133434
2015,2,27,0,7.32822496
2015,2,27,1,7.29654846
2015,2,27,2,7.23311492
2015,2,27,3,7.11904027
2015,2,27,4,7.05643936
2015,2,27,5,6.95525027
2015,2,27,6,6.87398494
2015,2,27,7,6.8834665
2015,2,27,8,7.01296498
2015,2,27,9,7.42146904
2015,2,27,10,7.96900269
2015,2,27,11,8.45405933
2015,2,27,12,8.99949377
2015,2,27,13,9.20319664
2015,2,27,14,9.07017363
2015,2,27,15,8.76602778
2015,2,27,16,8.34589593
2015,2,27,17,7.97660065
2015,2,27,18,7.73217803
2015,2,27,19,7.52564928
2015,2,27,20,7.47078395
2015,2,27,21,7.42559675
2015,2,27,22,7.366957
2015,2,27,23,7.34249846
2015,2,28,0,6.82422568
2015,2,28,1,6.79238392
2015,2,28,2,6.73494468
2015,2,28,3,6.63429793
2015,2,28,4,6.56490356
2015,2,28,5,6.47803764
2015,2,28,6,6.40470386
2015,2,28,7,6.40669809
2015,2,28,8,6.54276545
2015,2,28,9,6.91797624
2015,2,28,10,7.42117774
2015,2,28,11,7.88336871
2015,2,28,12,8.38665767
2015,2,28,13,8.56874122
2015,2,28,14,8.4036143
2015,2,28,15,8.14410729
2015,2,28,16,7.80926174
2015,2,28,17,7.44182202
2015,2,28,18,7.20140134
2015,2,28,19,7.03984849
2015,2,28,20,6.9335098
2015,2,28,21,6.92400967
2015,2,28,22,6.87116396
2015,2,28,23,6.81132971
2015,3,1,0,7.15366819
2015,3,1,1,7.05679525
2015,3,1,2,6.96760173
2015,3,1,3,6.89939685
2015,3,1,4,6.83695783
2015,3,1,5,6.79299478
2015,3,1,6,6.74064826
2015,3,1,7,6.74100942
2015,3,1,8,6.91794351
2015,3,1,9,7.2847355
2015,3,1,10,7.8940788
2015,3,1,11,8.54351055
2015,3,1,12,9.14224555
2015,3,1,13,9.52828193
2015,3,1,14,9.69390366
2015,3,1,15,9.68746153
2015,3,1,16,9.35908132
2015,3,1,17,8.93696791
2015,3,1,18,8.47553677
2015,3,1,19,8.07953823
2015,3,1,20,7.78231899
2015,3,1,21,7.59023206
2015,3,1,22,7.43540835
2015,3,1,23,7.32728053
2015,3,2,0,5.6912809
2015,3,2,1,5.61472452
2015,3,2,2,5.54617516
2015,3,2,3,5.48692868
2015,3,2,4,5.44255603
2015,3,2,5,5.40343186
2015,3,2,6,5.36559076
2015,3,2,7,5.35978434
2015,3,2,8,5.50826673
2015,3,2,9,5.79365162
2015,3,2,10,6.28586227
2015,3,2,11,6.78499365
2015,3,2,12,7.27786008
2015,3,2,13,7.57999081
2015,3,2,14,7.71616043
2015,3,2,15,7.70760272
2015,3,2,16,7.45950115
2015,3,2,17,7.10035208
2015,3,2,18,6.74956083
2015,3,2,19,6.42316741
2015,3,2,20,6.18393452
2015,3,2,21,6.02325896
2015,3,2,22,5.91612459
2015,3,2,23,5.83729558
2015,3,3,0,5.03534075
2015,3,3,1,4.96614933
2015,3,3,2,4.9045622
2015,3,3,3,4.85430977
2015,3,3,4,4.81647658
2015,3,3,5,4.78267138
2015,3,3,6,4.74320986
2015,3,3,7,4.74464055
2015,3,3,8,4.86821178
2015,3,3,9,5.1352474
2015,3,3,10,5.56135884
2015,3,3,11,6.01695338
2015,3,3,12,6.42402333
2015,3,3,13,6.70982481
2015,3,3,14,6.82278084
2015,3,3,15,6.82507278
2015,3,3,16,6.60500099
2015,3,3,17,6.28131704
2015,3,3,18,5.97452614
2015,3,3,19,5.68660118
2015,3,3,20,5.47269231
2015,3,3,21,5.33704048
2015,3,3,22,5.24253198
2015,3,3,23,5.17052738
2015,3,4,0,5.47307344
2015,3,4,1,5.39900223
2015,3,4,2,5.33085012
2015,3,4,3,5.27251894
2015,3,4,4,5.23044862
2015,3,4,5,5.19553223
2015,3,4,6,5.15569997
2015,3,4,7,5.15608825
2015,3,4,8,5.29184527
2015,3,4,9,5.57681157
2015,3,4,10,6.0397916
2015,3,4,11,6.53987046
2015,3,4,12,6.99161153
2015,3,4,13,7.29537138
2015,3,4,14,7.42104256
2015,3,4,15,7.393256
2015,3,4,16,7.1771587
2015,3,4,17,6.82835273
2015,3,4,18,6.49649543
2015,3,4,19,6.16939692
2015,3,4,20,5.96199599
2015,3,4,21,5.81180289
2015,3,4,22,5.69520116
2015,3,4,23,5.6055328
2015,3,5,0,6.95318831
2015,3,5,1,6.85832605
2015,3,5,2,6.77331494
2015,3,5,3,6.70397256
2015,3,5,4,6.64788368
2015,3,5,5,6.60299555
2015,3,5,6,6.55116481
2015,3,5,7,6.54707097
2015,3,5,8,6.72080178
2015,3,5,9,7.08291188
2015,3,5,10,7.67424733
2015,3,5,11,8.31151356
2015,3,5,12,8.88467512
2015,3,5,13,9.27563023
2015,3,5,14,9.4088293
2015,3,5,15,9.40203038
2015,3,5,16,9.10702519
2015,3,5,17,8.67905592
2015,3,5,18,8.2358878
2015,3,5,19,7.84355891
2015,3,5,20,7.58477891
2015,3,5,21,7.36497284
2015,3,5,22,7.2222052
2015,3,5,23,7.12891915
2015,3,6,0,9.38751988
2015,3,6,1,9.25738005
2015,3,6,2,9.14351476
2015,3,6,3,9.04698691
2015,3,6,4,8.97707416
2015,3,6,5,8.90772924
2015,3,6,6,8.84185289
2015,3,6,7,8.83506364
2015,3,6,8,9.08060574
2015,3,6,9,9.55918879
2015,3,6,10,10.3690365
2015,3,6,11,11.206649
2015,3,6,12,11.9771733
2015,3,6,13,12.5123941
2015,3,6,14,12.7276659
2015,3,6,15,12.7346097
2015,3,6,16,12.2972731
2015,3,6,17,11.6972781
2015,3,6,18,11.1198169
2015,3,6,19,10.5967722
2015,3,6,20,10.2222901
2015,3,6,21,9.96115535
2015,3,6,22,9.77336657
2015,3,6,23,9.6240996
2015,3,7,0,11.0226041
2015,3,7,1,10.8723438
2015,3,7,2,10.7341835
2015,3,7,3,10.6251736
2015,3,7,4,10.5375678
2015,3,7,5,10.4608045
2015,3,7,6,10.3827691
2015,3,7,7,10.3865439
2015,3,7,8,10.6529337
2015,3,7,9,11.2321885
2015,3,7,10,12.1769038
2015,3,7,11,13.1675435
2015,3,7,12,14.0767674
2015,3,7,13,14.6790001
2015,3,7,14,14.9532094
2015,3,7,15,14.9328417
2015,3,7,16,14.4429419
2015,3,7,17,13.7572229
2015,3,7,18,13.0700557
2015,3,7,19,12.4344228
2015,3,7,20,11.9795583
2015,3,7,21,11.684654
2015,3,7,22,11.4585823
2015,3,7,23,11.2915618
2015,3,8,0,11.8256289
2015,3,8,1,11.6641175
2015,3,8,2,11.518818
2015,3,8,3,11.3938346
2015,3,8,4,11.3081081
2015,3,8,5,11.2251003
2015,3,8,6,11.1413198
2015,3,8,7,11.1375233
2015,3,8,8,11.4321618
2015,3,8,9,12.0444481
2015,3,8,10,13.0544226
2015,3,8,11,14.1333507
2015,3,8,12,15.0774133
2015,3,8,13,15.7933226
2015,3,8,14,16.0467855
2015,3,8,15,16.0071587
2015,3,8,16,15.5403539
2015,3,8,17,14.7423098
2015,3,8,18,14.0198344
2015,3,8,19,13.3712111
2015,3,8,20,12.8822025
2015,3,8,21,12.5307157
2015,3,8,22,12.3047808
2015,3,8,23,12.130194
2015,3,9,0,10.1327647
2015,3,9,1,9.99205343
2015,3,9,2,9.8718682
2015,3,9,3,9.7680908
2015,3,9,4,9.69269557
2015,3,9,5,9.61717545
2015,3,9,6,9.54776101
2015,3,9,7,9.5461524
2015,3,9,8,9.80586481
2015,3,9,9,10.3302715
2015,3,9,10,11.1764448
2015,3,9,11,12.0840761
2015,3,9,12,12.9432414
2015,3,9,13,13.5017188
2015,3,9,14,13.715062
2015,3,9,15,13.7228397
2015,3,9,16,13.2740348
2015,3,9,17,12.6443848
2015,3,9,18,12.0157668
2015,3,9,19,11.4265343
2015,3,9,20,11.0532304
2015,3,9,21,10.7382846
2015,3,9,22,10.5356895
2015,3,9,23,10.3699276
2015,3,10,0,8.285849
2015,3,10,1,8.17281018
2015,3,10,2,8.06735724
2015,3,10,3,7.98616334
2015,3,10,4,7.92428251
2015,3,10,5,7.8651246
2015,3,10,6,7.811251
2015,3,10,7,7.81010639
2015,3,10,8,8.00989513
2015,3,10,9,8.44239335
2015,3,10,10,9.16087063
2015,3,10,11,9.89980173
2015,3,10,12,10.5812597
2015,3,10,13,11.0565667
2015,3,10,14,11.2429961
2015,3,10,15,11.2282764
2015,3,10,16,10.825025
2015,3,10,17,10.3366133
2015,3,10,18,9.82488513
2015,3,10,19,9.38179163
2015,3,10,20,9.00185988
2015,3,10,21,8.76863259
2015,3,10,22,8.61663929
2015,3,10,23,8.49974657
2015,3,11,0,10.5145047
2015,3,11,1,10.370898
2015,3,11,2,10.2386999
2015,3,11,3,10.1385026
2015,3,11,4,10.0570759
2015,3,11,5,9.97923978
2015,3,11,6,9.91622817
2015,3,11,7,9.91102478
2015,3,11,8,10.1644295
2015,3,11,9,10.7016458
2015,3,11,10,11.608792
2015,3,11,11,12.5602011
2015,3,11,12,13.4148458
2015,3,11,13,14.0091664
2015,3,11,14,14.2655007
2015,3,11,15,14.2706192
2015,3,11,16,13.7763965
2015,3,11,17,13.095283
2015,3,11,18,12.4513907
2015,3,11,19,11.8654839
2015,3,11,20,11.4612584
2015,3,11,21,11.1509651
2015,3,11,22,10.9454186
2015,3,11,23,10.7930801
2015,3,12,0,8.35798177
2015,3,12,1,8.24191956
2015,3,12,2,8.1416592
2015,3,12,3,8.05770581
2015,3,12,4,7.99721501
2015,3,12,5,7.93818888
2015,3,12,6,7.88272739
2015,3,12,7,7.87673495
2015,3,12,8,8.09062503
2015,3,12,9,8.51273871
2015,3,12,10,9.21837309
2015,3,12,11,9.97691438
2015,3,12,12,10.6787057
2015,3,12,13,11.1294992
2015,3,12,14,11.3369271
2015,3,12,15,11.3380505
2015,3,12,16,10.9563816
2015,3,12,17,10.4145957
2015,3,12,18,9.89547171
2015,3,12,19,9.41172521
2015,3,12,20,9.09971658
2015,3,12,21,8.86372841
2015,3,12,22,8.70055773
2015,3,12,23,8.55872276
2015,3,13,0,7.83490033
2015,3,13,1,7.72778912
2015,3,13,2,7.62777619
2015,3,13,3,7.55553557
2015,3,13,4,7.49448559
2015,3,13,5,7.4408262
2015,3,13,6,7.3888179
2015,3,13,7,7.38413927
2015,3,13,8,7.57466932
2015,3,13,9,7.98593921
2015,3,13,10,8.65827279
2015,3,13,11,9.34388189
2015,3,13,12,10.0086598
2015,3,13,13,10.4428502
2015,3,13,14,10.6459084
2015,3,13,15,10.6173073
2015,3,13,16,10.2342343
2015,3,13,17,9.77574709
2015,3,13,18,9.28372897
2015,3,13,19,8.84202846
2015,3,13,20,8.52585771
2015,3,13,21,8.30133351
2015,3,13,22,8.14568596
2015,3,13,23,8.03378995
2015,3,14,0,8.00564091
2015,3,14,1,7.89514744
2015,3,14,2,7.79752571
2015,3,14,3,7.71103465
2015,3,14,4,7.66113097
2015,3,14,5,7.60305674
2015,3,14,6,7.54068309
2015,3,14,7,7.54666064
2015,3,14,8,7.74165062
2015,3,14,9,8.16283651
2015,3,14,10,8.84954261
2015,3,14,11,9.56397997
2015,3,14,12,10.2208272
2015,3,14,13,10.6776186
2015,3,14,14,10.8330327
2015,3,14,15,10.8778051
2015,3,14,16,10.4745689
2015,3,14,17,10.0006441
2015,3,14,18,9.48139027
2015,3,14,19,9.03520796
2015,3,14,20,8.71894156
2015,3,14,21,8.4951289
2015,3,14,22,8.33306942
2015,3,14,23,8.19826365
2015,3,15,0,8.20696683
2015,3,15,1,8.09530971
2015,3,15,2,7.99315438
2015,3,15,3,7.91134326
2015,3,15,4,7.84603595
2015,3,15,5,7.79371122
2015,3,15,6,7.73718183
2015,3,15,7,7.74128658
2015,3,15,8,7.94319645
2015,3,15,9,8.35886358
2015,3,15,10,9.06032633
2015,3,15,11,9.79457954
2015,3,15,12,10.4796514
2015,3,15,13,10.9494073
2015,3,15,14,11.1234192
2015,3,15,15,11.1023897
2015,3,15,16,10.7303427
2015,3,15,17,10.2637359
2015,3,15,18,9.71489635
2015,3,15,19,9.26435329
2015,3,15,20,8.94154146
2015,3,15,21,8.70193608
2015,3,15,22,8.52848392
2015,3,15,23,8.40899005
2015,3,16,0,8.87150114
2015,3,16,1,8.7506451
2015,3,16,2,8.63925291
2015,3,16,3,8.55339469
2015,3,16,4,8.482668
2015,3,16,5,8.42149958
2015,3,16,6,8.35725046
2015,3,16,7,8.35934052
2015,3,16,8,8.57334515
2015,3,16,9,9.03496035
2015,3,16,10,9.81167174
2015,3,16,11,10.5952381
2015,3,16,12,11.3110073
2015,3,16,13,11.8274306
2015,3,16,14,12.0300571
2015,3,16,15,12.0144951
2015,3,16,16,11.6200297
2015,3,16,17,11.0813276
2015,3,16,18,10.5177352
2015,3,16,19,10.0131454
2015,3,16,20,9.66031425
2015,3,16,21,9.40837834
2015,3,16,22,9.22354428
2015,3,16,23,9.09893877
2015,3,17,0,9.01987323
2015,3,17,1,8.89713713
2015,3,17,2,8.78877113
2015,3,17,3,8.69587039
2015,3,17,4,8.62505582
2015,3,17,5,8.57335263
2015,3,17,6,8.50031329
2015,3,17,7,8.50279815
2015,3,17,8,8.72762497
2015,3,17,9,9.19950298
2015,3,17,10,9.97186873
2015,3,17,11,10.773975
2015,3,17,12,11.5171088
2015,3,17,13,12.0115014
2015,3,17,14,12.2258434
2015,3,17,15,12.2090919
2015,3,17,16,11.8298837
2015,3,17,17,11.2578914
2015,3,17,18,10.6767038
2015,3,17,19,10.1842259
2015,3,17,20,9.81653477
2015,3,17,21,9.57162844
2015,3,17,22,9.37177935
2015,3,17,23,9.23119052
2015,3,18,0,9.6272874
2015,3,18,1,9.49583133
2015,3,18,2,9.37782376
2015,3,18,3,9.27938648
2015,3,18,4,9.20933304
2015,3,18,5,9.13901265
2015,3,18,6,9.0718303
2015,3,18,7,9.07029962
2015,3,18,8,9.30553247
2015,3,18,9,9.79771518
2015,3,18,10,10.6295993
2015,3,18,11,11.5000077
2015,3,18,12,12.3096789
2015,3,18,13,12.8411119
2015,3,18,14,13.0454797
2015,3,18,15,13.0282091
2015,3,18,16,12.6103711
2015,3,18,17,12.0033575
2015,3,18,18,11.4064883
2015,3,18,19,10.8637602
2015,3,18,20,10.4758694
2015,3,18,21,10.2093612
2015,3,18,22,10.0241172
2015,3,18,23,9.86235087
2015,3,19,0,9.24923319
2015,3,19,1,9.12376229
2015,3,19,2,9.0055094
2015,3,19,3,8.91738845
2015,3,19,4,8.84414367
2015,3,19,5,8.78295242
2015,3,19,6,8.7089666
2015,3,19,7,8.71574674
2015,3,19,8,8.94739746
2015,3,19,9,9.43178759
2015,3,19,10,10.2180346
2015,3,19,11,11.0548875
2015,3,19,12,11.8040085
2015,3,19,13,12.3165631
2015,3,19,14,12.5292995
2015,3,19,15,12.5274792
2015,3,19,16,12.1226266
2015,3,19,17,11.5681405
2015,3,19,18,10.9627851
2015,3,19,19,10.4386482
2015,3,19,20,10.0697151
2015,3,19,21,9.81060862
2015,3,19,22,9.62405005
2015,3,19,23,9.48239778
2015,3,20,0,7.84242404
2015,3,20,1,7.73545934
2015,3,20,2,7.64029183
2015,3,20,3,7.55811279
2015,3,20,4,7.50000453
2015,3,20,5,7.44356148
2015,3,20,6,7.39230604
2015,3,20,7,7.39070857
2015,3,20,8,7.5940258
2015,3,20,9,7.9897943
2015,3,20,10,8.66955355
2015,3,20,11,9.35974223
2015,3,20,12,10.0246825
2015,3,20,13,10.4626811
2015,3,20,14,10.6273804
2015,3,20,15,10.631467
2015,3,20,16,10.2780393
2015,3,20,17,9.79176901
2015,3,20,18,9.30940306
2015,3,20,19,8.84429664
2015,3,20,20,8.53290266
2015,3,20,21,8.31870803
2015,3,20,22,8.16747108
2015,3,20,23,8.04823619
2015,3,21,0,7.55172865
2015,3,21,1,7.44851784
2015,3,21,2,7.35758295
2015,3,21,3,7.27802333
2015,3,21,4,7.22112219
2015,3,21,5,7.16694713
2015,3,21,6,7.11433892
2015,3,21,7,7.11562206
2015,3,21,8,7.30537726
2015,3,21,9,7.70098899
2015,3,21,10,8.33207621
2015,3,21,11,9.01575825
2015,3,21,12,9.63668125
2015,3,21,13,10.0679678
2015,3,21,14,10.25355
2015,3,21,15,10.2449216
2015,3,21,16,9.89107178
2015,3,21,17,9.4229503
2015,3,21,18,8.94773854
2015,3,21,19,8.52497488
2015,3,21,20,8.21287368
2015,3,21,21,8.00415256
2015,3,21,22,7.85332694
2015,3,21,23,7.73179105
2015,3,22,0,8.57554893
2015,3,22,1,8.45724953
2015,3,22,2,8.35116471
2015,3,22,3,8.27180887
2015,3,22,4,8.20334303
2015,3,22,5,8.13774007
2015,3,22,6,8.07884747
2015,3,22,7,8.07486126
2015,3,22,8,8.2919721
2015,3,22,9,8.73641355
2015,3,22,10,9.47292215
2015,3,22,11,10.2406571
2015,3,22,12,10.9537127
2015,3,22,13,11.4203816
2015,3,22,14,11.605292
2015,3,22,15,11.6142423
2015,3,22,16,11.2297384
2015,3,22,17,10.7191862
2015,3,22,18,10.1597818
2015,3,22,19,9.69515957
2015,3,22,20,9.33683537
2015,3,22,21,9.08141955
2015,3,22,22,8.92066331
2015,3,22,23,8.7966308
2015,3,23,0,8.37309585
2015,3,23,1,8.25891823
2015,3,23,2,8.15476059
2015,3,23,3,8.06585957
2015,3,23,4,8.01136041
2015,3,23,5,7.9535725
2015,3,23,6,7.89359071
2015,3,23,7,7.89421931
2015,3,23,8,8.10159774
2015,3,23,9,8.53616053
2015,3,23,10,9.24965228
2015,3,23,11,10.0015047
2015,3,23,12,10.6901649
2015,3,23,13,11.1469418
2015,3,23,14,11.3386151
2015,3,23,15,11.319767
2015,3,23,16,10.9655493
2015,3,23,17,10.4472612
2015,3,23,18,9.91394495
2015,3,23,19,9.46109362
2015,3,23,20,9.10045297
2015,3,23,21,8.87344378
2015,3,23,22,8.71756018
2015,3,23,23,8.58225497
2015,3,24,0,7.77223151
2015,3,24,1,7.66661887
2015,3,24,2,7.56804197
2015,3,24,3,7.49284176
2015,3,24,4,7.43103591
2015,3,24,5,7.37973897
2015,3,24,6,7.32332418
2015,3,24,7,7.32446514
2015,3,24,8,7.52617713
2015,3,24,9,7.91956384
2015,3,24,10,8.57645224
2015,3,24,11,9.28723369
2015,3,24,12,9.9264799
2015,3,24,13,10.3715443
2015,3,24,14,10.5330593
2015,3,24,15,10.5266353
2015,3,24,16,10.1690491
2015,3,24,17,9.7054731
2015,3,24,18,9.21635481
2015,3,24,19,8.77064493
2015,3,24,20,8.46862336
2015,3,24,21,8.23229021
2015,3,24,22,8.07752126
2015,3,24,23,7.96529484
2015,3,25,0,7.9158472
2015,3,25,1,7.80740598
2015,3,25,2,7.70831244
2015,3,25,3,7.6333584
2015,3,25,4,7.56591181
2015,3,25,5,7.5129241
2015,3,25,6,7.45349389
2015,3,25,7,7.46553601
2015,3,25,8,7.65311547
2015,3,25,9,8.0766473
2015,3,25,10,8.74253892
2015,3,25,11,9.43798375
2015,3,25,12,10.1109711
2015,3,25,13,10.5570663
2015,3,25,14,10.7257586
2015,3,25,15,10.7282387
2015,3,25,16,10.3776977
2015,3,25,17,9.88119433
2015,3,25,18,9.37332993
2015,3,25,19,8.94035062
2015,3,25,20,8.62108944
2015,3,25,21,8.38619098
2015,3,25,22,8.22695376
2015,3,25,23,8.10976421
2015,3,26,0,8.79813021
2015,3,26,1,8.67865477
2015,3,26,2,8.56869068
2015,3,26,3,8.48044117
2015,3,26,4,8.4149753
2015,3,26,5,8.3542258
2015,3,26,6,8.2878683
2015,3,26,7,8.29061218
2015,3,26,8,8.5071793
2015,3,26,9,8.96649769
2015,3,26,10,9.72199763
2015,3,26,11,10.5091084
2015,3,26,12,11.2323161
2015,3,26,13,11.7335049
2015,3,26,14,11.9037834
2015,3,26,15,11.9160942
2015,3,26,16,11.5282599
2015,3,26,17,10.9718629
2015,3,26,18,10.4340896
2015,3,26,19,9.93462174
2015,3,26,20,9.57161946
2015,3,26,21,9.32472711
2015,3,26,22,9.1516834
2015,3,26,23,9.01601227
2015,3,27,0,9.77132242
2015,3,27,1,9.63797073
2015,3,27,2,9.51945889
2015,3,27,3,9.41563453
2015,3,27,4,9.34382983
2015,3,27,5,9.27156146
2015,3,27,6,9.20259903
2015,3,27,7,9.204715
2015,3,27,8,9.46072118
2015,3,27,9,9.95741239
2015,3,27,10,10.7885112
2015,3,27,11,11.6650349
2015,3,27,12,12.470401
2015,3,27,13,13.018174
2015,3,27,14,13.2419465
2015,3,27,15,13.2487995
2015,3,27,16,12.7993545
2015,3,27,17,12.2137836
2015,3,27,18,11.5535028
2015,3,27,19,11.0223214
2015,3,27,20,10.6318768
2015,3,27,21,10.3526738
2015,3,27,22,10.1538112
2015,3,27,23,10.0228482
2015,3,28,0,9.54331118
2015,3,28,1,9.41406131
2015,3,28,2,9.29600585
2015,3,28,3,9.19762806
2015,3,28,4,9.12308246
2015,3,28,5,9.06072631
2015,3,28,6,8.98605014
2015,3,28,7,8.99108486
2015,3,28,8,9.22822668
2015,3,28,9,9.72504084
2015,3,28,10,10.5344774
2015,3,28,11,11.3986349
2015,3,28,12,12.1828017
2015,3,28,13,12.7376142
2015,3,28,14,12.9220977
2015,3,28,15,12.9259652
2015,3,28,16,12.5041333
2015,3,28,17,11.9036659
2015,3,28,18,11.2918521
2015,3,28,19,10.7629933
2015,3,28,20,10.385691
2015,3,28,21,10.1131208
2015,3,28,22,9.92354432
2015,3,28,23,9.78645467
2015,3,29,0,11.3980453
2015,3,29,1,11.2416799
2015,3,29,2,11.100667
2015,3,29,3,10.9832753
2015,3,29,4,10.8920955
2015,3,29,5,10.8222509
2015,3,29,6,10.7323016
2015,3,29,7,10.744355
2015,3,29,8,11.0176276
2015,3,29,9,11.6120757
2015,3,29,10,12.5938617
2015,3,29,11,13.6320112
2015,3,29,12,14.5611305
2015,3,29,13,15.2013575
2015,3,29,14,15.4584302
2015,3,29,15,15.4374289
2015,3,29,16,14.9234589
2015,3,29,17,14.2283719
2015,3,29,18,13.5006909
2015,3,29,19,12.8681958
2015,3,29,20,12.4050845
2015,3,29,21,12.0814786
2015,3,29,22,11.8443313
2015,3,29,23,11.6815861
2015,3,30,0,9.39335739
2015,3,30,1,9.26415939
2015,3,30,2,9.15024555
2015,3,30,3,9.05503582
2015,3,30,4,8.98524074
2015,3,30,5,8.92346923
2015,3,30,6,8.85423013
2015,3,30,7,8.85001049
2015,3,30,8,9.0940441
2015,3,30,9,9.577288
2015,3,30,10,10.3878011
2015,3,30,11,11.2307328
2015,3,30,12,11.9746928
2015,3,30,13,12.5155767
2015,3,30,14,12.755611
2015,3,30,15,12.7249132
2015,3,30,16,12.3214164
2015,3,30,17,11.7274084
2015,3,30,18,11.128152
2015,3,30,19,10.5953484
2015,3,30,20,10.2364178
2015,3,30,21,9.95754776
2015,3,30,22,9.7772859
2015,3,30,23,9.62632587
2015,3,31,0,8.71932883
2015,3,31,1,8.59895682
2015,3,31,2,8.49525325
2015,3,31,3,8.4064181
2015,3,31,4,8.33815727
2015,3,31,5,8.2773936
2015,3,31,6,8.21531266
2015,3,31,7,8.21813134
2015,3,31,8,8.43169559
2015,3,31,9,8.87642249
2015,3,31,10,9.63869718
2015,3,31,11,10.4211296
2015,3,31,12,11.1187791
2015,3,31,13,11.6298111
2015,3,31,14,11.8058987
2015,3,31,15,11.8026963
2015,3,31,16,11.4297005
2015,3,31,17,10.9047961
2015,3,31,18,10.3313503
2015,3,31,19,9.84991639
2015,3,31,20,9.48770664
2015,3,31,21,9.25470321
2015,3,31,22,9.08236672
2015,3,31,23,8.92661877
2015,4,1,0,10.8282522
2015,4,1,1,10.667512
2015,4,1,2,10.5383541
2015,4,1,3,10.4296279
2015,4,1,4,10.3407884
2015,4,1,5,10.2414007
2015,4,1,6,10.1516204
2015,4,1,7,10.1686027
2015,4,1,8,10.4202772
2015,4,1,9,10.995657
2015,4,1,10,11.7721621
2015,4,1,11,12.6081576
2015,4,1,12,13.4107728
2015,4,1,13,14.1466875
2015,4,1,14,14.6926446
2015,4,1,15,14.8246084
2015,4,1,16,14.6129552
2015,4,1,17,13.9614605
2015,4,1,18,13.2473091
2015,4,1,19,12.5627668
2015,4,1,20,12.0220319
2015,4,1,21,11.6193429
2015,4,1,22,11.3290939
2015,4,1,23,11.0868941
2015,4,2,0,11.8003471
2015,4,2,1,11.6246011
2015,4,2,2,11.4857133
2015,4,2,3,11.3705695
2015,4,2,4,11.2699012
2015,4,2,5,11.1564415
2015,4,2,6,11.0590351
2015,4,2,7,11.0785622
2015,4,2,8,11.3487131
2015,4,2,9,11.9566271
2015,4,2,10,12.8472577
2015,4,2,11,13.7372691
2015,4,2,12,14.6150818
2015,4,2,13,15.4302566
2015,4,2,14,16.0366263
2015,4,2,15,16.1520599
2015,4,2,16,15.9310021
2015,4,2,17,15.2412231
2015,4,2,18,14.4096848
2015,4,2,19,13.6825211
2015,4,2,20,13.1093222
2015,4,2,21,12.6709232
2015,4,2,22,12.353163
2015,4,2,23,12.0761752
2015,4,3,0,12.8150533
2015,4,3,1,12.6264689
2015,4,3,2,12.4716601
2015,4,3,3,12.3471085
2015,4,3,4,12.2291243
